gene_id	gene_name	enc	cai
TcCLB.510073.80	hypothetical protein, conserved	58.724	0.556
TcCLB.510073.90	hypothetical protein, conserved	56.194	0.573
TcCLB.510075.30	hypothetical protein, conserved	56.47	0.58
TcCLB.510075.40	hypothetical protein, conserved	58.591	0.568
TcCLB.510075.50	hypothetical protein, conserved	54.604	0.61
TcCLB.510075.60	hypothetical protein	58.116	0.561
TcCLB.510077.30	protein kinase, putative,NIMA/Nek Serine/threonine-protein kinase family, putative	57.587	0.567
TcCLB.510089.10	mucin-associated surface protein (MASP), putative	52.74	0.561
TcCLB.510089.100	hypothetical protein	58.417	0.511
TcCLB.510089.110	mitochondrial RNA binding complex 1 subunit, putative	54.663	0.585
TcCLB.510089.130	protein kinase, putative	54.269	0.582
TcCLB.510089.170	casein kinase I, putative	53.734	0.587
TcCLB.510089.180	hypothetical protein, conserved	56.458	0.577
TcCLB.510089.190	hypothetical protein, conserved	55.41	0.594
TcCLB.510089.20	surface protease GP63, putative	44.025	0.634
TcCLB.510089.200	hypothetical protein, conserved	49.827	0.626
TcCLB.510089.219	diacylglycerol acyltransferase, putative	45.167	0.66
TcCLB.510089.39	CAAX prenyl protease 2, putative	58.271	0.516
TcCLB.510089.50	hypothetical protein, conserved	56.52	0.542
TcCLB.510089.60	hypothetical protein, conserved	58.065	0.537
TcCLB.510089.64	hypothetical protein, conserved	59.465	0.566
TcCLB.510089.70	hypothetical protein	52.583	0.568
TcCLB.510089.80	protein kinase, putative	55.11	0.486
TcCLB.510089.90	hypothetical protein, conserved	53.207	0.574
TcCLB.510091.100	hypothetical protein, conserved	53.403	0.603
TcCLB.510091.110	mitochondrial RNA binding complex 1 subunit, putative	56.304	0.563
TcCLB.510091.130	hypothetical protein, conserved	57.414	0.596
TcCLB.510091.20	hypothetical protein, conserved	53.671	0.637
TcCLB.510091.30	hypothetical protein, conserved	55.193	0.557
TcCLB.510091.40	rev7, putative,mitotic spindle checkpoint component, putative	53.141	0.641
TcCLB.510091.50	hypothetical protein, conserved	56.456	0.628
TcCLB.510091.60	hypothetical protein, conserved	57.624	0.54
TcCLB.510091.80	pyruvate dehydrogenase E1 beta subunit, putative	47.584	0.704
TcCLB.510091.90	hypothetical protein, conserved	54.432	0.602
TcCLB.510101.110	hypothetical protein, conserved	58.129	0.545
TcCLB.510101.130	inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative	55.698	0.597
TcCLB.510101.140	pyruvate phosphate dikinase, putative	42.451	0.748
TcCLB.510101.150	adaptin-related protein-like, putative	55.962	0.574
TcCLB.510101.160	hypothetical protein, conserved	60.12	0.566
TcCLB.510101.190	hypothetical protein, conserved	56.935	0.517
TcCLB.510101.20	phosphatidylinositol-4-phosphate 5-kinase, putative	55.815	0.553
TcCLB.510101.200	hypothetical protein, conserved	54.766	0.471
TcCLB.510101.210	hypothetical protein, conserved	52.869	0.569
TcCLB.510101.250	hypothetical protein, conserved	55.273	0.588
TcCLB.510101.260	hypothetical protein, conserved	51.332	0.587
TcCLB.510101.270	hypothetical protein, conserved	56.27	0.613
TcCLB.510101.280	kinesin, putative	58.909	0.555
TcCLB.510101.290	hypothetical protein, conserved	55.699	0.55
TcCLB.510101.300	hypothetical protein, conserved	56.347	0.586
TcCLB.510101.310	hypothetical protein	56.999	0.541
TcCLB.510101.320	hypothetical protein	54.075	0.544
TcCLB.510101.330	hypothetical protein, conserved	59.191	0.546
TcCLB.510101.340	hypothetical protein, conserved	57.582	0.571
TcCLB.510101.350	hypothetical protein, conserved	56.683	0.611
TcCLB.510101.360	hypothetical protein, conserved	51.937	0.648
TcCLB.510101.380	hypothetical protein, conserved	53.629	0.593
TcCLB.510101.400	hypothetical protein, conserved	55.011	0.527
TcCLB.510101.410	hypothetical protein, conserved	57.302	0.56
TcCLB.510101.420	40S ribosomal protein S21, putative	45.106	0.664
TcCLB.510101.430	40S ribosomal protein S21, putative	42.842	0.66
TcCLB.510101.450	hypothetical protein, conserved	52.593	0.608
TcCLB.510101.460	hypothetical protein, conserved	58.04	0.535
TcCLB.510101.470	PUF nine target 1	54.47	0.598
TcCLB.510101.480	hypothetical protein, conserved	56.974	0.558
TcCLB.510101.490	anion-transporting ATPase-like, putative	50.402	0.689
TcCLB.510101.50	lanosterol 14-alpha-demethylase, putative	49.921	0.653
TcCLB.510101.59	palmitoyl acyltransferase 7, putative	56.455	0.534
TcCLB.510101.70	pretranslocation protein, alpha subunit, putative,SEC61-like (pretranslocation process) protein, putative	49.805	0.686
TcCLB.510101.80	hypothetical protein, conserved	56.657	0.555
TcCLB.510101.90	hypothetical protein, conserved	57.07	0.594
TcCLB.510103.10	hypothetical protein	49.592	0.608
TcCLB.510103.17	hypothetical protein, conserved	51.504	0.573
TcCLB.510103.24	hypothetical protein, conserved	55.943	0.571
TcCLB.510103.30	protein associated with differentiation 4, putative	56.578	0.606
TcCLB.510105.100	UDP-glucose dehydrogenase, putative	54.325	0.646
TcCLB.510105.120	protein kinase, putative	57.629	0.566
TcCLB.510105.130	phosphatidylinositol-4-phosphate 5-kinase type II beta, putative	56.358	0.59
TcCLB.510105.150	hypothetical protein, conserved	55.413	0.636
TcCLB.510105.160	hypothetical protein	55.564	0.6
TcCLB.510105.170	dihydrolipoamide acetyltransferase precursor, putative	51.478	0.677
TcCLB.510105.180	hypothetical protein, conserved	55.52	0.577
TcCLB.510105.184	hypothetical protein, conserved	56.726	0.581
TcCLB.510105.190	hypothetical protein, conserved	58.086	0.529
TcCLB.510105.20	ribosomal RNA processing protein 41A, putative,3' exoribonuclease, putative,exosome complex exonuclease, putative (RRP41A)	56.035	0.609
TcCLB.510105.200	hypothetical protein, conserved	57.735	0.548
TcCLB.510105.210	mitochondrial ATP-dependent zinc metallopeptidase, putative,metallo-peptidase, clan MA(E), family M41, putative	59.162	0.503
TcCLB.510105.220	transportin2-like protein, putative	52.19	0.48
TcCLB.510105.230	glyceraldehyde 3-phosphate dehydrogenase, cytosolic, putative	42.691	0.705
TcCLB.510105.240	short chain 3-hydroxyacyl-CoA dehydrogenase, putative	54.046	0.564
TcCLB.510105.250	membrane-bound acid phosphatase 2, putative	55.225	0.591
TcCLB.510105.30	clathrin coat assembly protein, putative	57.565	0.58
TcCLB.510105.310	mucin-associated surface protein (MASP), putative	56.607	0.526
TcCLB.510105.36	hypothetical protein, conserved	46.926	0.489
TcCLB.510105.40	cullin-like protein, putative	51.176	0.43
TcCLB.510105.50	fibrillarin, putative	51.592	0.489
TcCLB.510105.70	hypothetical protein, conserved	57.678	0.577
TcCLB.510105.80	folylpolyglutamate synthetase (FPGS)	54.549	0.618
TcCLB.510105.90	hypothetical protein, conserved	57.597	0.572
TcCLB.510107.30	mucin-associated surface protein (MASP), putative	56.785	0.442
TcCLB.510123.10	hypothetical protein, conserved	53.553	0.647
TcCLB.510123.20	mitogen activated protein kinase, putative	52.512	0.606
TcCLB.510123.24	hypothetical protein, conserved	52.836	0.609
TcCLB.510123.30	DNA repair protein, putative	52.494	0.591
TcCLB.510123.60	hypothetical protein, conserved	50.491	0.653
TcCLB.510123.70	vesicle-associated membrane protein, putative,syntaxin-like protein, putative	57.879	0.584
TcCLB.510125.10	pumilio/PUF RNA binding protein 6, putative (PUF6)	54.043	0.58
TcCLB.510125.20	trans-sialidase, Group VIII, putative	57.543	0.583
TcCLB.510127.60	hypothetical protein, conserved	55.794	0.495
TcCLB.510127.70	leucine-rich repeat protein 1 (LRRP1), putative	51.74	0.466
TcCLB.510141.10	thymine-7-hydroxylase, putative	55.838	0.645
TcCLB.510141.20	hypothetical protein, conserved	54.471	0.616
TcCLB.510143.10	hypothetical protein, conserved	52.513	0.63
TcCLB.510143.110	hypothetical protein, conserved	55.433	0.575
TcCLB.510143.120	hypothetical protein, conserved	58.65	0.588
TcCLB.510143.24	Hsc70-interacting protein (Hip), putative	53.014	0.61
TcCLB.510143.30	hypothetical protein, conserved	56.849	0.591
TcCLB.510143.40	hypothetical protein, conserved	55.158	0.615
TcCLB.510143.50	hypothetical protein, conserved	55.234	0.586
TcCLB.510143.70	hypothetical protein, conserved	54.86	0.588
TcCLB.510143.80	RNA-binding protein, putative	51.969	0.653
TcCLB.510145.10	hypothetical protein, conserved	57.107	0.632
TcCLB.510145.30	hypothetical protein, conserved	55.893	0.578
TcCLB.510145.50	hypothetical protein, conserved	56.988	0.556
TcCLB.510145.59	exonuclease, putative	51.738	0.62
TcCLB.510147.9	hypothetical protein, conserved	54.94	0.606
TcCLB.510149.100	hypothetical protein, conserved	48.437	0.678
TcCLB.510149.110	phosphate transporter, putative	54.197	0.644
TcCLB.510149.120	flagellar radial spoke protein-like, putative	50.62	0.662
TcCLB.510149.140	RNA-binding protein, putative	52.646	0.606
TcCLB.510149.150	hypothetical protein, conserved	49.884	0.668
TcCLB.510149.20	hypothetical protein, conserved	54.007	0.644
TcCLB.510149.30	hypothetical protein, conserved	55.074	0.615
TcCLB.510149.40	hypothetical protein, conserved	56.073	0.541
TcCLB.510149.50	DNA repair helicase and transcription factor protein, putative,transcription factor II H complex, XPB subunit, putative	54.591	0.596
TcCLB.510149.70	hypothetical protein, conserved	56.324	0.565
TcCLB.510149.80	ABC transporter, putative	55.913	0.604
TcCLB.510157.10	mucin-associated surface protein (MASP), putative	60.372	0.525
TcCLB.510159.10	hypothetical protein, conserved	53.502	0.424
TcCLB.510161.10	hypothetical protein, conserved	55.452	0.521
TcCLB.510161.20	hypothetical protein, conserved	53.504	0.547
TcCLB.510163.10	hypothetical protein, conserved	58.889	0.515
TcCLB.510163.20	elongation factor 1-gamma (EF-1-gamma), putative	29.679	0.858
TcCLB.510163.30	mucin-associated surface protein (MASP), putative	60.413	0.613
TcCLB.510163.40	surface protease GP63 (pseudogene), putative	50.786	0.654
TcCLB.510163.60	trans-sialidase, Group V, putative	53.333	0.586
TcCLB.510165.10	heat shock protein DNAJ, putative	55.067	0.561
TcCLB.510165.110	retrotransposon hot spot (RHS) protein, putative	57.738	0.524
TcCLB.510165.20	DNA repair protein, putative	57.672	0.533
TcCLB.510165.30	hypothetical protein, conserved	53.671	0.516
TcCLB.510165.40	hypothetical protein, conserved	58.461	0.534
TcCLB.510165.50	hypothetical protein, conserved	58.389	0.582
TcCLB.510165.60	expression site-associated gene (ESAG-like) protein, putative,expression site-associated gene 3 (ESAG3-like) protein, putative	54.92	0.518
TcCLB.510165.70	retrotransposon hot spot protein (RHS, pseudogene), putative	57.321	0.531
TcCLB.510167.10	phosphatidylinositol 3-kinase 2, putative	52.774	0.481
TcCLB.510167.20	hypothetical protein, conserved	54.092	0.468
TcCLB.510167.29	exosome complex exonuclease, putative,ribosomal RNA processing protein 4, putative	52.467	0.454
TcCLB.510173.10	hypothetical protein, conserved	55.861	0.555
TcCLB.510173.100	hypothetical protein, conserved	52.051	0.632
TcCLB.510173.110	hypothetical protein, conserved	52.226	0.63
TcCLB.510173.120	hypothetical protein, conserved	53.953	0.533
TcCLB.510173.20	hypothetical protein, conserved	53.117	0.594
TcCLB.510173.30	hypothetical protein, conserved	50.538	0.643
TcCLB.510173.40	MRB1-associated protein, putative,guide RNA binding protein, putative	46.41	0.641
TcCLB.510173.50	hypothetical protein, conserved	54.492	0.578
TcCLB.510173.60	hypothetical protein, conserved	50.381	0.657
TcCLB.510173.80	hypothetical protein	51.545	0.663
TcCLB.510173.90	poly(ADP-ribose) polymerase, putative	51.592	0.616
TcCLB.510175.125	hypothetical protein	60.62	0.571
TcCLB.510175.140	hypothetical protein, conserved (pseudogene)	60.981	0.491
TcCLB.510175.160	protein kinase, putative	56.372	0.514
TcCLB.510175.30	trans-sialidase (pseudogene), putative	58.229	0.553
TcCLB.510175.60	dispersed gene family protein 1 (DGF-1), putative	38.969	0.753
TcCLB.510175.90	retrotransposon hot spot (RHS) protein, putative	55.047	0.537
TcCLB.510181.100	acid phosphatase, putative	57.839	0.572
TcCLB.510181.110	hypothetical protein, conserved	59.05	0.559
TcCLB.510181.120	hypothetical protein, conserved	55.826	0.622
TcCLB.510181.130	hypothetical protein	54.647	0.559
TcCLB.510181.140	hypothetical protein, conserved	56.798	0.565
TcCLB.510181.20	delta-4 fatty acid desaturase, putative	53.162	0.599
TcCLB.510181.30	ATP-dependent DEAD/H RNA helicase, putative,RNA helicase, putative	54.108	0.612
TcCLB.510181.40	hypothetical protein, conserved	59.936	0.566
TcCLB.510181.50	nucleoporin interacting component (NUP93), putative	56.177	0.601
TcCLB.510181.60	chromatin assembly factor 1 subunit B, putative	57.034	0.599
TcCLB.510181.69	hypothetical protein, conserved	55.74	0.57
TcCLB.510181.80	hypothetical protein, conserved	56.771	0.602
TcCLB.510181.90	hypothetical protein, conserved	57.024	0.553
TcCLB.510189.40	mucin-associated surface protein (MASP), putative	51.983	0.501
TcCLB.510191.10	mucin-associated surface protein (MASP), putative	54.394	0.468
TcCLB.510191.20	mucin TcMUCII, putative	50.246	0.609
TcCLB.510191.31	trans-sialidase (pseudogene), putative	56.6	0.539
TcCLB.510191.40	trans-sialidase (pseudogene), putative	55.155	0.554
TcCLB.510191.70	mucin-associated surface protein (MASP), putative	54.277	0.439
TcCLB.510191.80	mucin TcMUCII, putative	53.683	0.559
TcCLB.510205.20	mucin-associated surface protein (MASP), putative	59.75	0.526
TcCLB.510205.40	trans-sialidase, Group V, putative	53.623	0.585
TcCLB.510205.50	mucin-associated surface protein (MASP), putative	50.947	0.487
TcCLB.510205.70	surface protease GP63, putative	49.503	0.638
TcCLB.510205.80	mucin-associated surface protein (MASP), putative	60.141	0.506
TcCLB.510207.10	mucin TcMUCII, putative	53.746	0.576
TcCLB.510207.30	trans-sialidase, Group V, putative	54.491	0.587
TcCLB.510207.40	mucin-associated surface protein (MASP), putative	52.51	0.489
TcCLB.510213.110	NADH-dependent fumarate reductase, putative	55.788	0.612
TcCLB.510213.20	hypothetical protein	61.0	0.578
TcCLB.510213.39	mucin-associated surface protein (MASP), putative	42.382	0.555
TcCLB.510213.70	mucin-associated surface protein (MASP), putative	61.0	0.509
TcCLB.510213.80	mucin TcMUCII, putative	46.012	0.572
TcCLB.510215.10	NADH-dependent fumarate reductase, putative	51.548	0.644
TcCLB.510227.20	hypothetical protein	57.215	0.537
TcCLB.510229.10	hypothetical protein, conserved	57.553	0.518
TcCLB.510229.20	8-oxoguanine DNA glycosylase, putative	54.931	0.5
TcCLB.510231.10	protein kinase, putative,eukaryotic translation initiation factor 2-alpha kinase precursor, putative	55.403	0.576
TcCLB.510231.20	hypothetical protein	54.358	0.567
TcCLB.510241.10	hypothetical protein, conserved	57.817	0.538
TcCLB.510241.100	hypothetical protein, conserved	52.502	0.553
TcCLB.510241.110	hypothetical protein, conserved	53.479	0.623
TcCLB.510241.120	Peptide deformylase 2,metalloprotease-like protein, putative,peptide deformylase, putative,polypeptide deformylase, putative	55.82	0.604
TcCLB.510241.124	hypothetical protein, conserved	55.327	0.572
TcCLB.510241.20	hypothetical protein, conserved	56.864	0.544
TcCLB.510241.30	hypothetical protein, conserved	56.369	0.568
TcCLB.510241.40	hypothetical protein, conserved	54.853	0.57
TcCLB.510241.5	hypothetical protein	58.506	0.503
TcCLB.510241.50	60S ribosomal protein L10, putative	35.524	0.851
TcCLB.510241.70	heat shock protein, putative	56.791	0.553
TcCLB.510241.90	hypothetical protein, conserved	57.533	0.54
TcCLB.510243.100	chloride channel protein, putative	54.796	0.603
TcCLB.510243.110	hypothetical protein, conserved	51.328	0.591
TcCLB.510243.119	hypothetical protein, conserved	53.54	0.59
TcCLB.510243.20	hypothetical protein, conserved	56.598	0.536
TcCLB.510243.30	chaperone DNAJ protein, putative	52.08	0.631
TcCLB.510243.40	60S ribosomal protein L10, putative	35.545	0.848
TcCLB.510243.54	hypothetical protein, conserved	55.912	0.504
TcCLB.510243.60	hypothetical protein	56.973	0.557
TcCLB.510243.70	hypothetical protein, conserved	57.757	0.552
TcCLB.510243.80	hypothetical protein, conserved	60.044	0.556
TcCLB.510247.10	R27-2 protein, putative	43.214	0.624
TcCLB.510247.20	protein kinase, putative,casein kinase I, putative	57.403	0.538
TcCLB.510249.30	hypothetical protein, conserved	61.0	0.576
TcCLB.510249.40	surface protease GP63, putative	48.943	0.689
TcCLB.510251.10	amino acid permease-like protein, putative	55.57	0.599
TcCLB.510253.10	hypothetical protein, conserved	57.274	0.606
TcCLB.510253.20	hypothetical protein, conserved	55.043	0.571
TcCLB.510255.10	hypothetical protein, conserved	51.74	0.603
TcCLB.510255.20	hypothetical protein, conserved	55.397	0.623
TcCLB.510257.10	hypothetical protein, conserved	56.508	0.59
TcCLB.510257.100	mitochondrial RNA binding complex 1 subunit, putative	57.209	0.558
TcCLB.510257.120	hypothetical protein, conserved	53.024	0.596
TcCLB.510257.130	protein kinase, putative	58.278	0.582
TcCLB.510257.139	transcription activator, putative	54.927	0.545
TcCLB.510257.20	hypothetical protein, conserved	55.122	0.642
TcCLB.510257.24	hypothetical protein, conserved	57.332	0.63
TcCLB.510257.30	ribulose-5-phosphate 3-epimerase, putative	53.239	0.656
TcCLB.510257.40	hypothetical protein, conserved	57.34	0.532
TcCLB.510257.50	hypothetical protein, conserved	58.226	0.561
TcCLB.510257.60	hypothetical protein, conserved	50.387	0.693
TcCLB.510257.70	hypothetical protein, conserved	56.846	0.554
TcCLB.510257.80	peptidase M20/M25/M40, putative	58.443	0.618
TcCLB.510257.90	autophagocytosis associated protein, putative	61.0	0.599
TcCLB.510259.18	UDP-GlcNAc:PI a1-6 GlcNAc-transferase	55.495	0.559
TcCLB.510259.24	hypothetical protein, conserved	57.167	0.492
TcCLB.510259.30	hypothetical protein, conserved	53.506	0.501
TcCLB.510261.10	mucin-associated surface protein (MASP), putative	58.228	0.494
TcCLB.510261.21	hypothetical protein	58.708	0.55
TcCLB.510263.30	surface protease GP63, putative,metallopeptidase, putative	56.497	0.601
TcCLB.510269.20	mucin-associated surface protein (MASP), putative	52.398	0.519
TcCLB.510269.40	hypothetical protein	61.0	0.55
TcCLB.510269.50	mucin-associated surface protein (MASP), putative	49.875	0.467
TcCLB.510269.60	trans-sialidase (pseudogene), putative	53.49	0.594
TcCLB.510271.20	dispersed gene family protein 1 (DGF-1, pseudogene), putative	39.009	0.754
TcCLB.510271.30	trans-sialidase (pseudogene), putative	50.781	0.542
TcCLB.510275.10	hypothetical protein	52.841	0.563
TcCLB.510275.130	dispersed gene family protein 1 (DGF-1), putative	39.407	0.75
TcCLB.510275.190	mucin-associated surface protein (MASP), putative	53.828	0.481
TcCLB.510275.250	mucin-associated surface protein (MASP), putative	52.707	0.461
TcCLB.510275.255	hypothetical protein	58.297	0.551
TcCLB.510275.272	hypothetical protein	53.222	0.643
TcCLB.510275.306	mucin-associated surface protein (MASP, pseudogene), putative	58.487	0.429
TcCLB.510275.350	trans-sialidase, Group V, putative	55.858	0.583
TcCLB.510275.355	hypothetical protein	48.821	0.638
TcCLB.510275.370	mucin-associated surface protein (MASP), putative	55.37	0.436
TcCLB.510275.400	mucin-associated surface protein (MASP), putative	51.664	0.512
TcCLB.510275.405	hypothetical protein	52.37	0.636
TcCLB.510275.410	hypothetical protein	56.708	0.599
TcCLB.510275.50	mucin TcMUCII, putative	47.232	0.596
TcCLB.510275.60	mucin-associated surface protein (MASP), putative	55.076	0.449
TcCLB.510275.90	hypothetical protein	53.886	0.562
TcCLB.510279.100	hypothetical protein	56.32	0.617
TcCLB.510279.110	trans-sialidase, Group VI, putative	53.482	0.587
TcCLB.510279.120	mucin-associated surface protein (MASP), putative	54.188	0.487
TcCLB.510279.130	mucin TcMUCII, putative	51.934	0.587
TcCLB.510279.140	mucin-associated surface protein (MASP), putative	54.554	0.447
TcCLB.510279.190	mucin-associated surface protein (MASP), putative	58.99	0.505
TcCLB.510279.210	mucin-associated surface protein (MASP), putative	55.736	0.526
TcCLB.510279.220	mucin TcMUC (pseudogene), putative	58.564	0.558
TcCLB.510279.230	trans-sialidase, Group VI, putative	55.524	0.577
TcCLB.510279.240	hypothetical protein	52.309	0.58
TcCLB.510279.250	mucin-associated surface protein (MASP), putative	53.945	0.543
TcCLB.510279.30	hypothetical protein	54.091	0.6
TcCLB.510279.310	mucin-associated surface protein (MASP), putative	59.682	0.512
TcCLB.510279.320	trans-sialidase, Group V, putative	55.211	0.586
TcCLB.510279.330	mucin-associated surface protein (MASP), putative	56.111	0.505
TcCLB.510279.340	mucin TcMUCII, putative	54.049	0.571
TcCLB.510279.349	mucin-associated surface protein (MASP), putative	50.681	0.467
TcCLB.510279.40	90 kDa surface protein, putative,serine-alanine-and proline-rich protein, putative	52.058	0.648
TcCLB.510279.60	mucin-associated surface protein (MASP), putative	52.423	0.488
TcCLB.510279.90	mucin-associated surface protein (MASP, pseudogene), putative	57.74	0.49
TcCLB.510281.10	hypothetical protein	55.863	0.509
TcCLB.510281.20	surface protease GP63, putative	53.526	0.625
TcCLB.510283.100	hypothetical protein, conserved	49.251	0.674
TcCLB.510283.120	hypothetical protein, conserved	57.356	0.595
TcCLB.510283.130	hypothetical protein, conserved	56.766	0.558
TcCLB.510283.140	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative	56.424	0.546
TcCLB.510283.150	hypothetical protein, conserved	56.022	0.639
TcCLB.510283.160	hypothetical protein, conserved	58.758	0.551
TcCLB.510283.20	hypothetical protein	53.175	0.593
TcCLB.510283.40	phosphoglycerate mutase family member 5, putative	49.923	0.539
TcCLB.510283.50	hypothetical protein, conserved	58.454	0.526
TcCLB.510283.60	hypothetical protein, conserved	58.2	0.567
TcCLB.510283.70	glycosyl hydrolase-like protein, putative	53.999	0.557
TcCLB.510283.80	hypothetical protein, conserved	58.013	0.507
TcCLB.510283.90	hypothetical protein, conserved	55.163	0.55
TcCLB.510285.100	eukaryotic translation initation factor 4 gamma, putative	54.661	0.574
TcCLB.510285.110	hypothetical protein, conserved	59.354	0.547
TcCLB.510285.120	hypothetical protein, conserved	54.517	0.595
TcCLB.510285.130	hypothetical protein, conserved	57.221	0.57
TcCLB.510285.20	hypothetical protein, conserved	53.704	0.577
TcCLB.510285.30	hypothetical protein, conserved	58.926	0.553
TcCLB.510285.40	hypothetical protein, conserved	56.457	0.581
TcCLB.510285.60	ubiquinone biosynthesis methyltransferase, putative	49.531	0.531
TcCLB.510285.70	protein kinase, putative	56.356	0.552
TcCLB.510285.74	hypothetical protein, conserved	54.637	0.536
TcCLB.510285.80	hypothetical protein, conserved	54.467	0.567
TcCLB.510285.90	hypothetical protein, conserved	56.918	0.558
TcCLB.510287.20	dolicholphosphate-mannose synthase, putative	54.828	0.6
TcCLB.510287.30	proteasome beta 2 subunit, putative	51.108	0.648
TcCLB.510287.40	hypothetical protein	56.472	0.53
TcCLB.510287.50	hypothetical protein, conserved	58.173	0.575
TcCLB.510287.60	ribonuclease HII, putative	54.021	0.617
TcCLB.510289.10	hypothetical protein, conserved	57.857	0.532
TcCLB.510289.20	hypothetical protein, conserved	50.054	0.701
TcCLB.510289.30	phosphatidylinositol-4-phosphate 5-kinase, putative	56.684	0.584
TcCLB.510289.40	GPI inositol deacylase precursor, putative	58.484	0.542
TcCLB.510289.50	hypothetical protein, conserved	58.061	0.564
TcCLB.510289.60	hypothetical protein	52.663	0.529
TcCLB.510289.70	hypothetical protein, conserved	61.0	0.555
TcCLB.510291.14	mitochondrial carrier protein, putative	53.135	0.528
TcCLB.510291.20	hypothetical protein, conserved	48.586	0.447
TcCLB.510291.30	protein phosphatase 2C-like, putative	50.03	0.48
TcCLB.510291.40	serine/threonine protein kinase, putative	50.42	0.467
TcCLB.510293.10	Mitochondrial elongation factor G, putative	54.794	0.503
TcCLB.510293.20	cytosolic factor SEC14, putative,phosphatidylinositol/phosphatidylcholine transfer protein, putative	56.82	0.528
TcCLB.510293.30	hypothetical protein, conserved	58.698	0.57
TcCLB.510293.40	ubiquitin/ribosomal protein S27a, putative	49.36	0.685
TcCLB.510293.50	DnaJ chaperone protein, putative	58.387	0.568
TcCLB.510293.60	hypothetical protein, conserved	57.346	0.6
TcCLB.510293.70	ribonuclease H, putative	50.566	0.615
TcCLB.510295.10	hypothetical protein, conserved	61.0	0.526
TcCLB.510295.15	hypothetical protein, conserved	59.344	0.539
TcCLB.510295.20	MP24, putative	58.347	0.602
TcCLB.510295.40	hypothetical protein, conserved	53.996	0.575
TcCLB.510295.50	protein kinase, putative,mitogen-activated protein kinase, putative	56.913	0.563
TcCLB.510297.10	hypothetical protein, conserved	54.451	0.594
TcCLB.510297.100	ADP-ribosylation factor-like protein, putative	57.575	0.568
TcCLB.510297.110	hypothetical protein, conserved	57.471	0.532
TcCLB.510297.20	hypothetical protein, conserved	58.687	0.539
TcCLB.510297.30	TPR-repeat-containing chaperone protein DNAJ, putative	56.052	0.537
TcCLB.510297.40	hypothetical protein	55.579	0.519
TcCLB.510297.50	hypothetical protein, conserved	52.609	0.591
TcCLB.510297.60	zinc transporter, putative	57.041	0.571
TcCLB.510297.70	hypothetical protein	55.818	0.549
TcCLB.510297.80	DNA repair and transcription factor protein, putative,transcription factor II H complex, TFB2 subunit, putative	55.37	0.592
TcCLB.510297.90	hypothetical protein, conserved	52.06	0.652
TcCLB.510307.10	surface protease GP63, putative	54.097	0.618
TcCLB.510307.200	hypothetical protein, conserved	57.68	0.516
TcCLB.510307.210	trans-sialidase, Group II, putative	52.821	0.642
TcCLB.510307.220	retrotransposon hot spot (RHS) protein, putative	54.115	0.573
TcCLB.510307.230	trans-sialidase, Group II, putative	57.234	0.603
TcCLB.510307.240	trans-sialidase, Group VIII, putative	57.125	0.582
TcCLB.510307.284	trans-sialidase, Group IV, putative	52.303	0.597
TcCLB.510307.330	dispersed gene family protein 1 (DGF-1), putative	39.256	0.753
TcCLB.510309.20	MFS transporter, putative	56.939	0.578
TcCLB.510309.30	PTP1-interacting protein, 39 kDa, putative	57.958	0.526
TcCLB.510309.60	hypothetical protein, conserved	57.359	0.525
TcCLB.510309.70	hypothetical protein, conserved	56.498	0.544
TcCLB.510311.10	hypothetical protein, conserved	57.408	0.551
TcCLB.510311.100	hypothetical protein, conserved	56.394	0.554
TcCLB.510311.120	hypothetical protein	58.132	0.545
TcCLB.510311.130	DNA repair helicase, putative	56.62	0.552
TcCLB.510311.140	arginine N-methyltransferase, putative	58.775	0.554
TcCLB.510311.150	MP99, putative	54.812	0.572
TcCLB.510311.160	hypothetical protein, conserved	55.618	0.584
TcCLB.510311.170	hypothetical protein, conserved	56.191	0.534
TcCLB.510311.180	hypothetical protein, conserved	58.804	0.548
TcCLB.510311.190	hypothetical protein, conserved	55.447	0.536
TcCLB.510311.20	hypothetical protein, conserved	55.353	0.555
TcCLB.510311.30	hypothetical protein, conserved	58.947	0.543
TcCLB.510311.40	hypothetical protein, conserved	56.27	0.539
TcCLB.510311.50	hypothetical protein, conserved	51.373	0.565
TcCLB.510311.60	hypothetical protein, conserved	54.729	0.529
TcCLB.510311.70	26S protease regulatory subunit, putative,serine peptidase, Clan SJ, family S16, putative	55.335	0.58
TcCLB.510311.80	hypothetical protein, conserved	57.204	0.497
TcCLB.510311.90	quinone oxidoreductase, putative	53.716	0.596
TcCLB.510313.10	hypothetical protein, conserved	47.45	0.643
TcCLB.510313.20	hypothetical protein, conserved	54.766	0.615
TcCLB.510315.10	inosine-adenosine-guanosine-nucleoside hydrolase, putative	54.238	0.603
TcCLB.510315.20	mitochondrial carrier protein, putative	55.362	0.602
TcCLB.510315.30	hypothetical protein, conserved	49.483	0.629
TcCLB.510315.40	hypothetical protein, conserved	61.0	0.581
TcCLB.510317.20	hypothetical protein, conserved	56.23	0.546
TcCLB.510317.30	poly(A) polymerase, putative,polynucleotide adenylyltransferase, putative	53.711	0.535
TcCLB.510317.40	hypothetical protein, conserved	56.716	0.504
TcCLB.510321.20	hypothetical protein, conserved	56.5	0.594
