name,length,num_reads,num_reads_primary,gc,ct
TcCLB.511051.20,19,608,536,0.632,0.211
TcCLB.511051.30,151,453,398,0.391,0.596
TcCLB.511051.39,23,4338,4286,0.435,0.609
TcCLB.511051.50,12,5317,4932,0.417,0.333
TcCLB.511051.59,1068,77,16,0.376,0.52
TcCLB.511051.70,58,487,370,0.138,0.19
TcCLB.511051.80,897,538,216,0.494,0.522
TcCLB.511053.10,37,3578,1931,0.595,0.541
TcCLB.511055.10,416,1503,596,0.433,0.526
TcCLB.511055.20,84,920,695,0.321,0.321
TcCLB.511055.40,87,414,265,0.402,0.356
TcCLB.511055.50,1008,765,306,0.49,0.447
TcCLB.511055.60,1020,14,9,0.409,0.438
TcCLB.511065.10,108,590,588,0.352,0.194
TcCLB.511065.23,33,561,531,0.424,0.424
TcCLB.511065.36,43,101,70,0.163,0.209
TcCLB.511065.50,NA,0,NA,NA,NA
TcCLB.511067.10,70,383,383,0.557,0.471
TcCLB.511067.14,19,932,575,0.421,0.421
TcCLB.511067.20,17,7306,7238,0.529,0.588
TcCLB.511067.30,NA,0,NA,NA,NA
TcCLB.511067.4,14,309,272,0.714,0.286
TcCLB.511069.10,NA,0,NA,0.463,0.558
TcCLB.511069.20,6808,17,11,NA,NA
TcCLB.511069.4,25,2069,1119,0.28,0.36
TcCLB.511071.10,249,368,339,0.426,0.606
TcCLB.511071.100,930,1356,943,0.49,0.558
TcCLB.511071.120,15,246,225,0.667,0.333
TcCLB.511071.130,57,374,282,0.439,0.544
TcCLB.511071.140,68,716,649,0.279,0.191
TcCLB.511071.150,8,541,535,0.375,0.25
TcCLB.511071.160,1215,17709,7540,0.426,0.579
TcCLB.511071.171,17,5641,5620,0.529,0.412
TcCLB.511071.181,14,381,327,0.357,0.571
TcCLB.511071.190,134,344,305,0.254,0.231
TcCLB.511071.20,NA,0,NA,0.463,0.495
TcCLB.511071.202,407,784,673,0.557,0.479
TcCLB.511071.30,74,332,249,0.459,0.473
TcCLB.511071.40,7,2523,2153,0.571,0.143
TcCLB.511071.45,172,302,116,0.628,0.483
TcCLB.511071.50,64,1538,1175,0.188,0.406
TcCLB.511071.70,160,297,286,0.431,0.381
TcCLB.511071.80,31,487,479,0.581,0.613
TcCLB.511071.90,38,186,141,0.474,0.289
TcCLB.511073.10,2,2,2,0,1
TcCLB.511075.20,77,4,4,0.403,0.442
TcCLB.511075.24,NA,0,NA,0.232,0.411
TcCLB.511075.30,48,344,214,0.292,0.521
TcCLB.511075.40,95,341,314,0.368,0.611
TcCLB.511075.50,40,264,256,0.375,0.5
TcCLB.511075.54,39,681,593,0.359,0.538
TcCLB.511075.60,30,677,376,0.433,0.567
TcCLB.511075.9,24,2600,2539,0.583,0.333
TcCLB.511107.10,563,2069,1032,0.469,0.583
TcCLB.511107.20,39,327,317,0.538,0.385
TcCLB.511107.30,65,311,220,0.385,0.631
TcCLB.511107.41,95,895,839,0.358,0.358
TcCLB.511107.5,237,5285,4460,0.635,0.482
TcCLB.511109.10,314,127,124,0.383,0.547
TcCLB.511109.100,217,3,1,0.424,0.498
TcCLB.511109.110,18,437,380,0.444,0.556
TcCLB.511109.120,125,152,112,0.456,0.376
TcCLB.511109.130,47,524,386,0.404,0.213
TcCLB.511109.20,212,217,178,0.486,0.373
TcCLB.511109.30,191,40,31,0.325,0.518
TcCLB.511109.40,303,282,161,0.419,0.386
TcCLB.511109.50,55,281,236,0.564,0.582
TcCLB.511109.60,117,195,184,0.419,0.333
TcCLB.511109.70,173,118,63,0.434,0.358
TcCLB.511109.80,83,52,23,0.349,0.265
TcCLB.511109.90,165,145,86,0.339,0.333
TcCLB.511111.10,566,1074,859,0.405,0.47
TcCLB.511111.20,151,251,178,0.47,0.384
TcCLB.511111.30,48,84,48,0.521,0.292
TcCLB.511111.40,127,157,127,0.472,0.331
TcCLB.511111.50,87,71,52,0.368,0.632
TcCLB.511113.9,NA,0,NA,0.305,0.189
TcCLB.511115.10,NA,0,NA,NA,NA
TcCLB.511115.20,68,203,194,0.559,0.176
TcCLB.511115.30,105,385,336,0.429,0.257
TcCLB.511115.40,921,689,194,0.391,0.489
TcCLB.511115.49,502,216,208,0.49,0.494
TcCLB.511119.10,2297,314,255,0.548,0.499
TcCLB.511121.11,37,1047,787,0.351,0.378
TcCLB.511121.20,3215,891,557,0.551,0.491
TcCLB.511121.30,364,146,132,0.497,0.626
TcCLB.511123.11,106,176,136,0.453,0.425
TcCLB.511123.20,1560,234,192,0.524,0.519
TcCLB.511123.40,NA,0,NA,NA,NA
TcCLB.511125.9,944,1061,683,0.555,0.53
TcCLB.511127.10,174,32,31,0.368,0.316
TcCLB.511127.100,36,226,158,0.333,0.417
TcCLB.511127.110,109,78,58,0.385,0.284
TcCLB.511127.120,34,151,150,0.588,0.441
TcCLB.511127.140,217,159,149,0.452,0.355
TcCLB.511127.150,55,97,67,0.418,0.4
TcCLB.511127.160,244,134,125,0.471,0.295
TcCLB.511127.180,1505,120,69,0.385,0.534
TcCLB.511127.190,35,222,108,0.514,0.257
TcCLB.511127.20,208,79,45,0.442,0.212
TcCLB.511127.200,38,197,178,0.553,0.579
TcCLB.511127.210,NA,0,NA,0.253,0.663
TcCLB.511127.220,237,133,129,0.435,0.325
TcCLB.511127.230,863,112,98,0.495,0.48
TcCLB.511127.240,56,59,30,0.482,0.214
TcCLB.511127.250,27,155,132,0.593,0.519
TcCLB.511127.260,36,220,215,0.556,0.444
TcCLB.511127.270,36,743,726,0.583,0.472
TcCLB.511127.274,733,894,405,0.499,0.435
TcCLB.511127.280,242,38,19,0.442,0.438
TcCLB.511127.290,NA,0,NA,0.274,0.558
TcCLB.511127.30,97,195,155,0.443,0.536
TcCLB.511127.300,734,2,1,0.407,0.447
TcCLB.511127.320,452,182,105,0.423,0.5
TcCLB.511127.330,532,41,24,0.342,0.421
TcCLB.511127.340,612,5,3,0.405,0.382
TcCLB.511127.350,667,57,29,0.352,0.433
TcCLB.511127.360,2458,94,50,0.426,0.484
TcCLB.511127.369,83,128,66,0.373,0.193
TcCLB.511127.380,NA,0,NA,0.558,0.4
TcCLB.511127.390,779,535,473,0.408,0.522
TcCLB.511127.40,50,21,15,0.34,0.66
TcCLB.511127.400,194,186,154,0.454,0.294
TcCLB.511127.410,235,84,51,0.481,0.323
TcCLB.511127.420,52,167,136,0.308,0.423
TcCLB.511127.429,31,254,200,0.677,0.484
TcCLB.511127.5,NA,0,NA,NA,NA
TcCLB.511127.50,12,252,252,0.75,0.667
TcCLB.511127.60,172,9,9,0.32,0.535
TcCLB.511127.70,74,229,203,0.324,0.216
TcCLB.511127.74,37,509,413,0.514,0.405
TcCLB.511127.80,88,127,52,0.5,0.239
TcCLB.511127.90,73,59,49,0.521,0.274
TcCLB.511129.40,1024,784,576,0.529,0.514
TcCLB.511129.47,729,56,34,0.545,0.472
TcCLB.511129.54,1201,163,64,0.421,0.55
TcCLB.511129.60,37,1855,1304,0.514,0.514
TcCLB.511129.80,22,2176,2022,0.545,0.545
TcCLB.511131.20,16,258,152,0.562,0.25
TcCLB.511131.30,116,18,7,0.362,0.293
TcCLB.511131.40,48,311,299,0.646,0.667
TcCLB.511131.50,14,249,200,0.571,0.214
TcCLB.511131.60,262,84,54,0.351,0.679
TcCLB.511131.70,4,332,130,0.75,0
TcCLB.511131.80,739,313,296,0.434,0.548
TcCLB.511131.89,235,65,55,0.234,0.417
TcCLB.511131.98,NA,0,NA,NA,NA
TcCLB.511133.10,32,295,282,0.594,0.344
TcCLB.511133.20,288,42,33,0.34,0.542
TcCLB.511133.30,74,37,28,0.541,0.419
TcCLB.511133.4,222,144,144,0.342,0.477
TcCLB.511135.10,108,20,4,0.333,0.676
TcCLB.511135.20,366,590,175,0.467,0.486
TcCLB.511135.30,493,367,303,0.391,0.389
TcCLB.511135.40,NA,0,NA,NA,NA
TcCLB.511137.10,123,312,186,0.366,0.472
TcCLB.511137.20,NA,0,NA,NA,NA
TcCLB.511139.10,192,1,1,0.344,0.51
TcCLB.511139.20,13,7566,6206,0.462,0.154
TcCLB.511139.30,342,1065,288,0.456,0.45
TcCLB.511139.40,NA,0,NA,NA,NA
TcCLB.511141.10,739,42,23,0.359,0.44
TcCLB.511141.20,59,718,364,0.576,0.339
TcCLB.511141.30,NA,0,NA,NA,NA
TcCLB.511143.12,209,305,151,0.493,0.478
TcCLB.511143.19,1,355,308,1,0
TcCLB.511143.30,85,179,175,0.518,0.376
TcCLB.511143.39,NA,0,NA,NA,NA
TcCLB.511143.6,314,32,26,0.465,0.379
TcCLB.511145.10,38,4159,3654,0.421,0.395
TcCLB.511145.20,15,5187,3020,0.667,0.267
TcCLB.511145.24,61,61,25,0.295,0.049
TcCLB.511145.30,59,138,130,0.424,0.492
TcCLB.511145.40,28,470,435,0.429,0.464
TcCLB.511145.43,12,1169,986,0.583,0.417
TcCLB.511145.46,17,6835,6798,0.529,0.647
TcCLB.511145.49,NA,0,NA,0.189,0.653
TcCLB.511145.50,17,1612,1473,0.588,0.588
TcCLB.511145.60,60,799,783,0.367,0.4
TcCLB.511145.70,41,587,569,0.415,0.463
TcCLB.511145.80,123,54,21,0.195,0.48
TcCLB.511145.89,18,426,413,0.333,0.611
TcCLB.511171.10,NA,0,NA,NA,NA
TcCLB.511171.25,1761,232,178,0.525,0.491
TcCLB.511171.40,2,8,4,0,0.5
TcCLB.511171.50,35,253,75,0.543,0.4
TcCLB.511171.60,347,380,339,0.527,0.516
TcCLB.511171.90,19,305,286,0.632,0.474
TcCLB.511173.10,610,244,210,0.553,0.488
TcCLB.511173.100,36,281,226,0.528,0.389
TcCLB.511173.110,35,714,541,0.6,0.543
TcCLB.511173.120,39,258,243,0.564,0.41
TcCLB.511173.130,20,1868,863,0.4,0.6
TcCLB.511173.140,109,704,472,0.596,0.495
TcCLB.511173.150,36,7156,5768,0.528,0.389
TcCLB.511173.160,710,16,9,0.532,0.5
TcCLB.511173.171,574,223,167,0.598,0.551
TcCLB.511173.180,36,5110,4419,0.556,0.389
TcCLB.511173.190,715,513,461,0.538,0.508
TcCLB.511173.200,960,45,18,0.577,0.472
TcCLB.511173.210,36,7220,5857,0.528,0.389
TcCLB.511173.230,696,90,46,0.537,0.493
TcCLB.511173.24,36,6990,5681,0.528,0.389
TcCLB.511173.241,575,192,164,0.603,0.541
TcCLB.511173.250,36,1337,891,0.556,0.389
TcCLB.511173.261,579,505,430,0.53,0.516
TcCLB.511173.270,19,1057,571,0.632,0.474
TcCLB.511173.280,777,376,210,0.533,0.507
TcCLB.511173.309,34,7527,5710,0.529,0.382
TcCLB.511173.340,577,62,24,0.589,0.546
TcCLB.511173.360,36,7770,6101,0.556,0.389
TcCLB.511173.370,99,434,388,0.434,0.414
TcCLB.511173.380,1310,652,477,0.535,0.566
TcCLB.511173.40,581,211,131,0.594,0.547
TcCLB.511173.400,36,156,65,0.556,0.417
TcCLB.511173.410,665,232,102,0.571,0.444
TcCLB.511173.420,35,418,398,0.6,0.543
TcCLB.511173.430,36,1156,1020,0.528,0.389
TcCLB.511173.440,712,431,187,0.538,0.503
TcCLB.511173.460,36,7304,5738,0.528,0.389
TcCLB.511173.470,99,217,83,0.444,0.424
TcCLB.511173.483,577,236,158,0.594,0.553
TcCLB.511173.496,48,471,456,0.562,0.375
TcCLB.511173.50,36,123,113,0.556,0.417
TcCLB.511173.57,545,496,430,0.53,0.512
TcCLB.511173.64,25,646,285,0.6,0.48
TcCLB.511173.80,20,1410,905,0.4,0.6
TcCLB.511173.89,1297,702,494,0.54,0.564
TcCLB.511175.10,NA,0,NA,NA,NA
TcCLB.511175.20,2046,16,3,0.516,0.605
TcCLB.511175.40,35,1566,1454,0.571,0.543
TcCLB.511175.50,38,314,249,0.474,0.474
TcCLB.511179.100,6319,479,244,0.534,0.515
TcCLB.511179.110,878,718,412,0.342,0.568
TcCLB.511179.114,12,1,1,0.5,0.25
TcCLB.511179.120,8,237,231,0.25,0.5
TcCLB.511179.130,121,262,121,0.388,0.256
TcCLB.511179.140,131,70,40,0.298,0.511
TcCLB.511179.150,197,92,84,0.32,0.619
TcCLB.511179.160,189,769,766,0.201,0.508
TcCLB.511179.60,38,89,32,0.368,0.421
TcCLB.511181.10,27,76,29,0.481,0.037
TcCLB.511181.100,42,2416,2403,0.381,0.19
TcCLB.511181.110,583,86,78,0.413,0.379
TcCLB.511181.130,115,191,179,0.643,0.348
TcCLB.511181.140,71,279,252,0.451,0.437
TcCLB.511181.150,131,6,5,0.298,0.26
TcCLB.511181.160,46,110,97,0.5,0.587
TcCLB.511181.20,193,139,135,0.337,0.389
TcCLB.511181.30,255,59,51,0.404,0.404
TcCLB.511181.40,1200,135,78,0.519,0.522
TcCLB.511181.50,161,141,133,0.323,0.18
TcCLB.511181.60,237,86,76,0.456,0.397
TcCLB.511181.70,144,227,225,0.583,0.493
TcCLB.511181.80,142,122,81,0.451,0.507
TcCLB.511181.90,351,192,108,0.416,0.393
TcCLB.511189.10,59,168,147,0.356,0.458
TcCLB.511189.100,NA,0,NA,NA,NA
TcCLB.511189.20,198,186,179,0.46,0.51
TcCLB.511189.30,36,6078,5716,0.5,0.361
TcCLB.511189.50,35,154,132,0.371,0.543
TcCLB.511189.54,17,256,252,0.529,0.588
TcCLB.511189.60,81,267,257,0.358,0.63
TcCLB.511189.70,506,706,621,0.427,0.557
TcCLB.511189.80,53,1427,1315,0.396,0.208
TcCLB.511189.84,34,142,133,0.588,0.382
TcCLB.511189.90,322,194,111,0.488,0.323
TcCLB.511191.10,23,283,253,0.174,0.478
TcCLB.511191.19,205,116,91,0.239,0.337
TcCLB.511193.9,NA,0,NA,0.484,0.421
TcCLB.511195.10,1856,300,223,0.512,0.543
TcCLB.511197.10,1244,186,96,0.526,0.552
TcCLB.511197.40,1143,32,27,0.569,0.508
TcCLB.511197.50,94,44,31,0.649,0.447
TcCLB.511197.60,36,336,216,0.528,0.389
TcCLB.511199.20,52,323,245,0.423,0.635
TcCLB.511199.9,176,475,457,0.466,0.318
TcCLB.511201.19,76,143,132,0.526,0.553
TcCLB.511201.40,NA,0,NA,0.2,0.768
TcCLB.511201.49,83,2349,2303,0.313,0.337
TcCLB.511201.58,642,240,172,0.509,0.53
TcCLB.511211.10,NA,0,NA,0.547,0.526
TcCLB.511211.100,99,232,102,0.424,0.374
TcCLB.511211.104,100,507,494,0.59,0.56
TcCLB.511211.110,42,73,55,0.381,0.643
TcCLB.511211.120,55,7328,6991,0.527,0.655
TcCLB.511211.130,55,1178,1134,0.509,0.655
TcCLB.511211.140,214,40,31,0.514,0.467
TcCLB.511211.150,29,51,49,0.276,0.586
TcCLB.511211.160,56,18796,11396,0.357,0.286
TcCLB.511211.170,56,13128,9577,0.375,0.286
TcCLB.511211.180,44,365,209,0.636,0.386
TcCLB.511211.190,45,402,357,0.289,0.378
TcCLB.511211.20,306,56,53,0.369,0.248
TcCLB.511211.200,57,165,164,0.579,0.368
TcCLB.511211.210,196,3,1,0.444,0.515
TcCLB.511211.220,42,272,205,0.286,0.595
TcCLB.511211.230,50,173,157,0.46,0.26
TcCLB.511211.235,82,212,124,0.439,0.537
TcCLB.511211.240,1606,43,27,0.606,0.508
TcCLB.511211.30,162,62,57,0.531,0.42
TcCLB.511211.40,44,132,118,0.523,0.295
TcCLB.511211.49,61,1,1,0.443,0.475
TcCLB.511211.60,41,312,210,0.537,0.463
TcCLB.511211.70,219,60,50,0.452,0.247
TcCLB.511211.80,67,22,18,0.328,0.373
TcCLB.511211.90,82,4,4,0.549,0.549
TcCLB.511213.15,2,1,1,0,0.5
TcCLB.511213.30,766,589,566,0.556,0.497
TcCLB.511213.50,35,2502,2393,0.571,0.543
TcCLB.511213.60,36,8563,6140,0.556,0.389
TcCLB.511213.70,828,681,566,0.547,0.495
TcCLB.511213.81,45,1692,1464,0.444,0.378
TcCLB.511213.89,153,245,208,0.431,0.477
TcCLB.511215.10,1034,487,304,0.359,0.552
TcCLB.511215.100,22,222,161,0.545,0.409
TcCLB.511215.110,20,179,115,0.65,0.35
TcCLB.511215.119,90,584,557,0.322,0.289
TcCLB.511215.14,105,85,60,0.381,0.552
TcCLB.511215.20,54,92,88,0.389,0.519
TcCLB.511215.30,44,276,223,0.614,0.364
TcCLB.511215.40,68,232,190,0.485,0.25
TcCLB.511215.50,153,86,81,0.529,0.314
TcCLB.511215.60,135,1,1,0.23,0.57
TcCLB.511215.70,141,99,53,0.383,0.553
TcCLB.511215.90,849,1,1,0.463,0.515
TcCLB.511217.10,37,97,85,0.649,0.243
TcCLB.511217.100,249,78,60,0.325,0.378
TcCLB.511217.110,38,351,219,0.526,0.368
TcCLB.511217.120,141,130,107,0.447,0.355
TcCLB.511217.130,41,395,367,0.293,0.366
TcCLB.511217.140,239,111,107,0.381,0.381
TcCLB.511217.145,48,2310,2050,0.583,0.188
TcCLB.511217.150,55,98,88,0.455,0.455
TcCLB.511217.160,206,144,102,0.447,0.413
TcCLB.511217.170,19,36,20,0.579,0.421
TcCLB.511217.180,194,48,40,0.557,0.34
TcCLB.511217.190,50,13,9,0.56,0.12
TcCLB.511217.20,51,37,29,0.451,0.294
TcCLB.511217.200,60,421,382,0.317,0.467
TcCLB.511217.209,74,2197,1564,0.446,0.554
TcCLB.511217.30,298,193,94,0.423,0.423
TcCLB.511217.39,158,66,51,0.475,0.411
TcCLB.511217.50,360,26,15,0.431,0.486
TcCLB.511217.60,25,216,210,0.44,0.28
TcCLB.511217.70,98,119,118,0.51,0.48
TcCLB.511217.80,63,187,112,0.476,0.349
TcCLB.511217.90,NA,0,NA,0.589,0.4
TcCLB.511253.10,2610,1,1,NA,NA
TcCLB.511253.20,685,295,256,0.498,0.509
TcCLB.511253.31,559,15,13,0.496,0.39
TcCLB.511303.100,113,164,160,0.504,0.522
TcCLB.511303.110,50,398,180,0.42,0.46
TcCLB.511303.120,42,6,1,0.405,0.667
TcCLB.511303.130,32,96,83,0.625,0.344
TcCLB.511303.140,330,13,10,0.361,0.436
TcCLB.511303.150,81,345,191,0.37,0.432
TcCLB.511303.160,62,73,59,0.548,0.113
TcCLB.511303.20,23,182,178,0.696,0.435
TcCLB.511303.24,79,341,320,0.582,0.519
TcCLB.511303.30,13,137,124,0.692,0.308
TcCLB.511303.34,32,100,85,0.219,0.406
TcCLB.511303.40,178,25,16,0.309,0.225
TcCLB.511303.50,96,190,164,0.531,0.458
TcCLB.511303.60,287,134,108,0.456,0.321
TcCLB.511303.64,65,989,505,0.508,0.369
TcCLB.511303.70,99,45,33,0.404,0.404
TcCLB.511303.80,150,281,206,0.52,0.433
TcCLB.511303.9,453,105,57,0.437,0.325
TcCLB.511303.90,281,156,64,0.431,0.299
TcCLB.511305.10,74,143,62,0.378,0.554
TcCLB.511305.20,23,176,159,0.696,0.348
TcCLB.511305.40,NA,0,NA,NA,NA
TcCLB.511307.10,79,106,93,0.367,0.557
TcCLB.511307.20,628,2,1,0.441,0.325
TcCLB.511307.3,1050,403,384,0.409,0.367
TcCLB.511307.6,217,88,35,0.447,0.336
TcCLB.511309.14,637,24,7,0.473,0.476
TcCLB.511309.20,280,62,54,0.396,0.268
TcCLB.511309.30,54,690,655,0.426,0.37
TcCLB.511309.40,284,188,166,0.532,0.356
TcCLB.511309.60,1339,234,109,0.433,0.476
TcCLB.511309.7,88,73,64,0.636,0.273
TcCLB.511309.70,118,489,300,0.449,0.398
TcCLB.511309.80,923,638,488,0.594,0.533
TcCLB.511311.14,1601,1006,252,0.561,0.503
TcCLB.511311.20,744,1114,488,0.574,0.539
TcCLB.511311.30,264,156,69,0.553,0.462
TcCLB.511311.60,229,99,43,0.415,0.271
TcCLB.511311.7,101,346,192,0.465,0.406
TcCLB.511311.70,NA,0,NA,0.463,0.611
TcCLB.511311.80,2139,22,10,0.408,0.54
TcCLB.511313.10,203,22,21,0.429,0.369
TcCLB.511313.20,167,26,21,0.485,0.347
TcCLB.511313.30,676,47,33,0.441,0.485
TcCLB.511313.40,NA,0,NA,NA,NA
TcCLB.511315.20,91,96,62,0.495,0.571
TcCLB.511315.30,80,347,106,0.562,0.4
TcCLB.511315.44,11,173,170,0.636,0.455
TcCLB.511315.56,1010,2218,941,0.445,0.486
TcCLB.511315.9,127,115,38,0.48,0.228
TcCLB.511325.10,68,3,3,0.515,0.515
TcCLB.511325.25,33,753,726,0.455,0.394
TcCLB.511325.40,33,749,726,0.455,0.394
TcCLB.511325.50,NA,0,NA,NA,NA
TcCLB.511327.20,2829,426,326,0.476,0.499
TcCLB.511329.10,NA,0,NA,NA,NA
TcCLB.511331.10,864,655,600,0.453,0.491
TcCLB.511333.10,NA,0,NA,NA,NA
TcCLB.511333.4,319,32,16,0.31,0.313
TcCLB.511335.19,17,620,313,0.706,0.294
TcCLB.511335.9,31,108,80,0.484,0.387
TcCLB.511337.10,NA,0,NA,0.295,0.674
TcCLB.511337.20,NA,0,NA,0.568,0.516
TcCLB.511337.30,NA,0,NA,0.432,0.6
TcCLB.511337.39,240,249,206,0.547,0.482
TcCLB.511337.4,178,36,27,0.32,0.567
TcCLB.511339.10,10,5,2,0.8,0.5
TcCLB.511339.20,34,320,307,0.412,0.471
TcCLB.511339.30,1779,14,4,0.452,0.473
TcCLB.511347.11,35,15626,15152,0.571,0.543
TcCLB.511347.20,36,488,358,0.556,0.389
TcCLB.511347.31,536,95,42,0.616,0.481
TcCLB.511349.100,693,230,129,0.576,0.582
TcCLB.511349.110,NA,0,NA,NA,NA
TcCLB.511349.20,95,707,296,0.484,0.463
TcCLB.511349.40,1204,18,11,0.604,0.539
TcCLB.511349.61,NA,0,NA,0.305,0.295
TcCLB.511349.80,2587,904,602,0.557,0.512
TcCLB.511351.20,31,1704,1294,0.71,0.419
TcCLB.511351.30,742,476,334,0.411,0.6
TcCLB.511351.41,NA,0,NA,NA,NA
TcCLB.511351.9,72,18,10,0.5,0.431
TcCLB.511353.10,NA,0,NA,0.337,0.642
TcCLB.511353.20,844,87,24,0.463,0.511
TcCLB.511353.30,19,520,489,0.421,0.263
TcCLB.511353.34,70,1304,896,0.429,0.171
TcCLB.511353.4,72,679,635,0.444,0.597
TcCLB.511353.40,1173,811,344,0.435,0.53
TcCLB.511353.50,49,973,512,0.49,0.469
TcCLB.511353.60,53,284,266,0.547,0.358
TcCLB.511353.69,NA,0,NA,NA,NA
TcCLB.511355.14,65,406,349,0.415,0.554
TcCLB.511355.20,204,180,150,0.382,0.505
TcCLB.511355.24,1034,985,439,0.412,0.549
TcCLB.511355.30,83,3,1,0.518,0.494
TcCLB.511355.40,114,199,171,0.421,0.456
TcCLB.511355.50,697,600,333,0.452,0.554
TcCLB.511355.7,36,442,249,0.5,0.556
TcCLB.511357.5,20,66,61,0.2,0.65
TcCLB.511357.9,34,484,356,0.382,0.647
TcCLB.511361.10,163,140,131,0.479,0.387
TcCLB.511361.20,7,182,125,0.571,0.286
TcCLB.511361.30,NA,0,NA,0.253,0.558
TcCLB.511361.4,719,270,118,0.477,0.477
TcCLB.511361.40,144,114,85,0.486,0.479
TcCLB.511361.50,172,694,332,0.436,0.349
TcCLB.511361.60,76,2,2,0.289,0.605
TcCLB.511361.70,105,218,214,0.495,0.429
TcCLB.511361.80,39,243,217,0.487,0.256
TcCLB.511363.10,495,4,2,0.616,0.352
TcCLB.511363.4,196,1895,1784,0.255,0.296
TcCLB.511365.10,560,549,312,0.429,0.532
TcCLB.511365.100,NA,0,NA,NA,NA
TcCLB.511365.4,267,38,14,0.419,0.412
TcCLB.511365.50,NA,0,NA,0.474,0.6
TcCLB.511365.70,172,50,11,0.43,0.221
TcCLB.511365.80,837,1,1,0.37,0.534
TcCLB.511365.90,156,167,163,0.513,0.513
TcCLB.511365.94,56,184,182,0.589,0.464
TcCLB.511369.10,77,90661,86221,0.442,0.468
TcCLB.511369.15,56,90663,86223,0.411,0.571
TcCLB.511369.20,56,2921,2821,0.393,0.571
TcCLB.511369.30,NA,0,NA,NA,NA
TcCLB.511369.5,56,8412,8192,0.393,0.571
TcCLB.511371.10,116,731,166,0.422,0.448
TcCLB.511371.5,1114,1005,938,0.583,0.543
TcCLB.511393.10,NA,0,NA,NA,NA
TcCLB.511393.20,NA,0,NA,0.337,0.726
TcCLB.511393.30,64,8,3,0.422,0.328
TcCLB.511393.40,22,249,218,0.545,0.364
TcCLB.511393.49,80,726,484,0.325,0.5
TcCLB.511393.60,276,230,191,0.569,0.37
TcCLB.511393.70,169,368,161,0.456,0.456
TcCLB.511393.79,64,1613,1592,0.516,0.375
TcCLB.511393.88,208,182,84,0.442,0.385
TcCLB.511395.10,NA,0,NA,NA,NA
TcCLB.511395.120,22,708,696,0.591,0.591
TcCLB.511395.14,75,35,16,0.347,0.24
TcCLB.511395.20,37,277,233,0.459,0.541
TcCLB.511395.30,208,191,173,0.255,0.495
TcCLB.511395.40,243,266,229,0.506,0.42
TcCLB.511395.50,34,79,52,0.618,0.235
TcCLB.511395.60,619,57,40,0.452,0.491
TcCLB.511395.70,44,1,1,0.636,0.386
TcCLB.511395.80,190,52,29,0.505,0.463
TcCLB.511395.90,1001,170,106,0.48,0.434
TcCLB.511397.10,24,1414,732,0.667,0.333
TcCLB.511397.21,NA,0,NA,NA,NA
TcCLB.511399.24,787,1139,594,0.543,0.508
TcCLB.511399.50,40,135,58,0.575,0.4
TcCLB.511399.76,140,2,2,0.586,0.529
TcCLB.511401.100,40,90,50,0.55,0.375
TcCLB.511401.111,480,315,247,0.596,0.535
TcCLB.511401.120,99,1197,887,0.455,0.434
TcCLB.511401.130,23,7791,3877,0.565,0.348
TcCLB.511401.24,519,188,146,0.59,0.513
TcCLB.511401.30,90,217,100,0.389,0.389
TcCLB.511401.40,22,145,59,0.682,0.318
TcCLB.511401.80,574,125,107,0.547,0.509
TcCLB.511401.90,88,177,160,0.42,0.42
TcCLB.511401.95,201,51,36,0.597,0.478
TcCLB.511407.10,152,238,172,0.217,0.171
TcCLB.511407.20,35,663,645,0.457,0.343
TcCLB.511407.30,1127,113,70,0.353,0.449
TcCLB.511407.40,260,22,5,0.523,0.477
TcCLB.511407.50,198,283,108,0.535,0.515
TcCLB.511407.60,175,449,306,0.314,0.429
TcCLB.511407.70,104,118,71,0.212,0.317
TcCLB.511407.80,NA,0,NA,NA,NA
TcCLB.511409.10,242,14,10,0.45,0.335
TcCLB.511409.20,56,292,280,0.571,0.268
TcCLB.511409.30,176,4,2,0.324,0.705
TcCLB.511409.40,202,266,239,0.535,0.203
TcCLB.511409.50,NA,0,NA,0.337,0.653
TcCLB.511409.60,23,445,296,0.435,0.435
TcCLB.511409.70,54,310,252,0.352,0.519
TcCLB.511411.16,22,712,429,0.455,0.091
TcCLB.511411.24,10,1277,634,0.6,0.2
TcCLB.511411.30,77,2596,1895,0.416,0.39
TcCLB.511411.8,10,504,498,0.9,0.4
TcCLB.511413.11,1001,6,1,0.331,0.511
TcCLB.511413.19,142,142,71,0.451,0.479
TcCLB.511415.11,1543,1914,1036,0.54,0.514
TcCLB.511415.21,105,271,184,0.476,0.41
TcCLB.511415.30,2269,457,364,0.514,0.481
TcCLB.511415.40,NA,0,NA,0.579,0.411
TcCLB.511415.50,NA,0,NA,NA,NA
TcCLB.511417.100,219,83,24,0.388,0.315
TcCLB.511417.120,12,208,202,0.583,0.5
TcCLB.511417.129,NA,0,NA,NA,NA
TcCLB.511417.20,1680,377,183,0.51,0.531
TcCLB.511417.30,16,429,425,0.438,0.438
TcCLB.511417.40,88,127,100,0.398,0.67
TcCLB.511417.50,12,177,160,0.417,0.333
TcCLB.511417.60,14,316,315,0.429,0.571
TcCLB.511417.70,12,1105,1057,0.75,0.083
TcCLB.511417.80,89,186,54,0.449,0.506
TcCLB.511417.90,89,1180,1168,0.449,0.517
TcCLB.511417.94,139,414,394,0.518,0.554
TcCLB.511419.10,214,175,164,0.355,0.561
