name,length,num_reads,num_reads_primary,gc,ct
TcCLB.510101.90,397,58,30,0.418,0.408
TcCLB.510103.10,255,2,1,0.427,0.463
TcCLB.510103.17,46,146,75,0.435,0.217
TcCLB.510103.24,26,15,10,0.385,0.5
TcCLB.510103.30,210,18,10,0.51,0.429
TcCLB.510105.100,29,18,13,0.241,0.207
TcCLB.510105.120,320,18,7,0.362,0.456
TcCLB.510105.130,146,4,2,0.301,0.658
TcCLB.510105.140,NA,0,NA,0.415,0.411
TcCLB.510105.150,12,4,3,0.583,0.333
TcCLB.510105.160,327,5,2,0.44,0.535
TcCLB.510105.170,233,18,5,0.416,0.395
TcCLB.510105.180,708,15,4,0.417,0.51
TcCLB.510105.184,49,24,10,0.347,0.694
TcCLB.510105.190,209,92,55,0.411,0.455
TcCLB.510105.20,151,39,12,0.318,0.523
TcCLB.510105.200,392,1,1,0.513,0.469
TcCLB.510105.210,24,146,115,0.542,0.042
TcCLB.510105.220,180,4,1,0.361,0.489
TcCLB.510105.230,523,10,2,0.447,0.495
TcCLB.510105.240,201,30,15,0.348,0.498
TcCLB.510105.250,194,11,4,0.294,0.402
TcCLB.510105.30,121,13,11,0.38,0.653
TcCLB.510105.310,375,126,78,0.531,0.608
TcCLB.510105.322,102,1,1,0.52,0.353
TcCLB.510105.33,27,13,7,0.444,0.481
TcCLB.510105.36,75,8,8,0.32,0.267
TcCLB.510105.40,96,3,2,0.198,0.688
TcCLB.510105.50,100,40,15,0.35,0.51
TcCLB.510105.70,191,18,12,0.471,0.419
TcCLB.510105.80,65,10,3,0.385,0.523
TcCLB.510105.9,NA,0,NA,0.565,0.418
TcCLB.510105.90,412,6,2,0.432,0.515
TcCLB.510107.15,1222,4,3,0.518,0.543
TcCLB.510107.30,386,36,14,0.528,0.622
TcCLB.510107.41,85,4,2,0.459,0.4
TcCLB.510123.10,41,25,13,0.366,0.22
TcCLB.510123.20,241,45,14,0.386,0.299
TcCLB.510123.24,1008,168,52,0.427,0.473
TcCLB.510123.30,252,9,4,0.548,0.544
TcCLB.510123.40,83,27,4,0.554,0.554
TcCLB.510123.50,316,39,10,0.418,0.627
TcCLB.510123.60,73,250,153,0.479,0.233
TcCLB.510123.70,217,5,4,0.35,0.724
TcCLB.510125.10,3449,51,17,0.387,0.488
TcCLB.510125.20,482,33,14,0.417,0.627
TcCLB.510127.60,129,35,11,0.38,0.566
TcCLB.510127.70,1605,38,8,0.4,0.484
TcCLB.510127.79,NA,0,NA,NA,NA
TcCLB.510141.10,1620,93,27,0.398,0.555
TcCLB.510141.20,26,8,6,0.385,0.577
TcCLB.510141.4,NA,0,NA,NA,NA
TcCLB.510143.10,29,35,10,0.448,0.759
TcCLB.510143.110,NA,0,NA,0.304,0.559
TcCLB.510143.120,129,75,75,0.411,0.217
TcCLB.510143.129,236,10,6,0.458,0.525
TcCLB.510143.17,388,10,5,0.479,0.446
TcCLB.510143.24,326,35,11,0.353,0.482
TcCLB.510143.30,22,12,5,0.182,0.818
TcCLB.510143.40,394,37,11,0.414,0.345
TcCLB.510143.5,1313,1120,1053,NA,NA
TcCLB.510143.50,341,11,5,0.387,0.587
TcCLB.510143.60,89,4,3,0.326,0.517
TcCLB.510143.70,87,1,1,0.391,0.517
TcCLB.510143.80,38,39,12,0.342,0.763
TcCLB.510143.90,216,8,2,0.463,0.588
TcCLB.510145.10,NA,0,NA,NA,NA
TcCLB.510145.20,701,733,547,0.466,0.435
TcCLB.510145.30,392,260,100,0.355,0.543
TcCLB.510145.50,297,2,1,0.377,0.599
TcCLB.510145.59,112,10,6,0.402,0.688
TcCLB.510147.9,979,15,12,0.371,0.543
TcCLB.510149.100,103,19,12,0.524,0.437
TcCLB.510149.110,54,11,5,0.574,0.463
TcCLB.510149.120,542,6,3,0.397,0.506
TcCLB.510149.130,93,30,13,0.57,0.452
TcCLB.510149.140,117,5,2,0.35,0.385
TcCLB.510149.150,86,3,1,0.349,0.372
TcCLB.510149.20,28,110,72,0.25,0.25
TcCLB.510149.30,245,28,5,0.453,0.441
TcCLB.510149.40,137,12,6,0.336,0.635
TcCLB.510149.50,78,5,3,0.41,0.462
TcCLB.510149.60,446,915,467,0.448,0.267
TcCLB.510149.70,119,43,14,0.521,0.479
TcCLB.510149.80,436,35,10,0.431,0.388
TcCLB.510149.9,NA,0,NA,0.515,0.522
TcCLB.510149.90,675,1105,996,0.338,0.437
TcCLB.510157.10,1065,11,2,0.548,0.558
TcCLB.510157.20,1549,444,417,0.507,0.488
TcCLB.510157.5,513,58,27,0.459,0.507
TcCLB.510159.10,153,8,4,0.235,0.608
TcCLB.510159.19,NA,0,NA,NA,NA
TcCLB.510161.10,290,17,6,0.355,0.638
TcCLB.510161.20,137,388,110,0.416,0.38
TcCLB.510163.10,348,12,3,0.399,0.537
TcCLB.510163.20,117,63,28,0.513,0.376
TcCLB.510163.30,358,194,119,0.539,0.603
TcCLB.510163.40,1819,34,25,0.593,0.498
TcCLB.510163.60,507,735,496,0.554,0.604
TcCLB.510165.10,171,11,10,0.234,0.585
TcCLB.510165.110,86,43,38,0.43,0.256
TcCLB.510165.20,81,18,10,0.506,0.444
TcCLB.510165.30,136,4,1,0.338,0.301
TcCLB.510165.40,57,5,3,0.404,0.579
TcCLB.510165.50,13,8,7,0.231,0.769
TcCLB.510165.54,1190,81,33,0.523,0.475
TcCLB.510165.60,16,18,4,0.375,0.312
TcCLB.510165.70,996,18,3,0.536,0.523
TcCLB.510165.90,1963,7,2,0.51,0.533
TcCLB.510167.10,120,12,6,0.275,0.633
TcCLB.510167.20,21,24,18,0.238,0.667
TcCLB.510167.29,33,10,3,0.152,0.667
TcCLB.510167.37,NA,0,NA,0.494,0.529
TcCLB.510167.4,639,1,1,NA,NA
TcCLB.510171.10,489,1,1,0.57,0.521
TcCLB.510173.10,89,3,1,0.472,0.73
TcCLB.510173.100,69,28,5,0.362,0.71
TcCLB.510173.110,147,125,43,0.354,0.17
TcCLB.510173.120,100,7,2,0.52,0.63
TcCLB.510173.130,1047,6,2,0.422,0.565
TcCLB.510173.20,125,83,79,0.36,0.264
TcCLB.510173.30,446,60,40,0.377,0.547
TcCLB.510173.40,306,14,3,0.412,0.526
TcCLB.510173.50,556,26,20,0.358,0.457
TcCLB.510173.60,232,37,15,0.504,0.375
TcCLB.510173.70,157,1,1,0.567,0.312
TcCLB.510173.80,105,6,3,0.562,0.267
TcCLB.510173.90,270,13,5,0.441,0.615
TcCLB.510175.10,974,7,3,0.535,0.512
TcCLB.510175.110,538,3,1,0.465,0.561
TcCLB.510175.125,60,3,2,0.417,0.367
TcCLB.510175.140,123,58,11,0.285,0.659
TcCLB.510175.150,48,6,5,0.333,0.375
TcCLB.510175.160,83,8,8,0.494,0.386
TcCLB.510175.170,198,24,16,0.379,0.515
TcCLB.510175.200,598,90,84,0.438,0.49
TcCLB.510175.30,1910,10,5,0.529,0.555
TcCLB.510175.60,NA,0,NA,0.485,0.5
TcCLB.510175.90,280,82,30,0.432,0.386
TcCLB.510181.100,364,19,8,0.398,0.473
TcCLB.510181.110,151,4,3,0.444,0.583
TcCLB.510181.120,337,7,5,0.466,0.433
TcCLB.510181.130,98,10,3,0.296,0.684
TcCLB.510181.140,21,10,5,0.333,0.048
TcCLB.510181.150,188,1,1,0.324,0.532
TcCLB.510181.20,346,97,71,0.396,0.491
TcCLB.510181.30,543,19,6,0.435,0.497
TcCLB.510181.40,7,6,5,0,0.286
TcCLB.510181.50,60,44,19,0.517,0.267
TcCLB.510181.60,127,75,56,0.417,0.654
TcCLB.510181.69,12,14,6,0,0.083
TcCLB.510181.80,478,30,19,0.427,0.531
TcCLB.510181.9,NA,0,NA,NA,NA
TcCLB.510181.90,NA,0,NA,0.441,0.53
TcCLB.510189.30,1037,9,3,0.55,0.496
TcCLB.510189.40,362,92,35,0.547,0.602
TcCLB.510189.51,44,36,27,0.432,0.25
TcCLB.510189.60,NA,0,NA,0.389,0.589
TcCLB.510191.10,135,12,5,0.556,0.585
TcCLB.510191.20,407,30,18,0.452,0.587
TcCLB.510191.31,275,4,3,0.56,0.593
TcCLB.510191.40,1070,2,2,0.472,0.59
TcCLB.510191.70,839,901,597,0.521,0.538
TcCLB.510191.80,253,2,2,0.466,0.577
TcCLB.510205.10,1479,218,208,0.493,0.581
TcCLB.510205.15,NA,0,NA,0.485,0.544
TcCLB.510205.20,115,8,4,0.591,0.591
TcCLB.510205.30,444,1225,1177,0.475,0.369
TcCLB.510205.40,NA,0,NA,0.341,0.707
TcCLB.510205.50,392,11,7,0.533,0.617
TcCLB.510205.60,NA,0,NA,0.604,0.541
TcCLB.510205.70,NA,0,NA,0.611,0.485
TcCLB.510205.80,360,37,12,0.531,0.606
TcCLB.510207.10,NA,0,NA,0.485,0.537
TcCLB.510207.21,1054,35,12,0.55,0.551
TcCLB.510207.30,1473,315,196,0.492,0.58
TcCLB.510207.35,267,25,25,0.498,0.551
TcCLB.510207.40,368,155,99,0.543,0.609
TcCLB.510207.50,871,1,1,0.534,0.573
TcCLB.510209.18,272,19,19,0.493,0.555
TcCLB.510209.27,221,17,15,0.488,0.595
TcCLB.510209.9,1056,329,302,0.475,0.578
TcCLB.510211.10,NA,0,NA,0.533,0.585
TcCLB.510213.110,271,48,20,0.406,0.565
TcCLB.510213.20,750,2,2,0.452,0.532
TcCLB.510213.39,776,48,17,0.504,0.619
TcCLB.510213.70,1691,552,295,0.507,0.587
TcCLB.510213.80,NA,0,NA,0.437,0.593
TcCLB.510213.9,409,32,10,0.515,0.612
TcCLB.510215.10,NA,0,NA,0.424,0.541
TcCLB.510227.10,87,6,1,0.368,0.517
TcCLB.510227.20,503,6,3,0.423,0.628
TcCLB.510227.29,NA,0,NA,NA,NA
TcCLB.510229.10,10,247,247,0.1,0.9
TcCLB.510229.20,NA,0,NA,NA,NA
TcCLB.510231.10,41,214,142,0.22,0.146
TcCLB.510231.20,325,12,9,0.357,0.662
TcCLB.510231.29,NA,0,NA,NA,NA
TcCLB.510241.10,804,11,5,0.379,0.624
TcCLB.510241.100,373,23,6,0.349,0.488
TcCLB.510241.110,212,179,119,0.415,0.392
TcCLB.510241.120,69,3,2,0.507,0.493
TcCLB.510241.124,164,87,71,0.384,0.274
TcCLB.510241.130,NA,0,NA,0.33,0.63
TcCLB.510241.20,106,15,7,0.443,0.368
TcCLB.510241.30,103,13,5,0.359,0.602
TcCLB.510241.40,256,21,7,0.395,0.512
TcCLB.510241.5,41,34,29,0.268,0.146
TcCLB.510241.50,67,755,422,0.254,0.731
TcCLB.510241.60,122,185,70,0.23,0.59
TcCLB.510241.70,148,14,8,0.473,0.52
TcCLB.510241.90,1019,48,16,0.357,0.523
TcCLB.510243.10,NA,0,NA,NA,NA
TcCLB.510243.100,55,121,43,0.291,0.2
TcCLB.510243.110,105,14,6,0.4,0.495
TcCLB.510243.119,616,17,7,0.43,0.523
TcCLB.510243.128,90,29,10,0.456,0.5
TcCLB.510243.20,573,22,5,0.279,0.555
TcCLB.510243.30,452,53,15,0.425,0.431
TcCLB.510243.40,68,729,424,0.25,0.721
TcCLB.510243.50,92,48,38,0.348,0.641
TcCLB.510243.54,132,22,13,0.439,0.53
TcCLB.510243.60,77,37,19,0.455,0.481
TcCLB.510243.70,208,13,4,0.413,0.538
TcCLB.510243.80,123,1,1,0.423,0.545
TcCLB.510247.10,72,9,6,0.417,0.319
TcCLB.510247.20,2095,173,116,0.457,0.561
TcCLB.510249.14,2861,112,26,0.525,0.481
TcCLB.510249.22,1552,108,90,0.571,0.5
TcCLB.510249.30,105,10,4,0.371,0.686
TcCLB.510249.40,5368,528,190,0.529,0.512
TcCLB.510251.10,640,11,2,0.398,0.53
TcCLB.510251.19,NA,0,NA,0.5,0.524
TcCLB.510253.10,615,12,4,0.341,0.535
TcCLB.510253.20,143,3,2,0.308,0.699
TcCLB.510253.29,NA,0,NA,0.576,0.488
TcCLB.510255.10,29,3,2,0.276,0.31
TcCLB.510255.20,NA,0,NA,0.367,0.467
TcCLB.510255.29,NA,0,NA,0.524,0.553
TcCLB.510255.4,40,9,5,0.55,0.475
TcCLB.510257.10,356,88,42,0.357,0.317
TcCLB.510257.100,187,9,4,0.439,0.513
TcCLB.510257.120,51,16,7,0.431,0.51
TcCLB.510257.130,470,4,3,0.464,0.421
TcCLB.510257.139,260,8,2,0.419,0.346
TcCLB.510257.20,79,164,74,0.316,0.354
TcCLB.510257.24,99,20,18,0.424,0.515
TcCLB.510257.30,142,42,7,0.31,0.401
TcCLB.510257.40,49,4,2,0.286,0.082
TcCLB.510257.50,508,384,274,0.451,0.455
TcCLB.510257.60,30,483,235,0.4,0.433
TcCLB.510257.70,395,14,4,0.306,0.489
TcCLB.510257.80,232,52,22,0.341,0.578
TcCLB.510257.90,1873,86,20,0.55,0.492
TcCLB.510259.12,46,14,7,0.261,0.609
TcCLB.510259.18,3,10,7,0.333,0
TcCLB.510259.24,396,42,9,0.351,0.495
TcCLB.510259.30,12,2,2,0.083,0.5
TcCLB.510259.40,NA,0,NA,0.356,0.515
TcCLB.510259.50,70,57,49,0.229,0.571
TcCLB.510259.6,NA,0,NA,NA,NA
TcCLB.510261.10,365,23,11,0.542,0.611
TcCLB.510261.21,503,79,64,0.481,0.366
TcCLB.510261.31,367,36,6,0.545,0.616
TcCLB.510261.41,298,17,15,0.477,0.587
TcCLB.510263.30,3255,2,1,0.523,0.475
TcCLB.510269.10,268,8,8,0.493,0.582
TcCLB.510269.20,724,95,88,0.551,0.606
TcCLB.510269.40,998,139,125,0.501,0.445
TcCLB.510269.50,455,33,26,0.523,0.604
TcCLB.510269.55,80,1,1,0.5,0.388
TcCLB.510269.60,929,30,18,0.527,0.572
TcCLB.510269.73,164,19,8,0.585,0.561
TcCLB.510271.20,NA,0,NA,0.496,0.519
TcCLB.510271.30,2211,98,49,0.544,0.546
TcCLB.510275.10,523,20,9,0.535,0.493
TcCLB.510275.110,2292,243,203,0.543,0.545
TcCLB.510275.120,2914,11,9,0.648,0.489
TcCLB.510275.130,NA,0,NA,0.493,0.522
TcCLB.510275.150,1068,22,8,0.565,0.522
TcCLB.510275.160,NA,0,NA,0.544,0.515
TcCLB.510275.180,118,2,2,0.542,0.39
TcCLB.510275.190,383,86,60,0.538,0.614
TcCLB.510275.21,2424,15,2,0.519,0.49
TcCLB.510275.219,NA,0,NA,0.493,0.567
TcCLB.510275.250,732,218,64,0.519,0.563
TcCLB.510275.255,112,7,3,0.5,0.634
TcCLB.510275.260,NA,0,NA,0.419,0.696
TcCLB.510275.272,246,6,5,0.378,0.48
TcCLB.510275.283,374,5,5,0.463,0.575
TcCLB.510275.29,174,3,2,0.563,0.58
TcCLB.510275.306,372,44,26,0.548,0.613
TcCLB.510275.330,278,26,14,0.489,0.547
TcCLB.510275.340,1072,38,7,0.556,0.553
TcCLB.510275.350,NA,0,NA,0.433,0.681
TcCLB.510275.355,44,17,11,0.477,0.318
TcCLB.510275.360,374,10,7,0.46,0.575
TcCLB.510275.370,366,28,15,0.541,0.615
TcCLB.510275.390,366,5,5,0.454,0.577
TcCLB.510275.400,17,32,7,0.588,0.059
TcCLB.510275.405,NA,0,NA,0.559,0.456
TcCLB.510275.410,4651,950,99,0.51,0.51
TcCLB.510275.50,259,3,1,0.436,0.606
TcCLB.510275.60,1084,48,13,0.535,0.595
TcCLB.510275.80,1420,11,3,0.492,0.527
TcCLB.510275.90,530,27,6,0.53,0.494
TcCLB.510279.10,536,602,588,0.528,0.61
TcCLB.510279.100,NA,0,NA,0.53,0.47
TcCLB.510279.110,1348,269,219,0.492,0.594
TcCLB.510279.120,362,85,20,0.55,0.613
TcCLB.510279.130,NA,0,NA,0.5,0.559
TcCLB.510279.140,371,60,19,0.547,0.612
TcCLB.510279.160,588,37,13,0.512,0.628
TcCLB.510279.180,NA,0,NA,0.519,0.507
TcCLB.510279.190,173,12,3,0.572,0.584
TcCLB.510279.210,6020,83,45,0.537,0.528
TcCLB.510279.220,278,2,2,0.504,0.561
TcCLB.510279.230,908,63,22,0.51,0.605
TcCLB.510279.240,528,21,9,0.534,0.494
TcCLB.510279.250,3935,169,62,0.532,0.551
TcCLB.510279.263,744,6,3,0.597,0.462
TcCLB.510279.276,179,1,1,0.57,0.458
TcCLB.510279.290,NA,0,NA,0.485,0.541
TcCLB.510279.30,774,7,6,0.465,0.534
TcCLB.510279.310,924,140,66,0.491,0.602
TcCLB.510279.314,81,335,320,0.568,0.432
TcCLB.510279.320,1001,11,6,0.5,0.584
TcCLB.510279.330,119,9,5,0.597,0.58
TcCLB.510279.340,NA,0,NA,0.474,0.559
TcCLB.510279.349,335,7,4,0.534,0.567
TcCLB.510279.40,1595,258,221,0.472,0.605
TcCLB.510279.50,380,5,4,0.471,0.579
TcCLB.510279.60,102,4,2,0.627,0.578
TcCLB.510279.70,1814,146,134,0.56,0.481
TcCLB.510279.90,368,50,20,0.543,0.611
TcCLB.510281.10,2,2402,2368,0.5,0
TcCLB.510281.20,22,1531,1531,0.727,0.409
TcCLB.510281.5,308,25,18,0.484,0.601
TcCLB.510283.10,NA,0,NA,0.619,0.578
TcCLB.510283.100,433,31,24,0.455,0.49
TcCLB.510283.110,233,13,8,0.373,0.674
TcCLB.510283.114,363,18,9,0.408,0.609
TcCLB.510283.120,153,50,30,0.32,0.346
TcCLB.510283.130,333,12,5,0.411,0.55
TcCLB.510283.140,183,14,5,0.437,0.47
TcCLB.510283.150,493,21,3,0.414,0.497
TcCLB.510283.160,409,74,28,0.35,0.447
TcCLB.510283.20,NA,0,NA,0.619,0.578
TcCLB.510283.30,NA,0,NA,0.404,0.544
TcCLB.510283.40,39,6,2,0.256,0.538
TcCLB.510283.50,229,6,2,0.402,0.507
TcCLB.510283.60,99,31,13,0.333,0.263
TcCLB.510283.70,103,77,60,0.359,0.408
TcCLB.510283.80,328,2,1,0.375,0.53
TcCLB.510283.90,169,12,4,0.515,0.58
TcCLB.510285.100,2777,553,109,0.431,0.431
TcCLB.510285.110,221,8,3,0.525,0.371
TcCLB.510285.120,194,8,2,0.438,0.49
TcCLB.510285.130,NA,0,NA,0.415,0.533
TcCLB.510285.140,NA,0,NA,0.524,0.435
TcCLB.510285.20,165,28,5,0.376,0.333
TcCLB.510285.30,205,26,7,0.434,0.376
TcCLB.510285.40,157,3,1,0.401,0.599
TcCLB.510285.60,806,41,6,0.323,0.5
TcCLB.510285.70,1165,15,9,0.403,0.51
TcCLB.510285.74,213,12,9,0.46,0.549
TcCLB.510285.80,880,34,29,0.373,0.525
TcCLB.510285.90,271,5,2,0.391,0.465
TcCLB.510287.10,288,11,3,0.438,0.438
TcCLB.510287.20,109,2,1,0.385,0.55
TcCLB.510287.30,194,17,11,0.356,0.619
TcCLB.510287.4,NA,0,NA,0.529,0.518
TcCLB.510287.40,100,8,7,0.38,0.52
TcCLB.510287.50,201,5,4,0.229,0.597
TcCLB.510287.60,104,2,1,0.442,0.221
TcCLB.510289.10,867,16,10,0.353,0.567
TcCLB.510289.20,202,259,205,0.495,0.416
TcCLB.510289.3,NA,0,NA,NA,NA
TcCLB.510289.30,566,4,3,0.36,0.495
TcCLB.510289.40,381,31,5,0.304,0.604
TcCLB.510289.44,300,324,322,0.28,0.523
TcCLB.510289.50,27,19,7,0.222,0.667
TcCLB.510289.54,107,6,1,0.355,0.495
TcCLB.510289.6,77,3,3,0.364,0.571
TcCLB.510289.60,63,10,5,0.349,0.635
TcCLB.510289.70,175,258,247,0.394,0.469
TcCLB.510289.80,2,8,4,0.5,0
TcCLB.510289.90,21,6,2,0.238,0.429
TcCLB.510289.99,107,7,2,0.458,0.206
TcCLB.510291.14,704,10,2,0.401,0.469
TcCLB.510291.20,611,19,4,0.355,0.529
TcCLB.510291.30,408,10,5,0.306,0.559
TcCLB.510291.40,70,5,4,0.386,0.571
TcCLB.510291.7,NA,0,NA,0.482,0.447
TcCLB.510293.10,293,11,7,0.328,0.447
TcCLB.510293.20,390,22,8,0.346,0.523
TcCLB.510293.30,NA,0,NA,0.411,0.563
TcCLB.510293.40,60,305,240,0.367,0.683
TcCLB.510293.50,230,55,31,0.357,0.37
TcCLB.510293.54,212,67,44,0.392,0.349
TcCLB.510293.60,307,26,9,0.381,0.567
TcCLB.510293.70,257,15,3,0.374,0.553
TcCLB.510293.79,756,13,8,NA,NA
TcCLB.510295.10,971,656,155,0.405,0.412
TcCLB.510295.15,172,7,3,0.413,0.419
TcCLB.510295.20,4,16,12,0.25,0.25
TcCLB.510295.30,180,26,14,0.461,0.4
TcCLB.510295.40,699,58,30,0.448,0.536
TcCLB.510295.50,1650,76,42,0.438,0.479
TcCLB.510295.59,NA,0,NA,0.459,0.476
TcCLB.510297.10,2572,28,6,0.45,0.524
TcCLB.510297.100,757,59,25,0.461,0.564
TcCLB.510297.110,779,442,306,0.416,0.393
TcCLB.510297.119,NA,0,NA,0.476,0.394
TcCLB.510297.20,9,29,18,0.111,0.222
TcCLB.510297.30,219,28,12,0.443,0.461
TcCLB.510297.40,846,14,9,0.391,0.622
TcCLB.510297.50,554,12,4,0.404,0.534
TcCLB.510297.60,839,40,15,0.427,0.48
TcCLB.510297.70,566,34,10,0.41,0.465
TcCLB.510297.80,143,14,3,0.476,0.49
TcCLB.510297.90,36,74,17,0.361,0.056
TcCLB.510307.10,2260,24,6,0.468,0.563
TcCLB.510307.110,192,6,3,0.411,0.526
TcCLB.510307.140,300,215,212,0.417,0.533
TcCLB.510307.180,184,26,18,0.391,0.522
TcCLB.510307.19,106,2,2,0.594,0.623
TcCLB.510307.191,79,34,21,0.481,0.392
TcCLB.510307.200,1735,23,8,0.459,0.499
TcCLB.510307.210,1029,43,18,0.492,0.53
TcCLB.510307.220,2160,17,4,0.536,0.482
TcCLB.510307.230,388,541,334,0.43,0.528
TcCLB.510307.240,711,28,10,0.519,0.62
TcCLB.510307.245,760,13,9,0.658,0.507
TcCLB.510307.250,491,172,165,0.436,0.54
TcCLB.510307.284,1517,6,6,0.518,0.551
TcCLB.510307.320,950,19,3,0.524,0.516
TcCLB.510307.330,NA,0,NA,0.419,0.515
TcCLB.510307.352,3414,53,23,0.632,0.505
TcCLB.510307.60,3052,80,50,0.535,0.485
TcCLB.510307.77,1181,104,86,0.539,0.506
TcCLB.510307.94,NA,0,NA,0.544,0.544
TcCLB.510309.10,803,64,25,0.433,0.477
TcCLB.510309.20,228,110,80,0.276,0.496
TcCLB.510309.30,421,6,3,0.311,0.565
TcCLB.510309.40,42,152,50,0.357,0.31
TcCLB.510309.50,103,84,45,0.359,0.641
TcCLB.510309.60,81,61,15,0.148,0.58
TcCLB.510309.70,4535,2,1,0.4,0.538
TcCLB.510311.10,44,3,1,0.591,0.5
TcCLB.510311.100,957,103,59,0.385,0.482
TcCLB.510311.110,65,3,1,0.508,0.462
TcCLB.510311.120,30,8,2,0.4,0.7
TcCLB.510311.130,425,117,95,0.4,0.485
TcCLB.510311.140,763,28,10,0.417,0.473
TcCLB.510311.150,138,6,2,0.413,0.413
TcCLB.510311.160,67,7,3,0.328,0.239
TcCLB.510311.170,18,128,110,0.111,0.278
TcCLB.510311.180,414,20,12,0.413,0.447
TcCLB.510311.190,267,2,1,0.468,0.524
TcCLB.510311.199,NA,0,NA,NA,NA
TcCLB.510311.20,17,516,490,0.294,0.118
TcCLB.510311.30,376,11,7,0.415,0.668
TcCLB.510311.40,163,426,185,0.454,0.454
TcCLB.510311.50,618,13,4,0.434,0.477
TcCLB.510311.60,27,186,133,0.481,0.407
TcCLB.510311.70,718,41,19,0.403,0.565
TcCLB.510311.80,12,29,20,0.25,0.417
TcCLB.510311.90,20,82,71,0.3,0.6
TcCLB.510313.10,NA,0,NA,0.422,0.504
TcCLB.510313.20,144,16,5,0.493,0.278
TcCLB.510315.10,205,84,18,0.39,0.361
TcCLB.510315.14,117,13,6,0.402,0.581
TcCLB.510315.20,211,19,14,0.332,0.479
TcCLB.510315.30,99,9,7,0.404,0.424
TcCLB.510315.4,NA,0,NA,NA,NA
TcCLB.510315.40,74,98,49,0.486,0.243
TcCLB.510317.14,149,40,10,0.403,0.336
TcCLB.510317.20,115,5,2,0.417,0.548
TcCLB.510317.30,309,3,2,0.466,0.521
TcCLB.510317.34,238,1,1,0.479,0.592
TcCLB.510317.40,274,5,2,0.365,0.573
TcCLB.510317.7,1,620,620,NA,NA
TcCLB.510319.9,NA,0,NA,NA,NA
TcCLB.510321.10,NA,0,NA,NA,NA
TcCLB.510321.20,849,42,14,0.433,0.475
TcCLB.510323.10,558,121,25,0.382,0.545
TcCLB.510323.110,40,2,1,0.525,0.6
TcCLB.510323.120,1089,20,10,0.444,0.545
TcCLB.510323.20,189,7,2,0.265,0.54
TcCLB.510323.30,314,384,244,0.373,0.576
TcCLB.510323.4,NA,0,NA,NA,NA
TcCLB.510323.40,76,232,173,0.5,0.447
TcCLB.510323.50,144,1,1,0.41,0.451
TcCLB.510323.60,481,34,14,0.428,0.543
TcCLB.510323.70,36,8,3,0.194,0.75
TcCLB.510323.80,185,8,6,0.405,0.481
TcCLB.510323.90,170,10,6,0.441,0.353
TcCLB.510325.10,490,28,15,0.386,0.516
TcCLB.510325.20,1509,109,31,0.308,0.547
TcCLB.510325.40,183,6,2,0.383,0.546
TcCLB.510325.45,65,16,7,0.446,0.646
TcCLB.510325.50,264,7,4,0.405,0.451
TcCLB.510325.60,171,10,4,0.386,0.673
TcCLB.510325.69,NA,0,NA,NA,NA
TcCLB.510341.10,55,8,4,0.4,0.582
TcCLB.510341.4,NA,0,NA,NA,NA
TcCLB.510343.10,127,3,1,0.441,0.598
TcCLB.510343.15,NA,0,NA,0.459,0.656
TcCLB.510343.5,NA,0,NA,0.553,0.512
TcCLB.510345.20,30,7,2,0.3,0.533
TcCLB.510345.30,26,8,4,0.5,0.346
TcCLB.510345.40,194,1,1,0.464,0.423
TcCLB.510345.50,107,6,3,0.393,0.561
TcCLB.510345.9,NA,0,NA,NA,NA
TcCLB.510347.10,6,4,2,0.333,0.5
TcCLB.510347.20,301,229,178,0.409,0.455
TcCLB.510347.29,805,27,5,0.439,0.434
TcCLB.510347.40,23,169,163,0.478,0.217
TcCLB.510347.5,NA,0,NA,0.712,0.394
TcCLB.510347.50,160,337,126,0.412,0.262
TcCLB.510347.60,363,3,1,0.402,0.606
TcCLB.510349.10,NA,0,NA,NA,NA
TcCLB.510349.20,NA,0,NA,0.433,0.507
TcCLB.510349.30,19,94,81,0.632,0.474
TcCLB.510349.40,726,2,1,0.371,0.482
TcCLB.510349.50,270,5,3,0.289,0.444
TcCLB.510349.60,38,5,3,0.184,0.605
TcCLB.510349.64,122,2,1,0.311,0.516
TcCLB.510349.70,146,1,1,0.445,0.575
TcCLB.510349.80,NA,0,NA,0.444,0.637
TcCLB.510349.90,84,4,3,0.405,0.702
TcCLB.510351.100,370,17,9,0.373,0.484
TcCLB.510351.11,145,743,136,0.572,0.407
TcCLB.510351.110,50,18,6,0.32,0.4
TcCLB.510351.120,496,3,2,0.375,0.496
TcCLB.510351.130,131,22,9,0.504,0.519
TcCLB.510351.140,13,28,23,0.231,0.462
TcCLB.510351.150,130,59,25,0.377,0.485
TcCLB.510351.20,145,754,136,0.572,0.407
TcCLB.510351.31,145,1415,417,0.579,0.407
TcCLB.510351.40,565,89,22,0.427,0.462
TcCLB.510351.50,236,173,160,0.521,0.534
TcCLB.510351.60,43,5,2,0.535,0.465
TcCLB.510351.70,120,124,92,0.367,0.233
TcCLB.510351.80,155,10,3,0.426,0.348
TcCLB.510351.90,19,118,96,0.632,0.632
TcCLB.510353.10,NA,0,NA,NA,NA
TcCLB.510353.20,89,6,4,0.539,0.416
TcCLB.510353.30,176,181,45,0.369,0.307
TcCLB.510365.10,NA,0,NA,0.435,0.482
TcCLB.510367.10,NA,0,NA,0.422,0.515
