gene_id	gene_name	enc	cai
Tb927.8.2600	hypothetical protein, conserved	56.341	0.684
Tb927.8.2610	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase, putative	57.995	0.67
Tb927.8.2620	hypothetical protein, conserved	59.59	0.644
Tb927.8.2630	kinesin, putative	55.369	0.67
Tb927.8.2640	ubiquitin-activating enzyme E1, putative (UBA1)	57.633	0.695
Tb927.8.2650	metallo-beta-lactamase-like protein, putative	58.535	0.685
Tb927.8.2660	hypothetical protein, conserved	59.656	0.656
Tb927.8.2670	hypothetical protein, conserved	60.214	0.624
Tb927.8.2680	hypothetical protein, conserved	58.34	0.638
Tb927.8.2690	hypothetical protein, conserved	59.439	0.658
Tb927.8.2700	hypothetical protein, conserved	61.0	0.665
Tb927.8.2710	hypothetical protein, conserved	58.236	0.684
Tb927.8.2720	hypothetical protein, conserved	58.496	0.675
Tb927.8.2730	hypothetical protein, conserved	60.93	0.621
Tb927.8.2740	mitochondrial RNA binding protein (TbRBP38)	53.97	0.703
Tb927.8.2750	hypothetical protein, conserved	59.811	0.676
Tb927.8.2760	hypothetical protein, conserved	55.794	0.683
Tb927.8.2770	insulin receptor,Ryanodine receptor	58.352	0.674
Tb927.8.2780	RNA-binding protein RBP10, putative (RBP10)	54.47	0.686
Tb927.8.280	variant surface glycoprotein (VSG), putative	51.11	0.596
Tb927.8.2800	hypothetical protein, conserved	59.025	0.656
Tb927.8.2810	5'-3' exonuclease XRNC, putative,exoribonuclease 2, putative (XRNC)	58.119	0.671
Tb927.8.2820	hypothetical protein, conserved	46.609	0.722
Tb927.8.2830	hypothetical protein, conserved	48.264	0.613
Tb927.8.2840	hypothetical protein, conserved	59.028	0.679
Tb927.8.2850	Poly(A)-specific ribonuclease PARN-1	58.252	0.664
Tb927.8.2860	hypothetical protein, conserved	60.086	0.631
Tb927.8.2870	hypothetical protein, conserved	58.093	0.605
Tb927.8.2880	hypothetical protein, conserved	59.873	0.63
Tb927.8.2890	hypothetical protein, conserved	58.951	0.62
Tb927.8.2900	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (pseudogene), putative,mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, fragment	57.042	0.69
Tb927.8.2910	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	58.543	0.673
Tb927.8.2920	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	56.441	0.681
Tb927.8.2930	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	57.52	0.677
Tb927.8.2940	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	56.496	0.664
Tb927.8.2950	hypothetical protein, conserved	56.532	0.675
Tb927.8.2960	HUS1 protein (HUS1)	58.768	0.656
Tb927.8.2970	hypothetical protein, conserved	58.173	0.71
Tb927.8.2980	Bis(5'-adenosyl)-triphosphatase, putative	58.679	0.674
Tb927.8.2990	hypothetical protein, conserved	57.591	0.678
Tb927.8.3000	hypothetical protein, conserved	58.826	0.639
Tb927.8.3010	hypothetical protein, conserved	57.649	0.633
Tb927.8.3020	hypothetical protein, conserved	59.365	0.678
Tb927.8.3040	hypothetical protein, conserved	54.881	0.729
Tb927.8.3050	hypothetical protein, conserved	55.365	0.728
Tb927.8.3060	cytosolic leucyl aminopeptidase, putative,metallo-peptidase, Clan MF, Family M17	55.256	0.687
Tb927.8.3080	hypothetical protein, conserved	54.909	0.706
Tb927.8.3100	coronin, putative (CRN12)	54.474	0.73
Tb927.8.3110	hypothetical protein, conserved	58.344	0.704
Tb927.8.3130	S-adenosyl-methyltransferase mraW-like protein, putative	57.29	0.697
Tb927.8.3140	NAD dependent deacetylase, putative,SIR2-like protein 4, putative,NAD-dependent deacetylase sirtuin 4, putative	53.568	0.705
Tb927.8.3150	T-complex protein 1, gamma subunit, putative (TCP-1-gamma)	50.695	0.781
Tb927.8.3170	hypothetical protein, conserved	55.149	0.702
Tb927.8.3180	hypothetical protein, conserved	59.244	0.663
Tb927.8.3190	hypothetical protein, conserved	57.002	0.649
Tb927.8.3200	hypothetical protein, conserved	57.683	0.685
Tb927.8.3220	exonuclease, putative	58.929	0.668
Tb927.8.3230	hypothetical protein, conserved	57.609	0.659
Tb927.8.3240	lathosterol oxidase, putative	54.832	0.75
Tb927.8.3250	dynein heavy chain, putative	54.127	0.729
Tb927.8.3270	hypothetical protein	61.0	0.59
Tb927.8.3280	hypothetical protein, conserved	60.176	0.691
Tb927.8.3290	DNA polymerase zeta catalytic subunit, putative	58.355	0.66
Tb927.8.330	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, point mutation	53.551	0.62
Tb927.8.3300	hypothetical protein, conserved	59.686	0.671
Tb927.8.3310	Elongator-like Protein 3b	56.651	0.681
Tb927.8.3320	hypothetical protein, conserved	57.656	0.67
Tb927.8.3330	mitochondrial carrier protein (MCP18)	58.784	0.657
Tb927.8.3340	hypothetical protein, conserved	61.0	0.689
Tb927.8.3350	DNA polymerase theta (helicase domain only), putative	57.437	0.676
Tb927.8.3370	Ran-binding protein, putative	57.15	0.647
Tb927.8.3380	electron transfer protein, putative	57.646	0.7
Tb927.8.3390	hypothetical protein, conserved	54.81	0.639
Tb927.8.3400	palmitoyl acyltransferase 12, putative	61.0	0.693
Tb927.8.3410	hypothetical protein, conserved	56.699	0.669
Tb927.8.3420	hypothetical protein, conserved	61.0	0.638
Tb927.8.3430	hypothetical protein, conserved	58.254	0.682
Tb927.8.3460	hypothetical protein, conserved	61.0	0.664
Tb927.8.3470	hypothetical protein, conserved	61.0	0.684
Tb927.8.3480	hypothetical protein, conserved	59.603	0.637
Tb927.8.3490	hypothetical protein, conserved	58.755	0.661
Tb927.8.350	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, point mutation	52.623	0.607
Tb927.8.3500	hypothetical protein, conserved	59.255	0.659
Tb927.8.3510	thymidylate kinase, putative	60.088	0.652
Tb927.8.3520	hypothetical protein, conserved	61.0	0.623
Tb927.8.3530	glycerol-3-phosphate dehydrogenase [NAD ], glycosomal	45.812	0.814
Tb927.8.3540	hypothetical protein, conserved	58.479	0.653
Tb927.8.3550	mitogen-activated protein kinase 3, putative	54.904	0.663
Tb927.8.3570	hypothetical protein, conserved	57.979	0.642
Tb927.8.3580	ATP-dependent chaperone, putative,mitochondrial chaperone BCS1, putative	55.7	0.704
Tb927.8.3590	hypothetical protein, conserved	58.336	0.655
Tb927.8.3610	hypothetical protein, conserved	60.947	0.644
Tb927.8.3620	folate transporter, putative,expression site-associated gene 10 (ESAG10) protein, putative	57.472	0.706
Tb927.8.3630	folate transporter, putative,expression site-associated gene 10 (ESAG10) protein, putative	57.954	0.695
Tb927.8.3640	hypothetical protein, conserved	60.133	0.655
Tb927.8.3650	folate transporter, putative,expression site-associated gene 10 (ESAG10) protein, putative	57.581	0.699
Tb927.8.3660	protein transport protein SEC23 (SEC23.1)	57.787	0.694
Tb927.8.3680	hypothetical protein, conserved	60.996	0.637
Tb927.8.3690	isocitrate dehydrogenase [NADP], mitochondrial precursor, putative (IDH)	54.857	0.693
Tb927.8.3700	hypothetical protein, conserved	58.169	0.62
Tb927.8.3710	hypothetical protein, conserved	59.893	0.655
Tb927.8.3720	hypothetical protein, conserved	58.608	0.662
Tb927.8.3740	hypothetical protein, conserved	57.582	0.669
Tb927.8.3750	nucleolar protein, putative	53.217	0.733
Tb927.8.3770	mitogen-activated protein kinase, putative (MPK10)	54.668	0.707
Tb927.8.3790	paraflagellar rod component, putative (PFC2)	59.333	0.66
Tb927.8.380	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, degenerate	52.46	0.632
Tb927.8.3800	nucleoside phosphatase, putative,guanosine diphosphatase, putative	58.643	0.675
Tb927.8.3810	hypothetical protein, conserved	59.525	0.671
Tb927.8.3820	hypothetical protein, conserved	59.085	0.739
Tb927.8.3830	ATP-dependent DEAD/H RNA helicase, putative,mitochondrial	56.763	0.655
Tb927.8.3840	hypothetical protein, conserved	58.722	0.662
Tb927.8.3850	hypothetical protein, conserved	58.097	0.703
Tb927.8.3860	WD-repeat containing protein	57.611	0.695
Tb927.8.3870	hypothetical protein, conserved	46.967	0.668
Tb927.8.3880	hypothetical protein, conserved	55.204	0.645
Tb927.8.3890	hypothetical protein, conserved	53.888	0.649
Tb927.8.3900	hypothetical protein, conserved	52.084	0.652
Tb927.8.3910	thymidylate kinase, putative	60.204	0.653
Tb927.8.3920	hypothetical protein, conserved	58.948	0.659
Tb927.8.3930	hypothetical protein, conserved	59.473	0.657
Tb927.8.3940	hypothetical protein, conserved	61.0	0.662
Tb927.8.3950	hypothetical protein, conserved	56.826	0.651
Tb927.8.3960	hypothetical protein, conserved	59.327	0.688
Tb927.8.3970	oxidoreductase, putative	57.298	0.667
Tb927.8.3980	hypothetical protein, conserved	60.077	0.644
Tb927.8.3990	hypothetical protein, conserved	57.01	0.637
Tb927.8.4000	hypothetical protein, conserved	58.869	0.664
Tb927.8.4010	flagellum-adhesion glycoprotein (fla1)	58.657	0.692
Tb927.8.4020	zinc finger protein family member, putative (ZC3H24)	58.161	0.691
Tb927.8.4030	class I transcription factor A, subunit 5a (CITFA-5a)	61.0	0.663
Tb927.8.4040	endonuclease G, putative	59.632	0.68
Tb927.8.4050	hypothetical protein, conserved	56.274	0.716
Tb927.8.4060	flagellum-adhesion glycoprotein, putative	57.913	0.675
Tb927.8.4070	zinc finger protein family member, putative (ZC3H25)	58.352	0.692
Tb927.8.4080	hypothetical protein, conserved	61.0	0.663
Tb927.8.4090	endonuclease G, putative	59.761	0.679
Tb927.8.4100	hypothetical protein, conserved	56.274	0.716
Tb927.8.4110	flagellum-adhesion glycoprotein, putative	58.39	0.673
Tb927.8.4120	zinc finger protein family member, putative (ZC3H26)	58.352	0.692
Tb927.8.4130	class I transcription factor A, subunit 5b (CITFA-5b)	61.0	0.63
Tb927.8.4140	hypothetical protein, conserved	57.987	0.632
Tb927.8.4150	hypothetical protein, conserved	61.0	0.675
Tb927.8.4160	hypothetical protein, conserved	59.841	0.67
Tb927.8.4170	RNA-binding protein, putative (MRD1)	60.567	0.649
Tb927.8.4180	tRNA-specific adenosine deaminase (ADAT2)	58.64	0.629
Tb927.8.4190	hypothetical protein, conserved	59.708	0.595
Tb927.8.4200	hypothetical protein, conserved	59.158	0.632
Tb927.8.4210	hypothetical protein, conserved	58.098	0.686
Tb927.8.4220	hypothetical protein, conserved	61.0	0.69
Tb927.8.4230	hypothetical protein, conserved	60.028	0.641
Tb927.8.4240	hypothetical protein, conserved	58.159	0.67
Tb927.8.4250	hypothetical protein, conserved	60.423	0.685
Tb927.8.4260	protein kinase, putative	58.803	0.62
Tb927.8.4270	hypothetical protein, conserved	58.931	0.654
Tb927.8.4310	hypothetical protein, conserved	58.562	0.641
Tb927.8.4320	hypothetical protein, conserved	58.349	0.621
Tb927.8.4330	small GTP-binding protein Rab11 (RAB11)	54.797	0.762
Tb927.8.4340	hypothetical protein, conserved	60.626	0.69
Tb927.8.4350	hypothetical protein, conserved	58.84	0.645
Tb927.8.4360	hypothetical protein, conserved	59.867	0.641
Tb927.8.4370	hypothetical protein, conserved	56.919	0.673
Tb927.8.4390	guanine nucleotide exchange factor subunit GCD7,translation initiation factor 2b, delta subunit, putative,eIF-2B GDP-GTP exchange factor, putative (GCD7)	57.594	0.682
Tb927.8.4400	hypothetical protein, conserved	56.696	0.647
Tb927.8.4410	ARP2/3 complex subunit, putative	58.402	0.686
Tb927.8.4430	uridine phosphorylase	51.852	0.732
Tb927.8.4440	mitochondrial carrier protein (MCP19)	59.122	0.689
Tb927.8.4450	RNA-binding protein, putative (RBP11)	56.734	0.663
Tb927.8.4460	hypothetical protein, conserved	59.008	0.658
Tb927.8.4470	chaperone protein DNAj, putative	61.0	0.62
Tb927.8.4480	hypothetical protein, conserved	58.174	0.651
Tb927.8.4490	hypothetical protein	57.63	0.636
Tb927.8.4500	eukaryotic translation initation factor 4 gamma, putative	57.477	0.7
Tb927.8.4510	hypothetical protein, conserved	58.395	0.682
Tb927.8.4530	hypothetical protein, conserved	56.509	0.667
Tb927.8.4540	PAB1-binding protein , putative	58.458	0.721
Tb927.8.4560	hypothetical protein, conserved	58.183	0.685
Tb927.8.4570	hypothetical protein, conserved	57.931	0.661
Tb927.8.4580	hypothetical protein, conserved	49.583	0.692
Tb927.8.4590	hypothetical protein, conserved	57.162	0.66
Tb927.8.460	variant surface glycoprotein (VSG, atypical), putative	51.085	0.596
Tb927.8.4600	hypothetical protein, conserved	61.0	0.667
Tb927.8.4610	small GTP-binding protein Rab1 (Trab1)	61.0	0.69
Tb927.8.4620	small GTP-binding protein Rab7, putative (Trab7)	60.951	0.662
Tb927.8.4640	flagellar protofilament ribbon protein, putative	57.556	0.712
Tb927.8.4660	hypothetical protein, conserved	57.498	0.675
Tb927.8.4670	hypothetical protein, conserved	61.0	0.629
Tb927.8.4680	hypothetical protein, conserved	61.0	0.639
Tb927.8.4700	amino acid transporter, putative (AATP6)	55.305	0.709
Tb927.8.4710	amino acid transporter, putative	57.434	0.718
Tb927.8.4720	amino acid transporter, putative	58.788	0.716
Tb927.8.4730	amino acid transporter, putative	57.434	0.718
Tb927.8.4740	amino acid transporter, putative	58.468	0.717
Tb927.8.4760	hypothetical protein, conserved	53.186	0.61
Tb927.8.4770	small GTP-binding protein Rab18 (TbRAB18)	51.671	0.702
Tb927.8.4780	hypothetical protein, conserved	57.361	0.678
Tb927.8.4790	hypothetical protein, conserved	60.112	0.688
Tb927.8.480	phosphatidic acid phosphatase protein, putative	59.832	0.658
Tb927.8.4800	hypothetical protein, conserved	58.867	0.684
Tb927.8.4810	prohibitin 1 (PHB1)	59.722	0.69
Tb927.8.4820	eukaryotic translation initation factor 4 gamma, putative	58.939	0.685
Tb927.8.4830	U1 small nuclear ribonucleoprotein, putative (RBP24 U170K)	51.305	0.666
Tb927.8.4840	kinesin, putative	58.943	0.667
Tb927.8.4850	hypothetical protein, conserved	56.839	0.688
Tb927.8.4860	hypothetical protein, conserved	58.915	0.675
Tb927.8.4870	DIGIT	58.328	0.668
Tb927.8.4880	DNA polymerase alpha catalytic subunit,DNA polymerase I	59.416	0.65
Tb927.8.4890	endoplasmic reticulum oxidoreductin, putative,pol-associated gene 1	59.448	0.648
Tb927.8.490	hypothetical protein	55.546	0.553
Tb927.8.4900	hypothetical protein, conserved	58.337	0.618
Tb927.8.4920	hypothetical protein, conserved	57.877	0.701
Tb927.8.4930	hypothetical protein, conserved	59.847	0.672
Tb927.8.4940	hypothetical protein, conserved	61.0	0.657
Tb927.8.4950	kinesin, putative	51.741	0.663
Tb927.8.4960	hypothetical protein, conserved	59.57	0.649
Tb927.8.4970	PFR2 (PFR2)	48.007	0.814
Tb927.8.4980	69 kDa paraflagellar rod protein,PFR2 (PFR-B)	48.007	0.814
Tb927.8.4990	69 kDa paraflagellar rod protein,PFR2 (PFR-B)	48.007	0.814
Tb927.8.500	hypothetical protein	57.409	0.579
Tb927.8.5000	69 kDa paraflagellar rod protein,PFR2 (PFR-B)	48.007	0.814
Tb927.8.5010	69 kDa paraflagellar rod protein,PFR2 (PFR2)	48.007	0.814
Tb927.8.5020	hypothetical protein, conserved	61.0	0.678
Tb927.8.5040	hypothetical protein, conserved	53.965	0.735
Tb927.8.5050	hypothetical protein, conserved	58.513	0.662
Tb927.8.5080	hypothetical protein, conserved	55.264	0.726
Tb927.8.5090	DNA-directed RNA polymerase I largest subunit (RPA190)	57.767	0.688
Tb927.8.510	hypothetical protein	56.951	0.588
Tb927.8.5100	hypothetical protein, conserved	58.339	0.666
Tb927.8.5110	hypothetical protein, conserved	59.437	0.674
Tb927.8.5130	hypothetical protein, conserved	58.161	0.668
Tb927.8.5140	diacylglycerol kinase, putative	57.146	0.659
Tb927.8.5160	hypothetical protein, conserved	59.081	0.658
Tb927.8.5170	hypothetical protein, conserved	57.884	0.663
Tb927.8.5190	hypothetical protein, conserved	58.405	0.674
Tb927.8.5200	hypothetical protein, conserved	57.124	0.676
Tb927.8.5210	cullin, putative	58.82	0.655
Tb927.8.5220	hypothetical protein, conserved	59.986	0.65
Tb927.8.5230	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative,PPIase, putative,rotamase, putative,cyclophilin, putative (PPIase)	58.0	0.686
Tb927.8.5240	hypothetical protein, conserved	59.419	0.676
Tb927.8.5250	coatomer delta subunit, putative,delta-COP, putative,delta-coat protein, putative	55.881	0.709
Tb927.8.5270	hypothetical protein, conserved	57.985	0.719
Tb927.8.5280	hypothetical protein, conserved	57.637	0.649
Tb927.8.5290	hypothetical protein, conserved	56.132	0.715
Tb927.8.530	leucine-rich repeat protein (LRRP, pseudogene), putative,leucine-rich repeat protein (LRRP), point mutation	50.061	0.584
Tb927.8.5300	hypothetical protein, conserved	58.042	0.662
Tb927.8.5310	hypothetical protein, conserved	57.179	0.691
Tb927.8.5330	tyrosyl/methionyl-tRNA synthetase, putative	56.975	0.707
Tb927.8.5370	hypothetical protein, conserved	57.631	0.661
Tb927.8.5390	cell division control protein 2 homolog 4 (CRK4)	60.485	0.648
Tb927.8.540	hypothetical protein, conserved	58.883	0.644
Tb927.8.5400	hypothetical protein, conserved	57.449	0.619
Tb927.8.5410	hypothetical protein, conserved	60.655	0.618
Tb927.8.5420	hypothetical protein, conserved	60.494	0.633
Tb927.8.5430	hypothetical protein, conserved	56.963	0.586
Tb927.8.5440	flagellar calcium-binding protein,24 kDa calflagin,24 kDa calcimedin (Tb-24)	55.925	0.738
Tb927.8.5450	amino acid permease, putative (AAT6)	59.745	0.705
Tb927.8.5460	flagellar calcium-binding protein,44 kDa calflagin,44 kDa calcimedin (Tb-44)	48.606	0.736
Tb927.8.5465	flagellar calcium-binding protein,24 kDa calflagin,24 kDa calcimedin (Tb-24)	54.129	0.732
Tb927.8.5470	flagellar calcium-binding protein,17 kDa calflagin,17 kDa calcimedin (Tb-17)	53.319	0.726
Tb927.8.5480	hypothetical protein, conserved	58.822	0.651
Tb927.8.5490	hypothetical protein, conserved	58.279	0.665
Tb927.8.5500	protein kinase, putative	58.708	0.672
Tb927.8.5510	apurinic/apyrimidinic endonuclease, putative	60.555	0.694
Tb927.8.5530	Mov34/MPN/PAD-1 metallopeptidase, putative,metallopeptidase, putative	57.069	0.662
Tb927.8.5540	hypothetical protein, conserved	55.485	0.673
Tb927.8.5560	hypothetical protein, conserved	58.232	0.674
Tb927.8.5570	transporter, putative	58.576	0.674
Tb927.8.5580	hypothetical protein, conserved	59.154	0.666
Tb927.8.5590	hypothetical protein, conserved	57.237	0.649
Tb927.8.560	hypothetical protein, conserved	58.914	0.671
Tb927.8.5600	transaldolase, putative	55.933	0.687
Tb927.8.5610	hypothetical protein, conserved	59.368	0.656
Tb927.8.5620	ubiquitin carboxyl-terminal hydrolase, putative	60.13	0.662
Tb927.8.5630	dihydroorotase, putative	54.011	0.699
Tb927.8.5640	hypothetical protein, conserved	56.573	0.725
Tb927.8.5650	hypothetical protein, conserved	59.22	0.657
Tb927.8.5660	hypothetical protein, conserved	53.048	0.718
Tb927.8.5680	hypothetical protein, conserved	56.91	0.67
Tb927.8.5690	KREPB8 (KREPB8)	60.992	0.682
Tb927.8.570	proteasome regulatory non-ATP-ase subunit 10	61.0	0.656
Tb927.8.5700	hypothetical protein, conserved	61.0	0.645
Tb927.8.5710	recombination initiation protein NBS1, putative	58.836	0.625
Tb927.8.5720	hypothetical protein, conserved	59.247	0.675
Tb927.8.5730	protein kinase, putative	55.212	0.719
Tb927.8.5740	proteasome 26S non-ATPase subunit 9, putative	59.602	0.649
Tb927.8.5750	hypothetical protein, conserved	58.891	0.673
Tb927.8.5760	hypothetical protein, conserved	55.549	0.715
Tb927.8.5770	Elongator-like Protein 3a	57.363	0.68
Tb927.8.580	hypothetical protein, conserved	56.361	0.673
Tb927.8.5810	mitochondrial carrier protein (MCP24)	61.0	0.665
Tb927.8.5820	hypothetical protein, conserved	57.948	0.642
Tb927.8.5830	hypothetical protein, conserved	59.308	0.695
Tb927.8.5850	hypothetical protein, conserved	58.991	0.658
Tb927.8.5860	50S ribosomal protein L17, putative	49.38	0.736
Tb927.8.5890	hypothetical protein, conserved	61.0	0.657
Tb927.8.590	carnitine O-palmitoyltransferase, putative	59.398	0.657
Tb927.8.5910	hypothetical protein	60.91	0.639
Tb927.8.5920	hypothetical protein	56.329	0.7
Tb927.8.5940	hypothetical protein, conserved	59.05	0.585
Tb927.8.5950	protein kinase, putative	61.0	0.635
Tb927.8.5970	cullin, putative	58.694	0.676
Tb927.8.5980	TFIIH basal transcription factor complex helicase subunit, putative,DNA excision repair protein, Transcription factor II H complex, XPD subunit, putative	59.061	0.659
Tb927.8.5990	hypothetical protein, conserved	58.38	0.683
Tb927.8.600	hypothetical protein, conserved	54.644	0.672
Tb927.8.6000	fatty acid desaturase, putative	53.181	0.738
Tb927.8.6020	hypothetical protein, conserved	59.839	0.654
Tb927.8.6040	hypothetical protein, conserved	61.0	0.695
Tb927.8.6050	hypothetical protein, conserved	59.721	0.652
Tb927.8.6060	2-amino-3-ketobutyrate coenzyme A ligase, putative,glycine acetyltransferase, putative	55.194	0.74
Tb927.8.6070	basal body component,ML protein (TBBC)	57.673	0.654
Tb927.8.6080	hypothetical protein, conserved	56.402	0.632
Tb927.8.610	hypothetical protein, conserved	58.026	0.645
Tb927.8.6100	hypothetical protein, conserved	59.073	0.675
Tb927.8.6110	hypothetical protein, conserved	58.055	0.717
Tb927.8.6120	hypothetical protein, conserved	56.168	0.679
Tb927.8.6130	hypothetical protein, conserved	55.629	0.691
Tb927.8.6140	hypothetical protein, conserved	58.288	0.654
Tb927.8.6150	40S ribosomal protein S8, putative	48.124	0.822
Tb927.8.6160	40S ribosomal protein S8, putative	48.063	0.818
Tb927.8.6170	transketolase, putative (TK)	55.403	0.736
Tb927.8.620	KREPA3,RNA-editing complex protein MP42 (KREPA3)	54.912	0.658
Tb927.8.6200	tubulin folding cofactor D, putative	58.305	0.667
Tb927.8.6210	phosphatidylinositol 3-kinase, putative (PI3K)	58.067	0.68
Tb927.8.6220	hypothetical protein, conserved	57.185	0.682
Tb927.8.6230	hypothetical protein, conserved	56.752	0.682
Tb927.8.6240	STOP axonemal protein	54.624	0.728
Tb927.8.6250	hypothetical protein, conserved	58.626	0.628
Tb927.8.6260	hypothetical protein, conserved	59.704	0.645
Tb927.8.6270	hypothetical protein, conserved	59.421	0.639
Tb927.8.6280	hypothetical protein, conserved	61.0	0.678
Tb927.8.6290	hypothetical protein, conserved	57.77	0.674
Tb927.8.630	lipoate-protein ligase, putative,lipoyl ligase, putative,lipoyltransferase, putative,lipoate biosynthesis protein, putative	58.134	0.67
Tb927.8.6300	hypothetical protein, conserved	56.342	0.672
Tb927.8.6320	hypothetical protein, conserved	55.36	0.661
Tb927.8.6330	hypothetical protein, conserved	58.419	0.699
Tb927.8.6340	CYC2-like cyclin, putative (CYC10)	61.0	0.655
Tb927.8.6350	CYC2-like cyclin, putative (CYC11)	58.936	0.67
Tb927.8.6360	hypothetical protein, conserved	58.005	0.668
Tb927.8.6370	hypothetical protein, conserved	56.357	0.62
Tb927.8.6380	hypothetical protein, conserved	53.168	0.659
Tb927.8.6390	lysophospholipase, putative,alpha/beta hydrolase, putative (TbLysoPLA)	57.402	0.698
Tb927.8.6400	hypothetical protein, conserved	57.346	0.675
Tb927.8.6410	short-chain dehydrogenase, putative	53.091	0.678
Tb927.8.6420	beta-ketoacyl-ACP reductase 2 (KAR2)	56.086	0.651
Tb927.8.6470	hypothetical protein, conserved	60.093	0.653
Tb927.8.6480	hypothetical protein, conserved	59.369	0.68
Tb927.8.6490	protein kinase, putative	60.042	0.639
Tb927.8.650	cation-transporting ATPase, putative	57.032	0.687
Tb927.8.6500	cell division cycle protein, putative	55.514	0.71
Tb927.8.6520	hypothetical protein, conserved	58.501	0.688
Tb927.8.6530	hypothetical protein, conserved	59.592	0.674
Tb927.8.6540	TFIIH basal transcription factor subunit (p44)	60.117	0.673
Tb927.8.6550	hypothetical protein, conserved	56.782	0.698
Tb927.8.6560	hypothetical protein, conserved	52.878	0.694
Tb927.8.6570	hypothetical protein, conserved	54.489	0.699
Tb927.8.6580	succinate dehydrogenase flavoprotein, putative	53.129	0.741
Tb927.8.6590	hypothetical protein, conserved	56.259	0.644
Tb927.8.660	hypothetical protein, conserved	55.655	0.645
Tb927.8.6600	hypothetical protein, conserved	58.182	0.663
Tb927.8.6610	hypothetical protein, conserved	59.357	0.642
Tb927.8.6620	hypothetical protein, conserved	60.934	0.655
Tb927.8.6640	hypothetical protein, conserved	59.127	0.664
Tb927.8.6650	RNA-binding protein, putative (DRBD12)	56.733	0.681
Tb927.8.6660	paraflagellar rod component, putative (PFC1)	52.013	0.758
Tb927.8.6670	hypothetical protein, conserved	56.534	0.708
Tb927.8.6690	ATP-dependent DEAD/H DNA helicase recQ, putative	59.409	0.657
Tb927.8.670	hypothetical protein, conserved	60.082	0.655
Tb927.8.6700	hypothetical protein, conserved	56.978	0.682
Tb927.8.6710	hypothetical protein, conserved	55.569	0.674
Tb927.8.6720	hypothetical protein, conserved	53.883	0.654
Tb927.8.6730	hypothetical protein, conserved	58.102	0.656
Tb927.8.6740	DNA repair protein, putative	58.837	0.655
Tb927.8.6770	hypothetical protein, conserved	52.065	0.743
Tb927.8.6780	hypothetical protein, conserved	60.228	0.67
Tb927.8.6790	hypothetical protein, conserved	58.04	0.67
Tb927.8.6800	hypothetical protein, conserved	55.566	0.668
Tb927.8.6810	protein kinase, putative	56.194	0.703
Tb927.8.6820	hypothetical protein, conserved	55.621	0.699
Tb927.8.6830	kinesin, putative	57.5	0.679
Tb927.8.6840	mismatch repair protein MLH1 (MLH1)	54.512	0.711
Tb927.8.6850	hypothetical protein, conserved	60.482	0.674
Tb927.8.6860	hypothetical protein, conserved	58.704	0.668
Tb927.8.6870	hypothetical protein, conserved	57.743	0.626
Tb927.8.6880	translation initiation factor IF-2, putative	59.453	0.634
Tb927.8.6900	hypothetical protein, conserved	51.315	0.602
Tb927.8.6920	hypothetical protein, conserved	60.409	0.654
Tb927.8.6930	serine/threonine-protein kinase NrkA (NRKB)	58.884	0.657
Tb927.8.6940	hypothetical protein, conserved	60.049	0.646
Tb927.8.6960	hypothetical protein, conserved	58.706	0.646
Tb927.8.6970	3-methylcrotonyl-CoA carboxylase alpha subunit, putative	57.12	0.718
Tb927.8.6980	hypothetical protein, conserved	57.966	0.639
Tb927.8.700	DNA repair and recombination helicase protein PIF7 (TbPIF7)	57.985	0.672
Tb927.8.7010	chaperone protein DNAj, putative	56.661	0.678
Tb927.8.7020	peptidase, putative,metallo-peptidase, Clan ME, Family M16	59.455	0.699
Tb927.8.7030	hypothetical protein, conserved	59.911	0.693
Tb927.8.7050	mu-adaptin 4, putative,adaptor complex AP-4 medium subunit, putative	59.168	0.697
Tb927.8.7060	hypothetical protein, conserved	52.388	0.62
Tb927.8.7070	hypothetical protein, conserved	53.609	0.69
Tb927.8.7080	hypothetical protein, conserved	58.892	0.647
Tb927.8.7090	hypothetical protein, conserved	58.771	0.681
Tb927.8.710	RNA-binding protein, putative (DRBD17)	57.053	0.683
Tb927.8.7100	acetyl-CoA carboxylase	55.443	0.703
Tb927.8.7110	serine/threonine-protein kinase a, putative,protein kinase, putative	59.376	0.681
Tb927.8.7120	squalene synthase, putative	56.809	0.702
Tb927.8.7130	hypothetical protein, conserved	58.936	0.646
Tb927.8.7140	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	58.927	0.628
Tb927.8.7150	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	61.0	0.651
Tb927.8.7160	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	59.74	0.652
