gene_id	gene_name	enc	cai
LmjF.34.1670	tuzin-like protein	38.614	0.551
LmjF.34.1690	tuzin-like protein	38.509	0.555
LmjF.34.1700	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1710	tuzin-like protein	38.614	0.551
LmjF.34.1730	tuzin-like protein	38.614	0.551
LmjF.34.1750	tuzin-like protein	38.509	0.555
LmjF.34.1760	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1770	tuzin-like protein	38.614	0.551
LmjF.34.1780	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1790	tuzin-like protein	38.614	0.551
LmjF.34.1800	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1810	tuzin-like protein	38.614	0.551
LmjF.34.1820	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1830	tuzin-like protein	38.614	0.551
LmjF.34.1840	amastin-like surface protein, putative	49.424	0.404
LmjF.34.1850	tuzin-like protein	38.509	0.555
LmjF.34.1860	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1870	tuzin-like protein	38.614	0.551
LmjF.34.1890	tuzin-like protein	38.84	0.552
LmjF.34.1910	tuzin-like protein	38.654	0.552
LmjF.34.1920	amastin-like surface protein, putative	58.123	0.335
LmjF.34.1930	tuzin-like protein	38.593	0.553
LmjF.34.1940	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1950	tuzin-like protein	38.529	0.554
LmjF.34.1970	tuzin-like protein	38.593	0.553
LmjF.34.1980	amastin-like surface protein, putative	56.377	0.371
LmjF.34.1990	hypothetical protein, conserved	49.867	0.425
LmjF.34.2000	pyroglutamyl-peptidase I (C15 family) (PPI)	44.238	0.536
LmjF.34.2020	hypothetical protein, conserved	43.614	0.49
LmjF.34.2030	hypothetical protein, conserved	52.12	0.384
LmjF.34.2040	hypothetical protein, unknown function	48.914	0.417
LmjF.34.2050	ATP-dependent RNA helicase, putative	42.797	0.493
LmjF.34.2060	hypothetical protein, conserved	51.365	0.417
LmjF.34.2070	hypothetical protein, conserved	44.412	0.465
LmjF.34.2080	hypothetical protein, conserved	48.163	0.43
LmjF.34.2090	protein kinase, putative	47.839	0.46
LmjF.34.2100	hypothetical protein, conserved	50.356	0.395
LmjF.34.2110	cardiolipin synthetase, putative	45.811	0.458
LmjF.34.2120	hypothetical protein, conserved	42.351	0.503
LmjF.34.2140	transcriptional regulator, Sir2 family protein, nicotinic acid mononucleotide 5,6-dimethylbenzimidazole (cobb) protein	45.31	0.446
LmjF.34.2150	eukaryotic translation initiation factor 2-alpha kinase precursor, putative	47.374	0.442
LmjF.34.2160	hypothetical protein, conserved	51.885	0.399
LmjF.34.2170	8-oxoguanine DNA glycosylase, putative	49.41	0.404
LmjF.34.2180	hypothetical protein, conserved	47.898	0.435
LmjF.34.2190	dual specificity protein phosphatase, putative	43.184	0.488
LmjF.34.2200	hypothetical protein, conserved	47.405	0.489
LmjF.34.2210	hypothetical protein, unknown function	49.557	0.447
LmjF.34.2220	hypothetical protein, conserved	42.83	0.501
LmjF.34.2240	hypothetical protein, conserved	41.37	0.54
LmjF.34.2250	hypothetical protein, conserved	46.238	0.459
LmjF.34.2260	ATP-dependent RNA helicase-like protein	43.285	0.496
LmjF.34.2270	hypothetical protein, conserved	46.581	0.467
LmjF.34.2280	hypothetical protein, conserved	48.591	0.444
LmjF.34.2290	twinfilin, putative	45.02	0.52
LmjF.34.2300	hypothetical protein, conserved	51.104	0.417
LmjF.34.2340	asparaginyl-tRNA synthetase, putative	42.18	0.531
LmjF.34.2350	hypothetical protein, unknown function	55.124	0.36
LmjF.34.2360	hypothetical protein, conserved	44.749	0.484
LmjF.34.2370	hypothetical protein, conserved	48.608	0.442
LmjF.34.2380	hypothetical protein, unknown function	47.149	0.477
LmjF.34.2400	hypothetical protein, conserved	42.334	0.539
LmjF.34.2410	hypothetical protein, conserved	48.449	0.429
LmjF.34.2420	dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative	40.917	0.525
LmjF.34.2430	DNAj-like protein	43.962	0.511
LmjF.34.2450	hypothetical protein, conserved	45.19	0.478
LmjF.34.2460	hypothetical protein, conserved	46.761	0.466
LmjF.34.2476	hypothetical protein, conserved	52.53	0.353
LmjF.34.2479	hypothetical protein, conserved	56.135	0.366
LmjF.34.2480	hypothetical protein, conserved	44.773	0.499
LmjF.34.2485	hypothetical protein, conserved	52.573	0.376
LmjF.34.2490	hypothetical protein, conserved	47.567	0.473
LmjF.34.2500	protein phosphatase 2C-like protein	48.061	0.455
LmjF.34.2510	protein phosphatase 2C-like protein	51.049	0.41
LmjF.34.2520	hypothetical protein, conserved	46.83	0.463
LmjF.34.2530	hypothetical protein, unknown function	39.955	0.558
LmjF.34.2540	C2 domain containing protein, putative	54.517	0.34
LmjF.34.2550	hypothetical protein, unknown function	53.499	0.374
LmjF.34.2560	hypothetical protein, conserved	36.956	0.613
LmjF.34.2570	hypothetical protein, conserved	40.072	0.562
LmjF.34.2580	hypothetical protein, conserved	38.771	0.61
LmjF.34.2590	adaptor complex subunit medium chain 3, putative	44.045	0.492
LmjF.34.2610	ATP-dependent DNA helicase, putative	41.235	0.58
LmjF.34.2620	RNA helicase, putative	44.732	0.48
LmjF.34.2630	phospholipid-transporting ATPase-like protein	41.029	0.542
LmjF.34.2640	hypothetical protein, unknown function	52.487	0.378
LmjF.34.2650	hypothetical protein, conserved	43.143	0.534
LmjF.34.2660	hypothetical protein, conserved	43.084	0.507
LmjF.34.2670	NADPH-cytochrome p450 reductase-like protein	45.845	0.468
LmjF.34.2680	hypothetical protein, conserved	45.535	0.496
LmjF.34.2690	hypothetical protein, conserved	55.636	0.35
LmjF.34.2700	hypothetical protein, conserved	36.262	0.681
LmjF.34.2710	hypothetical protein, conserved	48.589	0.413
LmjF.34.2720	hypothetical protein, conserved	46.917	0.476
LmjF.34.2730	gpi transamidase component, putative (GPI16)	45.39	0.485
LmjF.34.2750	methyltransferase-like protein	41.654	0.519
LmjF.34.2760	hypothetical protein, conserved	42.63	0.522
LmjF.34.2765	hypothetical protein, conserved	57.118	0.345
LmjF.34.2770	calcineurin-like phosphoesterase-like protein	49.455	0.436
LmjF.34.2790	hypothetical protein, conserved	44.962	0.503
LmjF.34.2800	tuzin, putative	45.137	0.464
LmjF.34.2810	zinc carboxypeptidase, putative	44.925	0.493
LmjF.34.2820	regulatory subunit of protein kinase a-like protein	48.596	0.439
LmjF.34.2840	selenocysteine-specific elongation factor, putative	49.37	0.407
LmjF.34.2850	serine acetyltransferase (SAT)	46.355	0.46
LmjF.34.2870	ribosomal protein L3, putative	28.042	0.819
LmjF.34.2880	ribosomal protein L3, putative	28.042	0.819
LmjF.34.2890	ribosomal protein L3, putative	28.042	0.819
LmjF.34.2900	ribosomal protein L3, putative	28.042	0.819
LmjF.34.2910	hypothetical protein, conserved	47.177	0.462
LmjF.34.2940	hypothetical protein, conserved	53.515	0.388
LmjF.34.2950	hypothetical protein, conserved	47.174	0.465
LmjF.34.2960	hypothetical protein, unknown function	52.581	0.414
LmjF.34.2980	hypothetical protein, conserved	44.748	0.485
LmjF.34.2990	hypothetical protein, unknown function	48.342	0.44
LmjF.34.3000	hypothetical protein, conserved	54.858	0.345
LmjF.34.3010	hypothetical protein, conserved	49.901	0.448
LmjF.34.3020	protein kinase, putative	48.46	0.429
LmjF.34.3030	hypothetical protein, conserved	51.954	0.415
LmjF.34.3040	hypothetical protein, conserved	45.202	0.5
LmjF.34.3060	mitochondrial carrier protein-like protein	51.265	0.415
LmjF.34.3070	hypothetical protein, conserved	47.969	0.449
LmjF.34.3080	exosome subunit rrp6p homologue, putative	45.88	0.486
LmjF.34.3090	phosphatidylinositol-4-phosphate-5-kinase-likep ro tein	47.227	0.455
LmjF.34.3100	hypothetical protein, conserved	43.847	0.486
LmjF.34.3110	hypothetical protein, conserved	53.241	0.384
LmjF.34.3120	lipophosphoglycan biosynthetic protein (lpg2) (LPG2)	43.875	0.509
LmjF.34.3130	hypothetical protein, conserved	51.911	0.422
LmjF.34.3140	hypothetical protein, conserved	47.702	0.485
LmjF.34.3150	hypothetical protein, conserved	51.911	0.36
LmjF.34.3160	hypothetical protein, conserved	47.543	0.429
LmjF.34.3170	hypothetical protein, conserved	52.743	0.371
LmjF.34.3180	hypothetical protein, conserved	53.017	0.362
LmjF.34.3190	hypothetical protein, conserved	45.079	0.465
LmjF.34.3200	hypothetical protein, conserved	48.778	0.434
LmjF.34.3210	hypothetical protein, conserved	48.495	0.443
LmjF.34.3220	aminophospholipid translocase, putative	46.236	0.46
LmjF.34.3230	RNA editing associated helicase 2, putative (REH2)	46.233	0.463
LmjF.34.3240	hypothetical protein, conserved	47.636	0.481
LmjF.34.3250	putative pyruvate/indole-pyruvate carboxylase, putative	40.087	0.536
LmjF.34.3260	hypothetical protein, conserved	49.247	0.405
LmjF.34.3280	hypothetical protein, conserved	41.947	0.516
LmjF.34.3290	hypothetical protein, conserved	52.676	0.394
LmjF.34.3300	hypothetical protein, conserved	51.996	0.386
LmjF.34.3310	hypothetical protein, conserved	48.797	0.421
LmjF.34.3330	cytochrome p450-like protein	39.977	0.554
LmjF.34.3340	hypothetical protein, conserved	52.236	0.383
LmjF.34.3350	ATPase-like protein	48.868	0.398
LmjF.34.3360	hypothetical protein, conserved	50.551	0.41
LmjF.34.3380	aldose 1-epimerase-like protein	40.808	0.562
LmjF.34.3390	hypothetical protein, conserved	48.766	0.412
LmjF.34.3400	hypothetical protein, unknown function	51.368	0.413
LmjF.34.3420	hypothetical protein, conserved	43.745	0.5
LmjF.34.3430	cleavage and polyadenylation specificity factor, putative	37.474	0.609
LmjF.34.3440	DNA topoisomerase IB, large subunit	38.585	0.608
LmjF.34.3450	hypothetical protein, conserved	51.848	0.384
LmjF.34.3460	hypothetical protein, conserved	45.074	0.53
LmjF.34.3470	hypothetical protein, conserved	44.385	0.489
LmjF.34.3480	hypothetical protein, conserved	52.972	0.366
LmjF.34.3490	hypothetical protein, conserved	45.61	0.467
LmjF.34.3500	ruvb-like 1 DNA helicase, putative	39.011	0.548
LmjF.34.3510	hypothetical protein, conserved	47.229	0.457
LmjF.34.3520	peroxisome biosynthesis protein-like protein	37.871	0.553
LmjF.34.3530	hypothetical protein, conserved	55.664	0.314
LmjF.34.3540	hypothetical protein, conserved	53.262	0.385
LmjF.34.3550	hypothetical protein, conserved	54.376	0.407
LmjF.34.3560	hypothetical protein, conserved	49.514	0.418
LmjF.34.3570	hypothetical protein, conserved	54.845	0.347
LmjF.34.3580	hypothetical protein, conserved	50.05	0.398
LmjF.34.3590	phosphatidylinositol 4-kinase, putative	44.544	0.481
LmjF.34.3600	adenosine kinase-like protein	50.119	0.439
LmjF.34.3620	hypothetical protein, conserved	48.84	0.44
LmjF.34.3630	hypothetical protein, conserved	51.529	0.42
LmjF.34.3660	transmembrane/endomembrane-like protein	48.609	0.436
LmjF.34.3670	vacuolar ATP synthase catalytic subunit A, putative	37.091	0.654
LmjF.34.3690	hypothetical protein, conserved	49.637	0.411
LmjF.34.3700	hypothetical protein, conserved	43.708	0.515
LmjF.34.3720	hypothetical protein, conserved	50.055	0.438
LmjF.34.3730	hypothetical protein, conserved	54.222	0.346
LmjF.34.3740	serine palmitoyltransferase-like protein	40.048	0.552
LmjF.34.3745	hypothetical protein	51.151	0.391
LmjF.34.3750	hypothetical protein, conserved	48.85	0.409
LmjF.34.3760	actin-like protein, putative	48.247	0.447
LmjF.34.3770	hypothetical protein, conserved	51.76	0.414
LmjF.34.3780	phosphomannomutase-like protein	41.616	0.527
LmjF.34.3790	hypothetical protein, conserved	44.382	0.499
LmjF.34.3800	hypothetical protein, conserved	43.519	0.46
LmjF.34.3820	hypothetical protein, conserved	43.217	0.52
LmjF.34.3830	hypothetical protein, conserved	51.289	0.356
LmjF.34.3840	hypothetical protein, conserved	52.128	0.442
LmjF.34.3850	aquaporin 2, putative	44.892	0.518
LmjF.34.3870	hypothetical protein, conserved	48.71	0.419
LmjF.34.3880	dynein heavy chain, putative	37.668	0.597
LmjF.34.3890	hypothetical protein, conserved	44.177	0.5
LmjF.34.3900	hypothetical protein, conserved	45.529	0.488
LmjF.34.3920	hypothetical protein, conserved	50.702	0.396
LmjF.34.3930	expression site-associated protein 5 (ESAG5), putative	50.091	0.427
LmjF.34.3940	target of rapamycin kinase (TOR) kinase 3 (TOR3)	39.902	0.545
LmjF.34.3950	hypothetical protein, conserved	51.637	0.343
LmjF.34.3960	hypothetical protein, conserved	45.34	0.48
LmjF.34.3970	adaptor gamma-1 chain, putative	40.888	0.541
LmjF.34.3990	hypothetical protein, conserved	45.631	0.465
LmjF.34.4000	hypothetical protein, conserved	45.839	0.498
LmjF.34.4020	hypothetical protein, conserved	43.467	0.523
LmjF.34.4030	geranylgeranyltransferase, putative	43.28	0.527
LmjF.34.4040	hypothetical protein, conserved	44.843	0.444
LmjF.34.4050	hypothetical protein, conserved	47.002	0.442
LmjF.34.4060	ubiquitin hydrolase, putative	42.821	0.517
LmjF.34.4070	hypothetical protein, conserved	43.562	0.517
LmjF.34.4080	hypothetical protein, conserved	47.141	0.472
LmjF.34.4090	hypothetical protein, conserved	47.896	0.411
LmjF.34.4100	hypothetical protein, conserved	44.495	0.507
LmjF.34.4110	hypothetical protein, conserved	45.645	0.459
LmjF.34.4120	hypothetical protein, conserved	49.422	0.437
LmjF.34.4130	hypothetical protein, conserved	40.84	0.57
LmjF.34.4140	hypothetical protein, conserved	47.523	0.415
LmjF.34.4150	hypothetical protein, conserved	47.152	0.451
LmjF.34.4160	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	39.045	0.572
LmjF.34.4170	hypothetical protein, conserved	51.779	0.423
LmjF.34.4180	hypothetical protein, conserved	42.165	0.516
LmjF.34.4190	protein serine/threonine phosphatase, putativee	46.144	0.447
LmjF.34.4200	hypothetical protein, unknown function	46.529	0.515
LmjF.34.4210	hypothetical protein, conserved	50.457	0.437
LmjF.34.4220	hypothetical protein, conserved	41.224	0.508
LmjF.34.4240	hypothetical protein, conserved	47.319	0.421
LmjF.34.4250	hypothetical protein, conserved	50.084	0.417
LmjF.34.4260	Unc104-like kinesin, putative	44.45	0.49
LmjF.34.4270	hypothetical protein, conserved	47.76	0.495
LmjF.34.4280	hypothetical protein, unknown function	51.732	0.374
LmjF.34.4290	nucleolar protein family a, putative	38.926	0.53
LmjF.34.4300	hypothetical protein, conserved	51.266	0.39
LmjF.34.4310	coatomer alpha subunit, putative	40.951	0.558
LmjF.34.4330	quinonoid dihydropteridine reductase (QDPR-1)	50.634	0.409
LmjF.34.4340	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4360	quinonoid dihydropteridine reductase (QDPR-2)	50.657	0.41
LmjF.34.4370	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4390	quinonoid dihydropteridine reductase (QDPR-3)	50.657	0.41
LmjF.34.4400	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4420	quinonoid dihydropteridine reductase (QDPR-4)	50.657	0.41
LmjF.34.4430	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4450	quinonoid dihydropteridine reductase (QDPR-5)	50.657	0.41
LmjF.34.4460	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4480	quinonoid dihydropteridine reductase (QDPR-6)	50.657	0.41
LmjF.34.4490	20s proteasome beta 7 subunit, (putative)	30.283	0.779
LmjF.34.4510	quinonoid dihydropteridine reductase (QDPR-7)	50.657	0.41
LmjF.34.4520	proteasome beta 7 subunit, putative	30.283	0.779
LmjF.34.4530	phosphatidylinositol 3-kinase (tor2), putative (TOR2)	41.307	0.525
LmjF.34.4550	cell differentiation protein-like protein	43.14	0.522
LmjF.34.4560	RNA-binding protein-like protein	50.522	0.402
LmjF.34.4580	hypothetical protein, conserved	49.893	0.427
LmjF.34.4590	hypothetical protein, conserved	50.472	0.402
LmjF.34.4600	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	43.416	0.472
LmjF.34.4610	hypothetical protein, conserved	47.437	0.426
LmjF.34.4620	hypothetical protein, conserved	42.817	0.52
LmjF.35.0010	phosphoglycan beta 1,3 galactosyltransferase 7 (SCG7)	50.249	0.404
LmjF.35.0020	pyruvate kinase	38.14	0.592
LmjF.35.0030	pyruvate kinase	35.645	0.646
LmjF.35.0040	phosphatidylinositol-specific phospholipase-like protein	47.354	0.45
LmjF.35.0050	2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative	43.791	0.472
LmjF.35.0060	hypothetical protein, conserved	49.5	0.408
LmjF.35.0070	prohibitin, putative	45.319	0.532
LmjF.35.0080	Trk system potassium uptake protein (HKT1)	50.177	0.412
LmjF.35.0090	hypothetical protein, conserved	57.458	0.322
LmjF.35.0100	hypothetical protein, conserved	33.717	0.629
LmjF.35.0120	hypothetical protein, conserved	48.08	0.426
LmjF.35.0150	hypothetical protein, conserved	50.312	0.366
LmjF.35.0160	hypothetical protein, conserved	56.513	0.333
LmjF.35.0170	hypothetical protein, conserved	61.0	0.255
LmjF.35.0180	hypothetical protein, conserved	55.604	0.309
LmjF.35.0190	hypothetical protein, conserved	54.685	0.321
LmjF.35.0200	hypothetical protein, conserved	50.497	0.384
LmjF.35.0220	hypothetical protein, conserved	41.001	0.56
LmjF.35.0230	hypothetical protein, conserved	52.038	0.429
LmjF.35.0250	hypothetical protein, conserved	45.675	0.451
LmjF.35.0260	GTP-ase activating protein, putative	47.169	0.454
LmjF.35.0290	hypothetical protein, conserved	51.913	0.357
LmjF.35.0300	hypothetical protein, conserved	42.835	0.493
LmjF.35.0310	hypothetical protein, conserved	42.127	0.544
LmjF.35.0320	serine palmitoyltransferase, putative	35.581	0.621
LmjF.35.0330	3-keto-dihydrosphingosine reductase	47.287	0.443
LmjF.35.0340	hypothetical protein, conserved	46.689	0.451
LmjF.35.0350	hypothetical protein, conserved	44.61	0.463
LmjF.35.0360	enoyl-CoA hydratase/isomerase family protein, conserved	40.497	0.577
LmjF.35.0370	ATP-dependent DEAD-box RNA helicase, putative	39.385	0.591
LmjF.35.0380	hypothetical protein, conserved	42.91	0.524
LmjF.35.0390	hypothetical protein, conserved	45.764	0.466
LmjF.35.0400	40S ribosomal protein S3A, putative	27.118	0.781
LmjF.35.0410	40S ribosomal protein S3A, putative	27.118	0.781
LmjF.35.0420	40S ribosomal protein S3A, putative	27.118	0.781
LmjF.35.0430	hypothetical protein, conserved	45.113	0.474
LmjF.35.0440	hypothetical protein, unknown function	45.47	0.485
LmjF.35.0450	hypothetical protein, unknown function	47.201	0.448
LmjF.35.0460	hypothetical protein, conserved	40.703	0.534
LmjF.35.0490	hypothetical protein, conserved	44.608	0.489
LmjF.35.0500	proteophosphoglycan ppg3, putative	47.825	0.522
LmjF.35.0520	proteophosphoglycan ppg4	39.915	0.804
LmjF.35.0540	proteophosphoglycan 5	43.471	0.812
LmjF.35.0550	proteophosphoglycan ppg1	46.184	0.634
LmjF.35.0560	phosphatidylinositol-4-phosphate 5-kinase-like, putative	47.366	0.43
LmjF.35.0570	hypothetical protein, conserved	48.76	0.418
LmjF.35.0580	SNF-7-like protein, conserved	33.485	0.669
LmjF.35.0590	hypothetical protein, conserved	53.279	0.376
LmjF.35.0610	hypothetical protein, conserved	48.283	0.428
LmjF.35.0620	hypothetical protein, unknown function	47.357	0.44
LmjF.35.0630	hypothetical protein, conserved	50.036	0.415
LmjF.35.0640	beta-fructofuranosidase-like protein	37.236	0.63
LmjF.35.0660	RING finger protein, conserved	50.063	0.397
LmjF.35.0670	hypothetical protein, conserved	42.795	0.506
LmjF.35.0680	hypothetical protein, conserved	48.578	0.43
LmjF.35.0690	hypothetical protein, conserved	36.363	0.581
LmjF.35.0700	vacuolar ATP synthase subunit d, putative	34.469	0.574
LmjF.35.0710	hypothetical protein, conserved	43.811	0.472
LmjF.35.0720	hypothetical protein, conserved	48.059	0.436
LmjF.35.0730	hypothetical protein, conserved	45.263	0.47
LmjF.35.0740	hypothetical protein, conserved	49.576	0.405
LmjF.35.0750	proteasome activator protein pa26, putative	41.883	0.517
LmjF.35.0760	CBS domain protein, conserved	43.914	0.5
LmjF.35.0770	rRNA dimethyltransferase, putative	48.041	0.425
LmjF.35.0780	hypothetical protein, unknown function	48.607	0.433
LmjF.35.0790	actin-like protein, putative	50.426	0.432
LmjF.35.0800	hypothetical protein, unknown function	50.838	0.405
LmjF.35.0810	hypothetical protein, unknown function	51.651	0.407
LmjF.35.0820	aspartate aminotransferase, putative	35.799	0.587
LmjF.35.0830	NADH-dependent fumarate reductase-like protein	37.648	0.593
LmjF.35.0840	hypothetical protein, conserved	45.249	0.493
LmjF.35.0850	hypothetical protein, conserved	43.259	0.529
LmjF.35.0860	hypothetical protein, conserved	43.705	0.518
LmjF.35.0870	hypothetical protein, conserved	56.475	0.286
LmjF.35.0880	hypothetical protein, conserved	56.613	0.321
LmjF.35.0900	hypothetical protein, conserved	35.442	0.61
LmjF.35.0910	hypothetical protein, conserved	52.191	0.373
LmjF.35.0920	hypothetical protein, conserved	51.605	0.385
LmjF.35.0950	cell cycle sequence binding phosphoprotein (RBP33), putative	38.388	0.606
LmjF.35.0960	hypothetical protein, conserved	48.798	0.418
LmjF.35.0970	aldose 1-epimerase, putative	32.725	0.719
LmjF.35.0980	aldose 1-epimerase-like protein	36.648	0.635
LmjF.35.0990	hypothetical protein, conserved	47.488	0.44
LmjF.35.1000	casein kinase I, putative	41.824	0.513
LmjF.35.1010	casein kinase, putative	34.325	0.673
LmjF.35.1020	hypothetical protein, unknown function	46.297	0.511
LmjF.35.1030	zinc finger protein family member, putative	40.428	0.553
LmjF.35.1040	hypothetical protein, conserved	39.705	0.629
LmjF.35.1050	protein kinase, putative	45.203	0.505
LmjF.35.1060	hypothetical protein, conserved	44.386	0.452
LmjF.35.1080	hypothetical protein, conserved	47.765	0.42
LmjF.35.1090	hypothetical protein, conserved	44.305	0.48
LmjF.35.1100	hypothetical protein, conserved	52.526	0.407
LmjF.35.1110	hypothetical protein, conserved	43.742	0.448
LmjF.35.1120	hypothetical protein, conserved	51.342	0.42
LmjF.35.1130	oligosaccharyl transferase-like protein	38.723	0.599
LmjF.35.1140	oligosaccharyl transferase-like protein	38.18	0.593
LmjF.35.1150	oligosaccharyl transferase-like protein	44.069	0.521
LmjF.35.1160	oligosaccharyl transferase subunit, putative	40.279	0.564
LmjF.35.1170	hypothetical protein, conserved	46.924	0.444
LmjF.35.1180	NADH-dependent fumarate reductase, putative	37.674	0.617
LmjF.35.1190	NADH-dependent fumarate reductase, putative	42.938	0.502
LmjF.35.1200	pre-mRNA splicing factor ATP-dependent RNA helicase, putative	53.228	0.324
LmjF.35.1210	hypothetical protein, conserved	52.352	0.325
LmjF.35.1220	short chain dehydrogenase, putative	45.684	0.489
LmjF.35.1230	short chain dehydrogenase, putative	40.421	0.56
LmjF.35.1240	hypothetical protein, conserved	53.432	0.372
LmjF.35.1250	monothiol glutaredoxin, putative	49.908	0.457
LmjF.35.1260	hypothetical protein, conserved	44.063	0.484
LmjF.35.1270	hypothetical protein, conserved	53.365	0.38
LmjF.35.1280	hypothetical protein, conserved	46.504	0.463
LmjF.35.1290	hypothetical protein, conserved	48.708	0.387
LmjF.35.1320	hypothetical protein, conserved	48.561	0.417
LmjF.35.1330	hypothetical protein, conserved	43.322	0.543
LmjF.35.1350	hypothetical protein, conserved	47.147	0.438
LmjF.35.1355	hypothetical protein	57.07	0.312
LmjF.35.1360	hypothetical protein, unknown function	50.284	0.438
LmjF.35.1380	mitochondrial processing peptidase, beta subunit, putative	33.814	0.703
LmjF.35.1390	hypothetical protein, conserved	46.554	0.467
LmjF.35.1400	RNA binding protein, putative (RBP22)	47.041	0.466
LmjF.35.1410	threonyl-tRNA synthetase, putative	34.268	0.681
LmjF.35.1420	peroxisome targeting signal 1 receptor, putative (PEX5)	42.63	0.571
LmjF.35.1430	60S ribosomal protein L2, putative	28.19	0.828
LmjF.35.1440	60S ribosomal protein L2, putative	28.19	0.828
LmjF.35.1450	hypothetical protein, conserved	51.604	0.391
LmjF.35.1460	hypothetical protein, conserved	43.381	0.52
LmjF.35.1470	choline/ethanolamine kinase, putative	39.108	0.573
LmjF.35.1480	arginase	41.865	0.544
LmjF.35.1510	hypothetical protein, conserved	47.086	0.401
LmjF.35.1520	hypothetical protein, conserved	47.608	0.457
LmjF.35.1530	hypothetical protein, conserved	49.375	0.408
LmjF.35.1540	rieske iron-sulfur protein precursor, putative	33.275	0.683
LmjF.35.1550	hypothetical protein, conserved	49.596	0.413
LmjF.35.1560	hypothetical protein, conserved	50.631	0.408
LmjF.35.1570	hypothetical protein, conserved	46.617	0.528
LmjF.35.1580	metacaspase (MCA5)	46.47	0.449
LmjF.35.1590	hypothetical protein, conserved	48.864	0.437
LmjF.35.1600	hypothetical protein, conserved	44.744	0.489
LmjF.35.1610	hypothetical protein, conserved	48.42	0.435
LmjF.35.1620	hypothetical protein, conserved	43.417	0.491
LmjF.35.1630	hypothetical protein, conserved	52.359	0.406
LmjF.35.1640	hypothetical protein, unknown function	52.696	0.423
LmjF.35.1650	hypothetical protein, conserved	40.677	0.499
LmjF.35.1660	mismatch repair protein PMS1, putative	45.767	0.458
LmjF.35.1680	hypothetical protein, conserved	47.953	0.412
LmjF.35.1690	hypothetical protein, conserved	51.645	0.389
LmjF.35.1700	RNA 3'-terminal phosphate cyclase, putative	43.765	0.504
LmjF.35.1720	cyclophilin 14, putative (CYP14)	45.75	0.472
LmjF.35.1730	casein kinase II, putative	49.563	0.437
LmjF.35.1740	ubiquitin hydrolase, putative	49.071	0.431
LmjF.35.1760	hypothetical protein, conserved	52.452	0.358
LmjF.35.1770	hypothetical protein, conserved	59.281	0.29
LmjF.35.1790	DNA polymerase epsilon subunit b, putative	52.906	0.36
LmjF.35.1800	hypothetical protein, conserved	44.707	0.492
LmjF.35.1810	trypanin-like protein	46.975	0.455
LmjF.35.1820	hypothetical protein, conserved	44.814	0.475
LmjF.35.1830	hypothetical protein, conserved	42.303	0.524
LmjF.35.1850	COP-coated vesicle membrane protein gp25L precursor, putative	45.536	0.503
LmjF.35.1860	protein kinase-like protein	43.349	0.489
LmjF.35.1870	hypothetical protein, conserved	48.121	0.43
LmjF.35.1880	60S ribosomal protein L5, putative	26.968	0.85
LmjF.35.1890	60S ribosomal protein L5, putative	28.29	0.804
LmjF.35.1900	60S ribosomal protein L5, putative	27.282	0.844
LmjF.35.1910	ribosomal protein L15, putative	31.64	0.746
LmjF.35.1930	hypothetical protein, unknown function	49.635	0.422
LmjF.35.1940	hypothetical protein, unknown function	48.368	0.444
LmjF.35.1945	hypothetical protein, conserved	50.9	0.378
LmjF.35.1950	hypothetical protein, conserved	44.289	0.532
LmjF.35.1960	ribosomal protein L32-like protein	42.223	0.529
LmjF.35.1970	hypothetical protein, conserved	42.28	0.484
LmjF.35.1980	hypothetical protein, conserved	39.845	0.564
LmjF.35.1990	hypothetical protein, conserved	45.102	0.461
LmjF.35.2000	hypothetical protein, conserved	49.01	0.429
LmjF.35.2010	40S ribosomal protein S6, putative	32.003	0.755
LmjF.35.2020	hypothetical protein, conserved	40.21	0.576
LmjF.35.2030	hypothetical protein, unknown function	49.213	0.418
LmjF.35.2040	ankyrin repeat protein, putative	44.613	0.469
LmjF.35.2060	hypothetical protein, conserved	44.498	0.468
LmjF.35.2070	hypothetical protein, conserved	49.247	0.453
LmjF.35.2075	hypothetical protein	55.492	0.321
LmjF.35.2080	calcium motive p-type ATPase, putative	38.214	0.585
LmjF.35.2090	kinesin, putative	41.661	0.509
LmjF.35.2100	hypothetical protein, conserved	52.641	0.386
LmjF.35.2110	hypothetical protein, conserved	47.63	0.439
