name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.35.0015,174,3152,1949,524,0.5,0.638
LmjF.35.0020,218,3,1,1,0.486,0.628
LmjF.35.0030,890,183,105,19,0.516,0.584
LmjF.35.0040,620,330,42,39,0.513,0.532
LmjF.35.0050,671,44,10,8,0.541,0.556
LmjF.35.0060,298,4,2,1,0.51,0.597
LmjF.35.0070,429,101,53,18,0.583,0.585
LmjF.35.0080,356,30,7,7,0.545,0.57
LmjF.35.0090,409,63,23,5,0.526,0.509
LmjF.35.0100,470,265,66,54,0.509,0.553
LmjF.35.0110,488,58,19,11,0.535,0.572
LmjF.35.0120,168,7,3,2,0.548,0.577
LmjF.35.0130,140,12,5,3,0.614,0.436
LmjF.35.0140,185,212,50,47,0.573,0.578
LmjF.35.0150,248,30,8,4,0.516,0.56
LmjF.35.0160,357,11,4,3,0.496,0.541
LmjF.35.0170,183,87,75,5,0.41,0.667
LmjF.35.0180,410,28,13,3,0.466,0.549
LmjF.35.0190,918,132,44,8,0.425,0.549
LmjF.35.0200,307,66,33,12,0.547,0.531
LmjF.35.0210,55,73,32,23,0.473,0.291
LmjF.35.0220,332,82,33,29,0.566,0.545
LmjF.35.0230,2470,12,4,2,0.559,0.583
LmjF.35.0240,76,3903,2879,485,0.382,0.487
LmjF.35.0250,66,23,16,3,0.5,0.561
LmjF.35.0260,151,87,28,16,0.576,0.616
LmjF.35.0270,875,189,94,44,0.549,0.493
LmjF.35.0280,544,25,7,2,0.594,0.507
LmjF.35.0290,211,27,10,9,0.616,0.555
LmjF.35.0300,372,70,28,8,0.589,0.618
LmjF.35.0310,337,35,17,7,0.582,0.501
LmjF.35.0320,2514,151,33,29,0.527,0.541
LmjF.35.0330,131,36,28,3,0.557,0.443
LmjF.35.0340,254,40,23,4,0.559,0.469
LmjF.35.0350,338,39,11,7,0.607,0.476
LmjF.35.0360,268,68,22,7,0.642,0.623
LmjF.35.0370,1744,153,25,16,0.572,0.517
LmjF.35.0380,2230,43,6,3,0.56,0.546
LmjF.35.0390,496,42,7,7,0.558,0.577
LmjF.35.0400,546,3341,1794,746,0.593,0.604
LmjF.35.0410,546,3341,1794,746,0.593,0.604
LmjF.35.0420,214,4887,4144,159,0.509,0.621
LmjF.35.0430,237,54,32,6,0.523,0.511
LmjF.35.0440,705,44,27,5,0.587,0.577
LmjF.35.0450,420,18,5,3,0.543,0.583
LmjF.35.0460,1367,51,7,6,0.539,0.654
LmjF.35.0470,NA,0,NA,NA,NA,NA
LmjF.35.0480,1740,206,71,14,0.563,0.58
LmjF.35.0490,190,63,14,9,0.489,0.516
LmjF.35.0500,929,179,140,8,0.572,0.598
LmjF.35.0520,NA,0,NA,NA,NA,NA
LmjF.35.0540,NA,0,NA,NA,NA,NA
LmjF.35.0550,NA,0,NA,NA,NA,NA
LmjF.35.0560,586,58,26,14,0.582,0.677
LmjF.35.0570,1009,62,35,7,0.596,0.522
LmjF.35.0580,1098,103,46,12,0.546,0.546
LmjF.35.0590,238,24,5,4,0.634,0.542
LmjF.35.0600,708,828,387,208,0.542,0.524
LmjF.35.0610,NA,0,NA,NA,NA,NA
LmjF.35.0620,84,51,11,10,0.607,0.512
LmjF.35.0630,1413,217,87,22,0.555,0.594
LmjF.35.0640,1104,18,7,2,0.604,0.518
LmjF.35.0650,38,93,74,5,0.553,0.658
LmjF.35.0660,79,34,19,6,0.709,0.481
LmjF.35.0670,NA,0,NA,NA,NA,NA
LmjF.35.0680,169,18,5,5,0.538,0.408
LmjF.35.0690,160,73,9,7,0.544,0.588
LmjF.35.0700,1040,138,38,37,0.594,0.482
LmjF.35.0710,935,225,53,41,0.555,0.522
LmjF.35.0720,157,15,7,2,0.586,0.465
LmjF.35.0730,238,94,42,20,0.525,0.471
LmjF.35.0740,123,34,17,6,0.472,0.472
LmjF.35.0750,966,100,70,5,0.567,0.543
LmjF.35.0760,852,52,8,8,0.518,0.525
LmjF.35.0770,1026,73,22,16,0.569,0.526
LmjF.35.0780,349,70,32,20,0.556,0.507
LmjF.35.0790,74,118,36,32,0.486,0.459
LmjF.35.0800,367,23,7,4,0.542,0.545
LmjF.35.0810,86,39,14,6,0.547,0.558
LmjF.35.0820,1012,485,115,108,0.501,0.571
LmjF.35.0830,322,83,37,13,0.55,0.581
LmjF.35.0840,406,37,12,6,0.569,0.483
LmjF.35.0850,253,30,12,11,0.601,0.538
LmjF.35.0860,27,7,2,2,0.259,0.519
LmjF.35.0870,63,21,6,6,0.476,0.698
LmjF.35.0880,178,43,24,12,0.466,0.601
LmjF.35.0890,300,59,19,7,0.537,0.457
LmjF.35.0900,681,67,11,6,0.535,0.54
LmjF.35.0910,381,23,8,6,0.507,0.541
LmjF.35.0920,2481,87,35,5,0.574,0.509
LmjF.35.0930,347,33,19,4,0.573,0.527
LmjF.35.0940,75,97,37,17,0.547,0.547
LmjF.35.0950,936,101,22,19,0.536,0.493
LmjF.35.0960,620,33,7,5,0.561,0.577
LmjF.35.0970,2601,86,20,9,0.541,0.546
LmjF.35.0980,2126,63,14,6,0.561,0.54
LmjF.35.0990,150,18,5,3,0.513,0.48
LmjF.35.1000,1594,53,13,7,0.581,0.563
LmjF.35.1010,5332,317,81,49,0.516,0.567
LmjF.35.1020,1861,57,22,6,0.545,0.547
LmjF.35.1030,336,109,32,26,0.509,0.53
LmjF.35.1040,6502,968,250,240,0.505,0.55
LmjF.35.1050,1840,145,28,18,0.52,0.578
LmjF.35.1060,861,44,11,7,0.614,0.516
LmjF.35.1080,754,78,47,11,0.537,0.553
LmjF.35.1090,309,42,9,9,0.553,0.531
LmjF.35.1100,681,27,11,8,0.558,0.54
LmjF.35.1110,1072,953,466,264,0.591,0.541
LmjF.35.1120,2065,249,67,21,0.508,0.543
LmjF.35.1130,7,239,84,41,0.571,0.286
LmjF.35.1140,4424,74,18,6,0.587,0.517
LmjF.35.1150,1157,127,52,13,0.551,0.516
LmjF.35.1160,112,84,53,6,0.554,0.375
LmjF.35.1170,305,25,8,7,0.616,0.534
LmjF.35.1180,309,92,24,9,0.495,0.56
LmjF.35.1190,109,40,9,5,0.55,0.633
LmjF.35.1200,107,47,31,10,0.43,0.551
LmjF.35.1210,180,211,62,42,0.478,0.589
LmjF.35.1220,331,87,48,19,0.52,0.586
LmjF.35.1230,295,99,54,19,0.512,0.631
LmjF.35.1240,327,7,2,1,0.517,0.599
LmjF.35.1250,465,124,30,17,0.574,0.525
LmjF.35.1260,620,47,20,13,0.515,0.539
LmjF.35.1270,392,17,5,2,0.561,0.513
LmjF.35.1280,319,47,13,8,0.539,0.527
LmjF.35.1290,69,98,45,18,0.449,0.623
LmjF.35.1300,2013,221,51,19,0.507,0.504
LmjF.35.1310,577,146,25,21,0.527,0.549
LmjF.35.1320,570,78,55,7,0.523,0.616
LmjF.35.1330,635,13,3,2,0.561,0.543
LmjF.35.1350,174,52,16,10,0.54,0.557
LmjF.35.1355,236,58,19,11,0.542,0.521
LmjF.35.1360,2294,42,11,11,0.575,0.566
LmjF.35.1370,735,202,41,35,0.536,0.547
LmjF.35.1380,2611,463,134,33,0.516,0.557
LmjF.35.1390,1510,80,17,14,0.515,0.564
LmjF.35.1400,316,78,33,11,0.595,0.503
LmjF.35.1410,454,344,77,72,0.542,0.568
LmjF.35.1420,1146,175,30,12,0.58,0.608
LmjF.35.1430,983,139,35,23,0.596,0.502
LmjF.35.1440,265,272,180,31,0.562,0.577
LmjF.35.1450,NA,0,NA,NA,NA,NA
LmjF.35.1460,2925,161,60,17,0.57,0.523
LmjF.35.1470,867,382,62,36,0.548,0.607
LmjF.35.1480,4003,260,45,38,0.515,0.549
LmjF.35.1490,1524,188,27,11,0.572,0.58
LmjF.35.1510,2706,188,78,16,0.537,0.57
LmjF.35.1520,325,65,8,8,0.529,0.477
LmjF.35.1530,95,24,13,5,0.611,0.558
LmjF.35.1540,729,209,71,62,0.545,0.551
LmjF.35.1550,234,31,9,8,0.573,0.538
LmjF.35.1560,78,26,19,3,0.513,0.731
LmjF.35.1570,1174,81,35,33,0.589,0.491
LmjF.35.1580,567,15,3,2,0.566,0.573
LmjF.35.1590,752,48,9,7,0.54,0.512
LmjF.35.1600,390,47,30,3,0.564,0.423
LmjF.35.1610,208,56,30,8,0.582,0.481
LmjF.35.1620,812,13,3,1,0.494,0.58
LmjF.35.1630,1063,42,12,4,0.53,0.567
LmjF.35.1640,392,47,23,13,0.582,0.599
LmjF.35.1650,445,23,8,7,0.539,0.485
LmjF.35.1660,50,65,17,8,0.5,0.46
LmjF.35.1670,168,1083,707,262,0.488,0.589
LmjF.35.1680,504,27,9,7,0.54,0.552
LmjF.35.1690,574,17,3,2,0.542,0.556
LmjF.35.1700,392,13,5,2,0.548,0.538
LmjF.35.1720,1763,36,10,3,0.581,0.53
LmjF.35.1730,919,90,32,13,0.499,0.606
LmjF.35.1740,1545,65,31,7,0.586,0.561
LmjF.35.1750,93,77,34,16,0.484,0.441
LmjF.35.1755,371,75,29,13,0.453,0.58
LmjF.35.1760,93,56,18,14,0.441,0.538
LmjF.35.1770,14,35,12,8,0.286,0.286
LmjF.35.1790,930,21,4,4,0.603,0.501
LmjF.35.1800,491,74,16,11,0.542,0.525
LmjF.35.1810,731,86,14,12,0.544,0.617
LmjF.35.1820,1782,40,12,3,0.522,0.599
LmjF.35.1830,365,70,36,5,0.559,0.567
LmjF.35.1840,528,144,17,13,0.517,0.629
LmjF.35.1850,753,137,63,20,0.563,0.533
LmjF.35.1860,4382,35,7,5,0.523,0.625
LmjF.35.1870,1184,47,19,16,0.578,0.642
LmjF.35.1880,206,176,63,19,0.519,0.583
LmjF.35.1890,307,2029,1766,58,0.534,0.583
LmjF.35.1900,293,871,393,302,0.584,0.57
LmjF.35.1910,278,1560,396,375,0.572,0.532
LmjF.35.1920,66,1439,1108,152,0.47,0.636
LmjF.35.1930,267,43,24,11,0.618,0.588
LmjF.35.1940,282,31,18,6,0.582,0.5
LmjF.35.1945,323,32,16,6,0.613,0.607
LmjF.35.1950,496,69,13,11,0.565,0.472
LmjF.35.1960,1830,75,20,15,0.594,0.498
LmjF.35.1970,350,74,18,12,0.571,0.614
LmjF.35.1980,341,118,49,31,0.592,0.572
LmjF.35.1990,456,30,8,4,0.561,0.529
LmjF.35.2000,1101,41,22,6,0.563,0.569
LmjF.35.2010,87,2241,1213,296,0.563,0.494
LmjF.35.2020,854,44,23,8,0.569,0.536
LmjF.35.2030,349,47,11,6,0.57,0.533
LmjF.35.2040,NA,0,NA,NA,NA,NA
LmjF.35.2050,613,668,311,141,0.589,0.517
LmjF.35.2060,493,35,10,7,0.56,0.548
LmjF.35.2070,1878,39,7,6,0.559,0.562
LmjF.35.2075,3215,93,13,12,0.485,0.616
LmjF.35.2080,2150,116,30,15,0.581,0.565
LmjF.35.2090,3980,416,122,109,0.546,0.53
LmjF.35.2100,987,177,104,7,0.564,0.549
LmjF.35.2110,1194,127,43,10,0.546,0.524
LmjF.35.2120,944,96,70,4,0.567,0.559
LmjF.35.2125,171,33,16,5,0.591,0.48
LmjF.35.2130,2466,65,25,17,0.537,0.518
LmjF.35.2140,241,36,16,12,0.477,0.523
LmjF.35.2150,622,96,31,30,0.497,0.572
LmjF.35.2160,720,154,29,16,0.458,0.562
LmjF.35.2170,526,30,12,7,0.559,0.468
LmjF.35.2180,363,52,15,7,0.562,0.523
LmjF.35.2190,104,1506,633,441,0.471,0.625
LmjF.35.2200,4987,477,91,81,0.501,0.536
LmjF.35.2210,689,636,151,106,0.52,0.517
LmjF.35.2220,707,542,117,105,0.485,0.61
LmjF.35.2230,951,59,10,7,0.565,0.498
LmjF.35.2240,250,39,15,5,0.596,0.464
LmjF.35.2250,NA,0,NA,NA,NA,NA
LmjF.35.2260,1546,92,41,7,0.576,0.492
LmjF.35.2270,1177,53,34,8,0.556,0.565
LmjF.35.2280,421,17,11,2,0.634,0.523
LmjF.35.2290,587,215,179,17,0.552,0.543
LmjF.35.2300,306,53,14,4,0.51,0.51
LmjF.35.2310,324,69,19,7,0.574,0.593
LmjF.35.2320,2428,67,28,21,0.512,0.579
LmjF.35.2330,2227,136,18,15,0.564,0.518
LmjF.35.2340,424,85,61,6,0.561,0.512
LmjF.35.2350,1249,94,27,24,0.53,0.512
LmjF.35.2360,253,44,18,7,0.557,0.447
LmjF.35.2370,247,44,16,12,0.587,0.559
LmjF.35.2380,1112,43,23,4,0.542,0.639
LmjF.35.2390,1200,3,1,1,0.589,0.562
LmjF.35.2400,1004,77,37,26,0.545,0.562
LmjF.35.2410,2321,82,17,11,0.558,0.564
LmjF.35.2420,2511,48,12,5,0.54,0.575
LmjF.35.2430,1078,67,15,13,0.493,0.646
LmjF.35.2440,2515,193,18,14,0.556,0.532
LmjF.35.2450,418,1,1,1,0.543,0.629
LmjF.35.2470,867,38,11,3,0.562,0.532
LmjF.35.2480,323,58,36,18,0.511,0.573
LmjF.35.2490,644,56,26,11,0.557,0.581
LmjF.35.2500,463,38,6,5,0.525,0.555
LmjF.35.2510,94,26,14,7,0.564,0.404
LmjF.35.2520,573,23,7,4,0.569,0.531
LmjF.35.2530,50,53,22,11,0.52,0.38
LmjF.35.2540,2285,58,15,10,0.595,0.516
LmjF.35.2550,319,52,20,9,0.542,0.426
LmjF.35.2560,2245,26,10,3,0.544,0.614
LmjF.35.2570,810,38,27,7,0.567,0.565
LmjF.35.2580,95,29,21,3,0.621,0.442
LmjF.35.2590,277,86,64,16,0.545,0.574
LmjF.35.2600,676,51,44,2,0.558,0.42
LmjF.35.2610,793,9,5,4,0.738,0.515
LmjF.35.2620,167,25,8,7,0.563,0.587
LmjF.35.2630,159,37,14,11,0.56,0.566
LmjF.35.2640,181,33,18,8,0.602,0.635
LmjF.35.2650,238,88,31,30,0.555,0.521
LmjF.35.2660,520,36,35,1,0.56,0.563
LmjF.35.2670,245,41,22,11,0.567,0.478
LmjF.35.2680,2082,83,14,11,0.548,0.585
LmjF.35.2690,1721,54,20,8,0.544,0.54
LmjF.35.2700,382,12,7,1,0.573,0.469
LmjF.35.2710,279,33,25,4,0.591,0.452
LmjF.35.2720,901,79,16,10,0.576,0.59
LmjF.35.2725,2199,65,32,3,0.544,0.526
LmjF.35.2730,1044,113,55,10,0.544,0.512
LmjF.35.2740,1912,143,13,10,0.504,0.593
LmjF.35.2750,1008,35,8,7,0.538,0.536
LmjF.35.2760,1025,12,5,3,0.546,0.546
LmjF.35.2770,109,135,52,27,0.587,0.339
LmjF.35.2780,709,185,110,28,0.604,0.543
LmjF.35.2790,4329,63,19,7,0.517,0.574
LmjF.35.2800,1760,322,173,68,0.574,0.556
LmjF.35.2810,1363,28,13,2,0.641,0.505
LmjF.35.2820,4810,10,2,1,0.546,0.542
LmjF.35.2830,469,63,15,10,0.567,0.557
LmjF.35.2840,163,17,7,4,0.552,0.528
LmjF.35.2850,1484,75,8,7,0.509,0.533
LmjF.35.2860,441,50,26,7,0.553,0.51
LmjF.35.2870,139,53,50,2,0.525,0.511
LmjF.35.2880,252,42,14,8,0.524,0.492
LmjF.35.2890,268,22,9,7,0.608,0.537
LmjF.35.2900,471,51,17,7,0.529,0.567
LmjF.35.2910,302,24,13,3,0.556,0.454
LmjF.35.2920,2495,88,26,13,0.614,0.521
LmjF.35.2930,138,29,23,3,0.457,0.616
LmjF.35.2940,2700,57,10,7,0.547,0.595
LmjF.35.2950,221,47,20,7,0.552,0.507
LmjF.35.2960,885,78,19,18,0.532,0.626
LmjF.35.2970,292,45,14,6,0.551,0.531
LmjF.35.2980,3565,94,22,13,0.583,0.525
LmjF.35.2990,2167,185,51,18,0.538,0.562
LmjF.35.3000,358,48,8,6,0.57,0.472
LmjF.35.3010,2380,130,20,17,0.629,0.508
LmjF.35.3020,744,145,39,15,0.534,0.544
LmjF.35.3030,215,38,12,8,0.581,0.488
LmjF.35.3040,467,55,31,16,0.559,0.595
LmjF.35.3050,261,20,4,3,0.552,0.567
LmjF.35.3060,2457,127,20,10,0.572,0.507
LmjF.35.3070,798,80,19,19,0.574,0.476
LmjF.35.3080,1902,52,12,7,0.566,0.538
LmjF.35.3090,968,9,2,2,0.539,0.565
LmjF.35.3100,1361,1664,176,153,0.506,0.546
LmjF.35.3110,972,48,9,5,0.567,0.471
LmjF.35.3120,2102,28,5,3,0.51,0.637
LmjF.35.3130,244,103,63,12,0.615,0.615
LmjF.35.3140,115,129,32,22,0.496,0.635
LmjF.35.3150,260,45,10,10,0.623,0.512
LmjF.35.3160,221,42,29,3,0.561,0.566
LmjF.35.3170,1871,37,7,5,0.54,0.618
LmjF.35.3180,730,49,15,11,0.527,0.525
LmjF.35.3190,1650,83,11,10,0.504,0.565
LmjF.35.3200,1001,48,31,3,0.522,0.524
LmjF.35.3210,2130,1307,135,118,0.536,0.588
LmjF.35.3220,454,120,27,17,0.537,0.537
LmjF.35.3230,1857,1168,424,165,0.555,0.49
LmjF.35.3240,822,45,17,11,0.55,0.526
LmjF.35.3250,154,41,23,7,0.5,0.513
LmjF.35.3260,81,180,53,38,0.481,0.235
LmjF.35.3270,279,125,69,17,0.584,0.509
LmjF.35.3280,133,1382,347,245,0.451,0.564
LmjF.35.3290,327,1072,441,376,0.52,0.602
LmjF.35.3300,310,114,86,16,0.561,0.581
LmjF.35.3310,1334,141,46,24,0.528,0.55
LmjF.35.3320,584,42,17,11,0.587,0.555
LmjF.35.3330,4922,133,17,15,0.535,0.517
LmjF.35.3340,2862,176,89,11,0.559,0.512
LmjF.35.3350,859,76,18,12,0.562,0.568
LmjF.35.3360,433,50,22,7,0.566,0.533
LmjF.35.3370,811,96,26,12,0.525,0.493
LmjF.35.3380,316,37,15,4,0.589,0.557
LmjF.35.3390,204,8,5,1,0.539,0.534
LmjF.35.3400,229,46,14,12,0.55,0.576
LmjF.35.3410,360,73,45,6,0.536,0.553
LmjF.35.3420,133,79,27,26,0.519,0.398
LmjF.35.3430,474,53,12,9,0.534,0.568
LmjF.35.3440,768,40,18,11,0.529,0.5
LmjF.35.3450,780,11,5,3,0.615,0.513
LmjF.35.3460,128,80,47,10,0.438,0.516
LmjF.35.3470,176,54,11,8,0.392,0.54
LmjF.35.3480,662,71,36,8,0.622,0.529
LmjF.35.3490,760,101,29,22,0.545,0.536
LmjF.35.3500,365,31,13,4,0.515,0.57
LmjF.35.3510,1078,40,17,3,0.564,0.574
LmjF.35.3520,3310,93,49,8,0.494,0.589
LmjF.35.3530,100,57,20,8,0.54,0.43
LmjF.35.3540,352,33,11,8,0.571,0.537
LmjF.35.3550,545,78,33,12,0.527,0.571
LmjF.35.3560,1258,100,65,12,0.563,0.551
LmjF.35.3570,3741,164,34,30,0.538,0.543
LmjF.35.3580,2784,98,22,12,0.666,0.495
LmjF.35.3590,569,55,18,15,0.587,0.596
LmjF.35.3600,300,14,10,2,0.553,0.503
LmjF.35.3610,109,44,15,6,0.578,0.56
LmjF.35.3620,1876,49,10,6,0.562,0.578
LmjF.35.3630,204,44,20,11,0.642,0.559
LmjF.35.3640,188,35,26,2,0.585,0.457
LmjF.35.3650,505,61,30,9,0.588,0.602
LmjF.35.3660,387,5,3,1,0.612,0.478
LmjF.35.3670,407,120,83,12,0.526,0.604
LmjF.35.3680,2353,216,22,19,0.678,0.49
LmjF.35.3690,642,500,186,92,0.556,0.502
LmjF.35.3700,2025,325,31,23,0.519,0.527
LmjF.35.3710,308,22,7,6,0.513,0.565
LmjF.35.3720,91,237,73,32,0.549,0.352
LmjF.35.3730,112,53,16,9,0.643,0.482
LmjF.35.3740,322,59,34,12,0.556,0.516
LmjF.35.3750,86,17,6,4,0.547,0.628
LmjF.35.3760,130,671,446,150,0.462,0.538
LmjF.35.3770,542,79,45,26,0.563,0.646
LmjF.35.3780,412,280,102,54,0.551,0.51
LmjF.35.3790,113,432,152,104,0.478,0.54
LmjF.35.3800,333,1073,817,124,0.532,0.565
LmjF.35.3810,385,26,13,4,0.579,0.54
LmjF.35.3820,222,150,21,20,0.532,0.707
LmjF.35.3830,610,25,4,3,0.561,0.487
LmjF.35.3840,562,280,129,66,0.544,0.505
LmjF.35.3850,365,80,40,21,0.499,0.545
LmjF.35.3860,1197,56,21,11,0.548,0.515
LmjF.35.3870,574,123,40,22,0.537,0.526
LmjF.35.3880,332,77,33,25,0.485,0.59
LmjF.35.3890,499,2,2,2,0.465,0.575
LmjF.35.3900,125,40,23,5,0.424,0.56
LmjF.35.3910,357,19,4,3,0.434,0.527
LmjF.35.3920,481,68,26,19,0.445,0.491
LmjF.35.3925,300,47,30,3,0.51,0.507
LmjF.35.3930,303,45,10,6,0.488,0.462
LmjF.35.3940,835,88,19,11,0.543,0.493
LmjF.35.3950,56,1,1,1,0.554,0.625
LmjF.35.3960,3129,98,14,8,0.52,0.547
LmjF.35.3970,4151,150,20,20,0.477,0.653
LmjF.35.3980,1669,36,11,4,0.522,0.557
LmjF.35.3990,763,40,6,4,0.569,0.569
LmjF.35.4000,666,54,10,6,0.542,0.511
LmjF.35.4010,5045,174,54,21,0.571,0.541
LmjF.35.4020,1604,151,48,24,0.549,0.539
LmjF.35.4030,352,23,4,3,0.551,0.497
LmjF.35.4040,683,47,16,14,0.52,0.586
LmjF.35.4045,152,9,4,1,0.599,0.447
LmjF.35.4050,460,25,6,3,0.572,0.565
LmjF.35.4060,544,45,14,8,0.548,0.551
LmjF.35.4070,36,75,24,17,0.333,0.472
LmjF.35.4080,476,54,36,6,0.582,0.521
LmjF.35.4090,1036,16,4,2,0.593,0.477
LmjF.35.4100,272,60,36,10,0.57,0.471
LmjF.35.4110,283,106,42,33,0.59,0.523
LmjF.35.4120,87,47,29,6,0.609,0.379
LmjF.35.4125,1448,90,44,12,0.527,0.561
LmjF.35.4130,4598,377,81,42,0.515,0.551
LmjF.35.4140,1097,107,50,15,0.525,0.592
LmjF.35.4150,683,26,3,3,0.572,0.501
LmjF.35.4160,257,21,12,4,0.564,0.595
LmjF.35.4170,200,39,11,10,0.605,0.475
LmjF.35.4180,483,47,40,3,0.563,0.528
LmjF.35.4190,168,138,97,6,0.542,0.56
LmjF.35.4200,453,48,18,15,0.517,0.519
LmjF.35.4210,858,34,8,6,0.536,0.562
LmjF.35.4220,2176,71,12,10,0.524,0.628
LmjF.35.4230,1555,73,15,13,0.558,0.559
LmjF.35.4240,2503,103,13,5,0.561,0.541
LmjF.35.4250,399,55,29,7,0.602,0.526
LmjF.35.4260,1048,46,21,8,0.552,0.601
LmjF.35.4270,685,86,33,18,0.552,0.565
LmjF.35.4280,481,50,14,11,0.551,0.528
LmjF.35.4290,4935,45,15,5,0.568,0.564
LmjF.35.4300,422,36,11,5,0.566,0.486
LmjF.35.4310,166,72,34,7,0.584,0.452
LmjF.35.4320,159,32,11,5,0.591,0.415
LmjF.35.4330,155,77,29,9,0.503,0.516
LmjF.35.4340,176,114,35,20,0.398,0.511
LmjF.35.4350,655,68,40,13,0.556,0.566
LmjF.35.4360,529,40,14,11,0.584,0.535
LmjF.35.4370,289,107,46,13,0.564,0.561
LmjF.35.4380,989,186,85,12,0.516,0.522
LmjF.35.4390,424,47,5,4,0.568,0.611
LmjF.35.4400,1303,119,60,12,0.54,0.542
LmjF.35.4410,2,91,43,22,0,0.5
LmjF.35.4420,1905,920,59,39,0.538,0.594
LmjF.35.4430,2292,354,75,39,0.51,0.533
LmjF.35.4440,3646,68,19,8,0.526,0.623
LmjF.35.4450,2965,327,54,40,0.512,0.552
LmjF.35.4460,960,191,69,25,0.532,0.531
LmjF.35.4470,549,401,107,80,0.499,0.501
LmjF.35.4480,1496,30,5,4,0.516,0.553
LmjF.35.4490,1181,70,26,16,0.551,0.558
LmjF.35.4500,217,128,91,24,0.535,0.567
LmjF.35.4510,666,48,37,2,0.556,0.52
LmjF.35.4520,540,41,17,9,0.557,0.58
LmjF.35.4530,729,63,11,11,0.553,0.568
LmjF.35.4540,248,179,49,22,0.48,0.488
LmjF.35.4550,43,71,27,10,0.442,0.302
LmjF.35.4560,164,48,30,9,0.604,0.53
LmjF.35.4570,348,91,29,28,0.529,0.56
LmjF.35.4580,203,66,16,10,0.473,0.458
LmjF.35.4590,468,65,21,8,0.547,0.538
LmjF.35.4600,414,45,33,5,0.51,0.592
LmjF.35.4610,143,33,19,4,0.559,0.469
LmjF.35.4620,1552,146,60,20,0.568,0.553
LmjF.35.4630,686,96,9,9,0.656,0.483
LmjF.35.4640,271,111,39,37,0.517,0.59
LmjF.35.4650,1056,72,47,5,0.561,0.579
LmjF.35.4660,123,18,18,18,0.569,0.61
LmjF.35.4670,863,57,14,12,0.543,0.619
LmjF.35.4680,730,61,22,10,0.664,0.482
LmjF.35.4690,152,125,57,16,0.487,0.546
LmjF.35.4700,531,16,4,3,0.427,0.618
LmjF.35.4710,445,54,20,14,0.488,0.575
LmjF.35.4720,130,255,67,61,0.431,0.554
LmjF.35.4730,376,127,28,21,0.519,0.545
LmjF.35.4750,759,58,15,8,0.506,0.549
LmjF.35.4760,1631,68,30,19,0.538,0.56
LmjF.35.4770,497,235,78,41,0.481,0.549
LmjF.35.4780,519,84,45,12,0.568,0.551
LmjF.35.4790,1203,161,86,26,0.594,0.54
LmjF.35.4800,367,32,9,5,0.55,0.556
LmjF.35.4810,1933,75,24,21,0.545,0.577
LmjF.35.4820,696,40,9,4,0.626,0.501
LmjF.35.4830,857,17,4,3,0.55,0.562
LmjF.35.4840,3154,48,14,9,0.516,0.594
LmjF.35.4850,976,108,32,17,0.583,0.513
LmjF.35.4860,851,97,47,30,0.572,0.549
LmjF.35.4870,569,41,16,5,0.571,0.55
LmjF.35.4880,894,53,16,14,0.543,0.558
LmjF.35.4890,284,21,9,8,0.549,0.542
LmjF.35.4900,439,67,11,8,0.547,0.62
LmjF.35.4910,169,132,42,33,0.515,0.604
LmjF.35.4930,990,50,28,8,0.56,0.516
LmjF.35.4940,2061,161,59,47,0.589,0.528
LmjF.35.4950,3169,29,6,3,0.535,0.576
LmjF.35.4960,360,43,21,17,0.558,0.592
LmjF.35.4970,178,66,20,11,0.528,0.522
LmjF.35.4990,999,212,31,23,0.505,0.55
LmjF.35.5000,5296,13,5,1,0.515,0.59
LmjF.35.5010,2831,79,20,10,0.562,0.565
LmjF.35.5020,178,24,6,6,0.596,0.64
LmjF.35.5030,782,55,12,10,0.529,0.648
LmjF.35.5040,768,1212,228,190,0.536,0.523
LmjF.35.5050,1881,45,8,6,0.594,0.49
LmjF.35.5060,345,26,6,3,0.472,0.493
LmjF.35.5070,2949,154,16,15,0.561,0.548
LmjF.35.5080,787,247,68,50,0.551,0.551
LmjF.35.5090,309,291,120,86,0.544,0.56
LmjF.35.5100,170,1072,898,52,0.541,0.518
LmjF.35.5110,185,52,37,8,0.611,0.432
LmjF.35.5120,340,185,102,29,0.568,0.582
LmjF.35.5130,405,141,129,3,0.541,0.59
LmjF.35.5140,46,101,79,10,0.717,0.37
LmjF.35.5150,2251,260,37,36,0.554,0.538
LmjF.35.5160,1324,210,40,23,0.547,0.591
LmjF.35.5170,464,107,52,8,0.616,0.558
LmjF.35.5180,149,48,28,7,0.57,0.544
LmjF.35.5190,3273,304,140,76,0.553,0.629
LmjF.35.5200,3699,2354,634,433,0.53,0.599
LmjF.35.5210,169,108,67,13,0.568,0.604
LmjF.35.5220,124,109,72,11,0.589,0.54
LmjF.35.5230,772,346,153,49,0.543,0.584
LmjF.35.5240,572,129,27,21,0.524,0.544
LmjF.35.5250,150,175,59,52,0.567,0.507
LmjF.35.5260,130,337,280,19,0.538,0.662
LmjF.35.5270,402,105,34,17,0.498,0.59
LmjF.35.5280,432,110,38,20,0.53,0.562
LmjF.35.5290,214,187,55,32,0.486,0.5
LmjF.35.5300,263,291,174,42,0.517,0.502
LmjF.35.5310,66,145,86,31,0.47,0.545
LmjF.35.5320,111,72,32,11,0.622,0.532
