gene_id,type,percent_disorder,average_dnds,fpkm,nc,gc,protein_length,gravy,cai,taxon
LmjF.28.2415,non-orphan,0,0.80861,18.5341,47.8,0.568,122,0.41803,0.261,Eukaryota
LmjF.28.2570,non-orphan,7.366482505,0.02207,30.8701,36.43,0.63,1026,0.01443,0.532,Eukaryota
LmjF.28.2620,non-orphan,9.945945946,0.08336,62.2089,36.27,0.607,865,-0.09572,0.53,Eukaryota
LmjF.28.2670,non-orphan,0.272479564,0.01862,36.0611,42.33,0.592,307,-0.21661,0.475,Eukaryota
LmjF.28.2680,non-orphan,0,0.16616,27.7267,38.94,0.634,415,0.29711,0.451,Eukaryota
LmjF.28.2750,non-orphan,5.913978495,0.01181,414.406,28.02,0.656,312,-0.2968,0.769,Eukaryota
LmjF.28.2760,non-orphan,0.611620795,0.04774,25.4945,42.78,0.603,594,-0.06498,0.434,Eukaryota
LmjF.28.2860,non-orphan,3.125,0.11875,67.0559,40.56,0.639,324,0.14321,0.439,Eukaryota
LmjF.28.2900,non-orphan,9.274873524,0.22054,24.4651,44.14,0.62,533,0.05084,0.414,Eukaryota
LmjF.28.3005,non-orphan,0,0.17133,23.3451,50.4,0.554,148,-0.02162,0.324,Eukaryota
LmjF.29.0020,non-orphan,19.00452489,0.10969,25.7632,43.56,0.612,1045,-0.3356,0.429,Eukaryota
LmjF.29.0120,non-orphan,15.78947368,0.05465,41.0214,41.12,0.6,909,-0.10649,0.475,Eukaryota
LmjF.29.0140,non-orphan,8.060453401,0.03663,14.7413,42.79,0.601,337,-0.18398,0.459,Eukaryota
LmjF.29.0220,non-orphan,27.29044834,0.12128,29.0437,39.64,0.626,966,-0.28385,0.495,Eukaryota
LmjF.29.0390,non-orphan,6.896551724,0.0779,10.7121,36.74,0.619,259,-0.58108,0.477,Eukaryota
LmjF.29.0510,non-orphan,0,0.14921,111.911,44,0.568,139,-0.44892,0.4,Eukaryota
LmjF.29.0630,non-orphan,56.28140704,0.20728,15.8609,38.12,0.592,139,-0.26907,0.411,Eukaryota
LmjF.29.0640,non-orphan,15.56503198,0.211,13.2222,44.92,0.607,409,-0.24646,0.379,Eukaryota
LmjF.29.0740,non-orphan,12.9330254,0.13632,15.597,42.01,0.632,373,-0.27453,0.452,Eukaryota
LmjF.29.0750,non-orphan,75.71234735,0.17793,14.0977,38.9,0.645,677,-1.08168,0.485,Eukaryota
LmjF.29.0850,non-orphan,45.12534819,0.06429,40.1457,43.61,0.58,299,-1.11371,0.437,Eukaryota
LmjF.29.0865,non-orphan,4.597701149,0.03662,12.6519,45.36,0.573,114,-0.69649,0.341,Eukaryota
LmjF.29.0890,non-orphan,12.6953125,0.31459,24.6473,59.21,0.494,452,0.33296,0.236,Eukaryota
LmjF.29.0910,non-orphan,3.52303523,0.41033,35.992,52.53,0.499,309,0.70421,0.307,Eukaryota
LmjF.29.0920,non-orphan,12.47771836,0.06838,29.3919,52.82,0.564,501,-0.41757,0.315,Eukaryota
LmjF.29.1010,non-orphan,3.414634146,0.16763,37.0194,45.94,0.597,350,0.022,0.41,Eukaryota
LmjF.29.1050,non-orphan,21.62436548,0.42976,8.4903,44.65,0.634,925,-0.24465,0.373,Eukaryota
LmjF.29.1160,non-orphan,8.780487805,0.10228,269.64,46.53,0.568,145,-0.47517,0.454,Eukaryota
LmjF.29.1320,non-orphan,25,0.19116,20.2216,44.58,0.63,448,-0.23393,0.386,Eukaryota
LmjF.29.1440,non-orphan,0,0.07826,22.0686,40.47,0.576,165,0.06667,0.466,Eukaryota
LmjF.29.1490,non-orphan,29.85305491,0.27637,13.4867,46.63,0.63,1233,-0.20219,0.37,Eukaryota
LmjF.29.1560,non-orphan,20.71307301,0.34043,17.0337,46.93,0.614,529,-0.08355,0.355,Eukaryota
LmjF.29.1710,non-orphan,26.64359862,0.37476,7.0371,49.07,0.634,1096,-0.10903,0.326,Eukaryota
LmjF.29.1740,non-orphan,21.35416667,0.183,350.324,28.13,0.677,132,-0.23409,0.677,Eukaryota
LmjF.29.1820,non-orphan,3.752345216,0.14584,18.5462,57.5,0.504,473,-0.11459,0.215,Eukaryota
LmjF.29.2020,non-orphan,27.91762014,0.10955,25.9971,43.54,0.612,814,-0.2371,0.387,Eukaryota
LmjF.29.2060,non-orphan,6.45994832,0.1576,20.5667,43.38,0.602,1101,0.09891,0.431,Eukaryota
LmjF.29.2110,non-orphan,4.843148046,0.34135,47.6672,45.56,0.613,1757,-0.08759,0.376,Eukaryota
LmjF.29.2160,non-orphan,0,0.0242,62.8064,35.08,0.59,445,-0.14202,0.592,Eukaryota
LmjF.29.2200,non-orphan,15.74074074,0.1614,52.4343,41.02,0.571,696,-0.28233,0.49,Eukaryota
LmjF.29.2300,non-orphan,9.282178218,0.20114,33.8364,43.42,0.612,748,-0.23169,0.457,Eukaryota
LmjF.29.2360,non-orphan,0.389863548,0.12521,37.9495,54.6,0.489,453,-0.07263,0.255,Eukaryota
LmjF.29.2370,non-orphan,15.68627451,0,260.622,21,0.556,51,-1.51569,0.679,Eukaryota
LmjF.29.2440,non-orphan,20.46035806,0.1552,57.9756,44.01,0.587,722,-0.34515,0.418,Eukaryota
LmjF.29.2470,non-orphan,67.14285714,0.02961,317.441,30.51,0.644,220,-0.79318,0.696,Eukaryota
LmjF.29.2500,non-orphan,17.22772277,0.02447,33.0988,39.5,0.604,445,-0.49438,0.496,Eukaryota
LmjF.29.2550,non-orphan,7.073954984,0.08997,25.7929,41.19,0.638,873,-0.11569,0.418,Eukaryota
LmjF.29.2660,non-orphan,4.146100691,0.19746,18.0255,44.15,0.626,953,-0.11647,0.39,Eukaryota
LmjF.29.2780,non-orphan,0,0.11051,28.6323,46.91,0.586,367,0.18992,0.337,Eukaryota
LmjF.29.2830,non-orphan,48.88888889,0.01446,288.424,43.89,0.573,210,-0.71667,0.439,Eukaryota
LmjF.29.2850,non-orphan,29.72972973,0.3464,13.7687,50.66,0.587,125,-0.4168,0.327,Eukaryota
LmjF.30.0140,non-orphan,36.94581281,0.11645,33.6243,41.58,0.606,346,0.21012,0.477,Eukaryota
LmjF.30.0270,non-orphan,8.149779736,0.21191,21.1417,47.17,0.613,394,-0.16244,0.365,Eukaryota
LmjF.30.0340,non-orphan,10.48951049,0.30893,14.8792,44.14,0.632,798,-0.0188,0.399,Eukaryota
LmjF.30.0360,non-orphan,0,0.20821,29.9112,41.39,0.596,620,0.59161,0.439,Eukaryota
LmjF.30.0400,non-orphan,11.57024793,0.18063,25.4536,45.42,0.612,424,0,0.376,Eukaryota
LmjF.30.0405,non-orphan,6.927710843,0.30198,20.2938,45.52,0.632,272,0.33493,0.349,Eukaryota
LmjF.30.0410,non-orphan,34.8880597,0.03127,17.5708,37.26,0.655,476,-0.53845,0.507,Eukaryota
LmjF.30.0480,non-orphan,46.12476371,0.13169,10.4121,35.34,0.612,469,-0.39616,0.531,Eukaryota
LmjF.30.0495,non-orphan,30.35714286,0.50133,30.5148,61,0.565,108,-0.48611,0.139,Eukaryota
LmjF.30.0520,non-orphan,3.870292887,0.20016,23.1266,41.41,0.628,896,-0.14029,0.453,Eukaryota
LmjF.30.0540,non-orphan,2.822580645,0.12364,17.8794,45.03,0.642,188,-0.32713,0.384,Eukaryota
LmjF.30.0550,non-orphan,11.50971599,0.10536,24.5495,42.86,0.584,609,0.27685,0.454,Eukaryota
LmjF.30.0570,non-orphan,55.63909774,0.16807,16.2221,45.58,0.651,472,-0.48835,0.407,Eukaryota
LmjF.30.0620,non-orphan,46.55737705,0.05848,18.3682,44.81,0.573,245,-1.02857,0.427,Eukaryota
LmjF.30.0690,non-orphan,100,0.01312,265.011,34.26,0.641,66,-1.23182,0.663,Eukaryota
LmjF.30.0700,non-orphan,12.66968326,0.19331,39.8925,59.96,0.509,161,-0.35714,0.206,Eukaryota
LmjF.30.0710,non-orphan,2.97029703,0.12882,10.2314,55.47,0.52,546,-0.1467,0.25,Eukaryota
LmjF.30.0750,non-orphan,0.390625,0.22031,96.0077,46.54,0.566,196,0.3398,0.366,Eukaryota
LmjF.30.0810,non-orphan,14.83870968,0.09428,24.0415,43.37,0.577,250,-0.3736,0.421,Eukaryota
LmjF.30.0880,non-orphan,1.234567901,0.099,45.6011,36.4,0.618,345,-0.00986,0.578,Eukaryota
LmjF.30.0950,non-orphan,40.11299435,0.29297,20.7392,40.47,0.655,648,-0.39491,0.465,Eukaryota
LmjF.30.0970,non-orphan,46.66666667,0.06969,33.2973,34.38,0.621,195,-0.57949,0.594,Eukaryota
LmjF.30.1120,non-orphan,18.19699499,0.03468,48.2798,37.53,0.622,539,0.01039,0.561,Eukaryota
LmjF.30.1150,non-orphan,42.81045752,0.28624,11.2157,43.58,0.634,858,-0.37086,0.4,Eukaryota
LmjF.30.1205,non-orphan,15.06849315,0.13434,38.0039,40.1,0.574,86,-0.30233,0.447,Eukaryota
LmjF.30.1220,non-orphan,49.89858012,0.33803,21.99,42.84,0.656,926,-0.23369,0.392,Eukaryota
LmjF.30.1230,non-orphan,35.63218391,0.16335,31.7302,45.87,0.61,723,-0.44993,0.403,Eukaryota
LmjF.30.1250,non-orphan,3.867403315,0.09704,41.7014,41.27,0.593,302,-0.18046,0.473,Eukaryota
LmjF.30.1280,non-orphan,23.55673524,0.32933,16.1141,45.93,0.634,1447,-0.22785,0.371,Eukaryota
LmjF.30.1290,non-orphan,25,0.04292,19.6171,41,0.596,288,-0.52153,0.467,Eukaryota
LmjF.30.1350,non-orphan,40.17991004,0.28391,22.0147,44.62,0.632,607,-0.08814,0.387,Eukaryota
LmjF.30.1622,non-orphan,0,0.11922,17.3515,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1625,non-orphan,1.904761905,0.30882,19.8182,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1627,non-orphan,0,0.11922,16.3223,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1630,non-orphan,1.904761905,0.30882,16.5556,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1632,non-orphan,0,0.11922,21.7113,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1635,non-orphan,1.904761905,0.30882,14.6392,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1637,non-orphan,0,0.11922,19.1335,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1640,non-orphan,1.904761905,0.30882,13.5517,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1642,non-orphan,0,0.11922,18.4803,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1645,non-orphan,1.904761905,0.30882,18.5372,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1647,non-orphan,0,0.11922,18.0202,37.7,0.622,128,0.20469,0.507,Eukaryota
LmjF.30.1650,non-orphan,1.904761905,0.30882,16.429,37.91,0.571,150,0.22267,0.456,Eukaryota
LmjF.30.1760,non-orphan,33.1995988,0.30505,24.0572,49.96,0.604,1934,-0.18459,0.326,Eukaryota
LmjF.30.2030,non-orphan,0,0.15422,24.1759,41,0.594,432,0.47245,0.439,Eukaryota
LmjF.30.2070,non-orphan,29.10447761,0.05702,34.613,40.67,0.582,208,-1.02885,0.52,Eukaryota
LmjF.30.2170,non-orphan,12.28668942,0.19736,28.9877,52,0.573,526,-0.31635,0.299,Eukaryota
LmjF.30.2250,non-orphan,38.74709977,0.13669,33.1383,42.01,0.608,371,-0.6345,0.438,Eukaryota
LmjF.30.2350,non-orphan,0,0.1244,26.7268,40.57,0.593,537,-0.02309,0.461,Eukaryota
LmjF.30.2410,non-orphan,1.443298969,0.1991,87.8157,48.57,0.612,425,0.21412,0.352,Eukaryota
LmjF.30.2610,non-orphan,67.39130435,0.08616,20.9362,45.13,0.62,216,-0.59352,0.396,Eukaryota
LmjF.30.2630,non-orphan,22.46376812,0.04083,23.1736,43.1,0.616,354,-0.10339,0.398,Eukaryota
LmjF.30.2740,non-orphan,47.22222222,0.04016,66.6234,34.8,0.609,408,-0.69338,0.61,Eukaryota
LmjF.30.2840,non-orphan,0.520833333,0.29422,25.1915,57.34,0.523,324,0.08704,0.266,Eukaryota
LmjF.30.3020,non-orphan,28.34645669,0.11106,21.9215,42.34,0.6,321,-0.49097,0.445,Eukaryota
LmjF.30.3040,non-orphan,26.22673435,0.04213,47.8653,33.63,0.617,531,-0.68362,0.615,Eukaryota
LmjF.30.3070,non-orphan,48.5458613,0.45696,33.9747,49.63,0.612,387,-0.56021,0.34,Eukaryota
LmjF.30.3110,non-orphan,4.751131222,0.04992,31.8878,43.75,0.575,382,-0.3589,0.417,Eukaryota
LmjF.30.3200,non-orphan,42.44186047,0.0359,179.419,38.84,0.646,112,-0.69643,0.662,Eukaryota
LmjF.30.3250,non-orphan,35.29953917,0.22081,8.0138,46.49,0.599,1025,-0.55112,0.362,Eukaryota
LmjF.30.3300,non-orphan,44.32989691,0.36264,21.5698,47.83,0.629,425,-0.10612,0.359,Eukaryota
LmjF.30.3390,non-orphan,4.637681159,0.13776,32.5199,49.55,0.578,975,0.11508,0.35,Eukaryota
LmjF.30.3490,non-orphan,23.95348837,0.42779,34.7613,46.75,0.601,370,-0.03892,0.351,Eukaryota
LmjF.30.3500,non-orphan,0.442477876,0.04045,178.103,30.23,0.631,392,-0.28061,0.72,Eukaryota
LmjF.30.3560,non-orphan,5.855855856,0.05541,26.0569,50.39,0.539,162,-0.33086,0.374,Eukaryota
LmjF.30.3580,non-orphan,51.1771995,0.12708,27.0568,44.73,0.58,747,-0.94485,0.421,Eukaryota
LmjF.30.3630,non-orphan,0.651465798,0.2508,23.4429,53.86,0.57,247,0.11053,0.341,Eukaryota
LmjF.30.3660,non-orphan,0,0.06587,35.6378,43.85,0.574,224,1.13884,0.42,Eukaryota
LmjF.30.3710,non-orphan,3.269367448,0.17667,12.3486,44.04,0.638,1347,0.19911,0.397,Eukaryota
LmjF.31.0140,non-orphan,12.57253385,0.14596,28.5033,41.31,0.613,457,-0.30591,0.452,Eukaryota
LmjF.31.0200,non-orphan,1.834862385,0.16698,8.8984,42.96,0.615,485,-0.11505,0.439,Eukaryota
LmjF.31.0520,non-orphan,16.03498542,0.31274,17.5757,49.68,0.615,626,-0.20959,0.324,Eukaryota
LmjF.31.1165,non-orphan,7.804878049,0.46147,41.6009,52.78,0.607,145,-0.03655,0.31,Eukaryota
LmjF.31.1445,non-orphan,25.38461538,0.28518,21.3021,49.23,0.615,460,-0.02065,0.391,Eukaryota
LmjF.31.1550,non-orphan,24.8447205,0.07231,24.8737,43.49,0.599,262,-1.11527,0.395,Eukaryota
LmjF.31.1660,non-orphan,0,0.07613,24.9977,48.59,0.599,186,-0.16075,0.357,Eukaryota
LmjF.31.1780,non-orphan,10.94049904,0.2701,74.7768,44.44,0.576,461,-0.08069,0.407,Eukaryota
LmjF.31.1900,non-orphan,10.10638298,0,264.107,23.47,0.648,128,-0.54844,0.937,Eukaryota
LmjF.31.1930,non-orphan,17.05963939,0.27985,31.8487,47.83,0.62,661,-0.18351,0.36,Eukaryota
LmjF.31.2000,non-orphan,7.183908046,0.28865,19.7445,45.11,0.617,636,-0.00896,0.41,Eukaryota
LmjF.31.2030,non-orphan,10.10638298,0,252.794,23.47,0.648,128,-0.54844,0.937,Eukaryota
LmjF.31.2280,non-orphan,0,0.01081,45.2319,36.15,0.57,182,-0.14945,0.496,Eukaryota
LmjF.31.2370,non-orphan,15.83476764,0.3962,13.4928,49.52,0.597,521,-0.03321,0.314,Eukaryota
LmjF.31.2490,non-orphan,0.975609756,0.31369,20.3266,48.5,0.602,145,0.09448,0.343,Eukaryota
LmjF.31.2500,non-orphan,7.462686567,0.34841,16.6361,49.6,0.612,141,-0.04894,0.338,Eukaryota
LmjF.31.2510,non-orphan,8.67768595,0.37392,16.3207,50.36,0.599,182,-0.22967,0.336,Eukaryota
LmjF.31.2600,non-orphan,31.30434783,0.18507,85.7351,40.21,0.595,400,-0.606,0.577,Eukaryota
LmjF.31.2740,non-orphan,12.33396584,0.13603,20.9386,41.75,0.605,467,-0.13276,0.444,Eukaryota
LmjF.31.2790,non-orphan,0,0.0332,188.158,35.34,0.575,178,-0.2618,0.546,Eukaryota
LmjF.31.2820,non-orphan,10.90909091,0.05856,30.5316,48.17,0.59,270,-0.4037,0.384,Eukaryota
LmjF.31.2860,non-orphan,41.0326087,0.06705,17.4172,39.54,0.629,676,-0.55547,0.454,Eukaryota
LmjF.31.2890,non-orphan,11.92307692,0.21985,20.8415,44.46,0.631,1240,-0.1054,0.388,Eukaryota
LmjF.31.2940,non-orphan,0,0.07395,101.453,38.04,0.593,414,-0.12295,0.55,Eukaryota
LmjF.31.3090,non-orphan,9.411764706,0.22128,28.7688,42.88,0.612,1130,-0.11982,0.42,Eukaryota
LmjF.31.3180,non-orphan,26.25,0.11814,136.681,29.45,0.663,100,-0.682,0.752,Eukaryota
LmjF.32.0050,non-orphan,8.142493639,0.07913,31.2359,49.59,0.606,333,-0.10631,0.376,Eukaryota
LmjF.32.0070,non-orphan,40,0.12873,18.9067,45.83,0.567,245,-0.47796,0.37,Eukaryota
LmjF.32.0080,non-orphan,19.12681913,0.06686,27.2575,48.09,0.549,421,-0.34228,0.382,Eukaryota
LmjF.32.0100,non-orphan,3.780068729,0.06699,33.5528,60.66,0.53,231,-0.52338,0.263,Eukaryota
LmjF.32.0110,non-orphan,0.269541779,0.16204,18.5588,51.36,0.587,311,0.30707,0.321,Eukaryota
LmjF.32.0170,non-orphan,19.56521739,0.17593,21.3713,50.19,0.582,308,-0.35942,0.375,Eukaryota
LmjF.32.0210,non-orphan,26.32450331,0.14181,35.9675,41.6,0.571,544,-0.77721,0.51,Eukaryota
LmjF.32.0230,non-orphan,6.622516556,0.02532,194.859,58.15,0.535,91,-0.28901,0.56,Eukaryota
LmjF.32.0390,non-orphan,27.44630072,0.06492,26.2683,42.34,0.606,359,-0.35905,0.443,Eukaryota
LmjF.32.0400,non-orphan,33.33333333,0.05341,26.6304,35.2,0.646,615,-0.61772,0.625,Eukaryota
LmjF.32.0473,non-orphan,17.29323308,0.24736,26.1085,60.72,0.506,206,-0.46651,0.23,Eukaryota
LmjF.32.0510,non-orphan,8.983451537,0.3687,39.7885,58.69,0.521,363,-0.0719,0.265,Eukaryota
LmjF.32.0520,non-orphan,0,0.05626,126.551,46.89,0.558,150,-0.07667,0.509,Eukaryota
LmjF.32.0570,non-orphan,20.9375,0.13556,13.6694,41.97,0.607,580,-0.29569,0.459,Eukaryota
LmjF.32.0690,non-orphan,35.31468531,0.01701,14.2346,40.07,0.571,226,-0.70885,0.483,Eukaryota
LmjF.32.0700,non-orphan,32.99319728,0.05104,27.9002,45.52,0.603,234,-0.71752,0.417,Eukaryota
LmjF.32.0715,non-orphan,11.24497992,0.40756,12.0088,49.23,0.57,189,-0.41958,0.299,Eukaryota
LmjF.32.0820,non-orphan,0,0.11402,44.8876,48.57,0.545,164,0.17378,0.35,Eukaryota
LmjF.32.0880,non-orphan,5.857740586,0.02305,352.221,32.66,0.624,179,-0.53911,0.724,Eukaryota
LmjF.32.0890,non-orphan,11.68831169,0.14371,23.2996,42.61,0.585,402,-0.35771,0.441,Eukaryota
LmjF.32.0910,non-orphan,9.411764706,0.12994,16.8374,43.4,0.601,280,-0.24214,0.397,Eukaryota
LmjF.32.0950,non-orphan,13.38028169,0.09304,36.1014,37.87,0.621,934,-0.34722,0.532,Eukaryota
LmjF.32.0985,non-orphan,12.55319149,0.22133,27.0466,51,0.589,410,-0.15073,0.341,Eukaryota
LmjF.32.1000,non-orphan,4.347826087,0.01804,51.7432,36.16,0.61,538,-0.20632,0.576,Eukaryota
LmjF.32.1050,non-orphan,3.03030303,0.12166,29.3982,45.15,0.595,204,-0.02745,0.398,Eukaryota
LmjF.32.1070,non-orphan,14.18439716,0.04731,28.4081,37.77,0.621,81,0.09136,0.525,Eukaryota
LmjF.32.1090,non-orphan,17.53554502,0.15978,26.493,43.69,0.621,1628,-0.18919,0.408,Eukaryota
LmjF.32.1100,non-orphan,1.731996354,0.04309,23.3414,38.64,0.585,1037,-0.00598,0.494,Eukaryota
LmjF.32.1200,non-orphan,0,0.03827,46.4004,42.33,0.575,274,-0.17482,0.457,Eukaryota
LmjF.32.1230,non-orphan,43.29004329,0.30492,27.4438,50.91,0.641,402,-0.64552,0.358,Eukaryota
LmjF.32.1250,non-orphan,15.7782516,0.18461,24.3681,48.28,0.593,409,-0.24425,0.378,Eukaryota
LmjF.32.1280,non-orphan,1.158301158,0.05809,17.0652,41.29,0.586,199,-0.03367,0.436,Eukaryota
LmjF.32.1330,non-orphan,24.09288824,0.27435,24.738,46.74,0.604,629,0.03275,0.335,Eukaryota
LmjF.32.1340,non-orphan,10.36851968,0.13831,21.6706,43.49,0.628,1541,-0.02148,0.397,Eukaryota
LmjF.32.1580,non-orphan,1.871101871,0.12606,47.2338,41.31,0.604,421,-0.21924,0.512,Eukaryota
LmjF.32.1590,non-orphan,27.28184554,0.42557,5.9047,52.52,0.61,937,-0.31772,0.283,Eukaryota
LmjF.32.1690,non-orphan,31.78170144,0.30028,20.3154,47.49,0.592,563,-0.26874,0.378,Eukaryota
LmjF.32.1730,non-orphan,0.783289817,0.17057,33.9208,41.26,0.623,323,0.00464,0.454,Eukaryota
LmjF.32.1875,non-orphan,67.43119266,0.38415,13.5158,50.75,0.631,158,-0.26582,0.313,Eukaryota
LmjF.32.2020,non-orphan,2.727272727,0.09647,35.1771,45.83,0.567,160,0.01,0.433,Eukaryota
LmjF.32.2030,non-orphan,6.273062731,0.09446,33.9314,42.51,0.578,211,-0.26446,0.442,Eukaryota
LmjF.32.2070,non-orphan,11.6751269,0.33509,15.3342,45.51,0.594,334,-0.1009,0.365,Eukaryota
LmjF.32.2080,non-orphan,20.59800664,0.50811,12.763,51.89,0.627,542,-0.07177,0.294,Eukaryota
LmjF.32.2150,non-orphan,5.253940455,0.0634,35.3941,39.08,0.606,1082,0.06802,0.516,Eukaryota
LmjF.32.2180,non-orphan,4.436860068,0.03648,43.715,41.26,0.601,233,-0.297,0.498,Eukaryota
LmjF.32.2320,non-orphan,0.60362173,0.1619,24.5674,40.77,0.605,437,0.35515,0.471,Eukaryota
LmjF.32.2690,non-orphan,1.546391753,0.03523,256.616,29.69,0.629,134,-0.42537,0.719,Eukaryota
LmjF.32.2710,non-orphan,1.546391753,0.02914,264.693,29.69,0.629,134,-0.42537,0.719,Eukaryota
LmjF.32.2720,non-orphan,0,0.02805,30.2083,48.28,0.573,149,-0.07785,0.46,Eukaryota
LmjF.32.2810,non-orphan,45.56213018,0.10231,12.3907,40.71,0.588,447,-0.87808,0.448,Eukaryota
LmjF.32.2820,non-orphan,20.2991453,0.04157,27.1537,37.42,0.6,408,-0.2277,0.552,Eukaryota
LmjF.32.2960,non-orphan,1.656050955,0.10802,29.214,53.82,0.562,725,-0.16359,0.313,Eukaryota
LmjF.32.3080,non-orphan,22.12041885,0.16223,12.9831,41.83,0.607,704,-0.00142,0.418,Eukaryota
LmjF.32.3130,non-orphan,25.4697286,0.01298,85.6053,28.04,0.655,419,-0.6,0.777,Eukaryota
LmjF.32.3270,non-orphan,3.300330033,0.036,48.8392,36.63,0.62,546,0.00202,0.599,Eukaryota
LmjF.32.3640,non-orphan,22.24409449,0.15363,14.7768,47.51,0.624,448,-0.25491,0.376,Eukaryota
LmjF.32.3680,non-orphan,2.784222738,0.18141,32.4505,47.66,0.611,371,-0.02399,0.367,Eukaryota
LmjF.32.3790,non-orphan,0,0.00386,46.9485,41.44,0.545,99,-0.44242,0.38,Eukaryota
LmjF.32.3810,non-orphan,13.125,0.19643,14.1877,42.84,0.629,580,-0.05259,0.412,Eukaryota
LmjF.32.3820,non-orphan,0,0.08279,8.6764,45.01,0.613,359,0.07465,0.392,Eukaryota
LmjF.32.3890,non-orphan,15.84821429,0.38947,29.9465,46.84,0.583,388,-0.13016,0.359,Eukaryota
LmjF.32.3900,non-orphan,25.9375,0.00225,152.844,27.73,0.681,260,-0.50962,0.801,Eukaryota
LmjF.33.0060,non-orphan,32.66129032,0.19361,11.6589,45.75,0.61,436,-0.1383,0.418,Eukaryota
LmjF.33.0115,non-orphan,74.78005865,0.77319,19.0261,50.86,0.635,281,-0.74164,0.261,Eukaryota
LmjF.33.0130,non-orphan,5.985037406,0.0501,25.0694,49.84,0.58,341,-0.14692,0.344,Eukaryota
LmjF.33.0295,non-orphan,25.37313433,0.1052,34.129,56.37,0.493,275,-0.47091,0.213,Eukaryota
LmjF.33.0410,non-orphan,1.201201201,0.09218,20.4249,40.53,0.627,939,-0.15868,0.476,Eukaryota
LmjF.33.0470,non-orphan,5.823627288,0.16862,16.2892,40.7,0.612,541,-0.42052,0.458,Eukaryota
LmjF.33.0580,non-orphan,68.86363636,0.41785,15.1514,54.31,0.623,380,-0.68947,0.3,Eukaryota
LmjF.33.0700,non-orphan,16.92650334,0.11428,12.6964,42.19,0.59,389,-0.51697,0.436,Eukaryota
LmjF.33.0710,non-orphan,0,0.31901,18.7087,48.59,0.607,629,0.46916,0.388,Eukaryota
LmjF.33.0720,non-orphan,33.33333333,0.07008,194.062,30.08,0.66,195,-0.48923,0.741,Eukaryota
LmjF.33.0765,non-orphan,96.04166667,0.40249,42.0391,53.67,0.623,420,-0.61119,0.285,Eukaryota
LmjF.33.1030,non-orphan,14.90909091,0.30136,23.2366,47.76,0.601,490,-0.39612,0.368,Eukaryota
LmjF.33.1340,non-orphan,5.074626866,0.34335,20.1029,54.32,0.516,275,-0.55709,0.23,Eukaryota
LmjF.33.1350,non-orphan,0.414937759,0.04679,22.5817,57.36,0.512,181,-0.29448,0.278,Eukaryota
LmjF.33.1355,non-orphan,15.76576577,0.1643,63.4179,61,0.523,162,-0.51173,0.198,Eukaryota
LmjF.33.1410,non-orphan,15.87057011,0.25569,21.9553,43.99,0.614,589,-0.38149,0.374,Eukaryota
LmjF.33.1535,non-orphan,12.4497992,0.87016,34.996,57.93,0.526,189,0.12963,0.192,Eukaryota
LmjF.33.1540,non-orphan,0,0.12095,73.9478,38.71,0.602,220,-0.18818,0.522,Eukaryota
LmjF.33.1700,non-orphan,9.372312984,0.07283,25.6218,43.01,0.581,1103,-0.47425,0.43,Eukaryota
LmjF.33.1830,non-orphan,52.70403147,0.44557,13.8984,52.66,0.587,957,-0.55444,0.27,Eukaryota
LmjF.33.1840,non-orphan,1.444043321,0.16151,30.359,52.58,0.562,217,-0.3235,0.398,Eukaryota
LmjF.33.1860,non-orphan,3,0.18137,38.7887,46.23,0.585,640,0.07578,0.368,Eukaryota
LmjF.33.1900,non-orphan,21.96969697,0.17979,48.7862,47.5,0.57,204,-0.36127,0.42,Eukaryota
LmjF.33.1910,non-orphan,38.50931677,0.11138,17.0289,40.7,0.624,584,-0.70257,0.477,Eukaryota
LmjF.33.1955,non-orphan,27.27272727,0,285.701,33.9,0.667,83,-1.06386,0.614,Eukaryota
LmjF.33.2000,non-orphan,0,0.1825,31.5178,41.51,0.606,115,0.27217,0.53,Eukaryota
LmjF.33.2205,non-orphan,23.36956522,0.66357,19.3615,53.85,0.615,308,-0.01948,0.269,Eukaryota
LmjF.33.2260,non-orphan,15.28150134,0.36602,13.728,47.01,0.63,1432,-0.18499,0.367,Eukaryota
LmjF.33.2320,non-orphan,16.44970414,0.1666,16.8082,42.98,0.631,785,-0.30764,0.422,Eukaryota
LmjF.33.2400,non-orphan,38.59649123,0.13196,11.8708,39.35,0.634,567,-0.55256,0.448,Eukaryota
LmjF.33.2410,non-orphan,13.91184573,0.3092,20.9177,45.5,0.633,666,-0.09144,0.375,Eukaryota
LmjF.33.2490,non-orphan,46.72021419,0.41177,15.6781,51.67,0.62,687,-0.34454,0.312,Eukaryota
