name,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
LmjF.35.1515.1-p1,0.388,16,0.307,16,0.365,14,0.247,0.274,N,0.450,SignalP-noTM
LmjF.35.1520:mRNA-p1,0.345,49,0.506,49,0.858,46,0.375,0.454,N,0.500,SignalP-TM
LmjF.35.1530.1:mRNA-p1,0.132,19,0.289,19,0.790,2,0.617,0.466,Y,0.450,SignalP-noTM
LmjF.35.1530.2:mRNA-p1,0.201,41,0.215,41,0.293,1,0.216,0.215,N,0.500,SignalP-TM
LmjF.35.1540:mRNA-p1,0.111,61,0.175,11,0.339,1,0.233,0.206,N,0.450,SignalP-noTM
LmjF.35.1550:mRNA-p1,0.253,27,0.202,27,0.234,7,0.167,0.183,N,0.450,SignalP-noTM
LmjF.35.1560:mRNA-p1,0.170,25,0.204,25,0.485,23,0.251,0.229,N,0.450,SignalP-noTM
LmjF.35.1570:mRNA-p1,0.157,24,0.295,24,0.747,6,0.563,0.440,N,0.450,SignalP-noTM
LmjF.35.1580:mRNA-p1,0.285,24,0.276,24,0.364,6,0.287,0.281,N,0.500,SignalP-TM
LmjF.35.1590:mRNA-p1,0.139,33,0.176,11,0.358,1,0.277,0.216,N,0.500,SignalP-TM
LmjF.35.1600:mRNA-p1,0.185,21,0.161,21,0.178,1,0.136,0.148,N,0.450,SignalP-noTM
LmjF.35.1610:mRNA-p1,0.311,25,0.180,44,0.331,2,0.168,0.175,N,0.500,SignalP-TM
LmjF.35.1620:mRNA-p1,0.130,28,0.126,28,0.166,13,0.122,0.123,N,0.450,SignalP-noTM
LmjF.35.1630:mRNA-p1,0.246,26,0.322,26,0.741,20,0.402,0.365,N,0.450,SignalP-noTM
LmjF.35.1640:mRNA-p1,0.109,65,0.134,11,0.219,3,0.150,0.142,N,0.450,SignalP-noTM
LmjF.35.1650:mRNA-p1,0.108,27,0.113,11,0.182,5,0.136,0.125,N,0.450,SignalP-noTM
LmjF.35.1660:mRNA-p1,0.131,17,0.138,17,0.198,2,0.142,0.140,N,0.450,SignalP-noTM
LmjF.35.1670:mRNA-p1,0.138,39,0.125,21,0.245,13,0.148,0.137,N,0.450,SignalP-noTM
LmjF.35.1680:mRNA-p1,0.162,45,0.215,45,0.437,31,0.259,0.233,N,0.500,SignalP-TM
LmjF.35.1690:mRNA-p1,0.141,36,0.167,36,0.286,27,0.184,0.176,N,0.450,SignalP-noTM
LmjF.35.1700:mRNA-p1,0.136,27,0.147,12,0.264,1,0.156,0.152,N,0.450,SignalP-noTM
LmjF.35.1720:mRNA-p1,0.121,25,0.148,25,0.393,30,0.183,0.167,N,0.450,SignalP-noTM
LmjF.35.1730:mRNA-p1,0.108,54,0.104,54,0.115,3,0.100,0.102,N,0.450,SignalP-noTM
LmjF.35.1740:mRNA-p1,0.128,38,0.118,28,0.142,3,0.117,0.117,N,0.450,SignalP-noTM
LmjF.35.1750:mRNA-p1,0.126,28,0.111,12,0.127,51,0.110,0.110,N,0.450,SignalP-noTM
LmjF.35.1755:mRNA-p1,0.120,16,0.194,11,0.528,1,0.291,0.233,N,0.500,SignalP-TM
LmjF.35.1760:mRNA-p1,0.132,9,0.117,51,0.173,50,0.101,0.108,N,0.450,SignalP-noTM
LmjF.35.1770:mRNA-p1,0.131,23,0.118,65,0.189,50,0.111,0.115,N,0.450,SignalP-noTM
LmjF.35.1790:mRNA-p1,0.146,38,0.125,38,0.198,37,0.108,0.116,N,0.450,SignalP-noTM
LmjF.35.1800:mRNA-p1,0.108,38,0.112,53,0.164,35,0.108,0.110,N,0.450,SignalP-noTM
LmjF.35.1810:mRNA-p1,0.240,29,0.177,29,0.204,3,0.142,0.158,N,0.450,SignalP-noTM
LmjF.35.1820:mRNA-p1,0.109,62,0.112,44,0.141,23,0.104,0.108,N,0.450,SignalP-noTM
LmjF.35.1830:mRNA-p1,0.119,49,0.108,49,0.112,50,0.096,0.101,N,0.450,SignalP-noTM
LmjF.35.1840:mRNA-p1,0.203,30,0.232,30,0.472,11,0.332,0.272,N,0.500,SignalP-TM
LmjF.35.1850:mRNA-p1,0.770,31,0.852,31,0.992,21,0.941,0.900,Y,0.450,SignalP-noTM
LmjF.35.1860:mRNA-p1,0.125,20,0.114,20,0.117,18,0.102,0.108,N,0.450,SignalP-noTM
LmjF.35.1870:mRNA-p1,0.134,31,0.154,31,0.285,2,0.189,0.173,N,0.450,SignalP-noTM
LmjF.35.1880:mRNA-p1,0.122,68,0.107,68,0.115,30,0.095,0.101,N,0.450,SignalP-noTM
LmjF.35.1890:mRNA-p1,0.122,68,0.107,68,0.115,30,0.095,0.101,N,0.450,SignalP-noTM
LmjF.35.1900:mRNA-p1,0.122,68,0.107,68,0.115,30,0.095,0.101,N,0.450,SignalP-noTM
LmjF.35.1910:mRNA-p1,0.145,17,0.120,17,0.111,10,0.100,0.109,N,0.450,SignalP-noTM
LmjF.35.1920:mRNA-p1,0.122,22,0.116,11,0.144,1,0.103,0.109,N,0.450,SignalP-noTM
LmjF.35.1930:mRNA-p1,0.481,40,0.547,40,0.786,38,0.330,0.460,N,0.500,SignalP-TM
LmjF.35.1940:mRNA-p1,0.313,39,0.288,39,0.559,13,0.321,0.306,N,0.450,SignalP-noTM
LmjF.35.1945:mRNA-p1,0.129,41,0.114,41,0.141,42,0.099,0.106,N,0.450,SignalP-noTM
LmjF.35.1950:mRNA-p1,0.124,40,0.112,15,0.131,1,0.106,0.109,N,0.450,SignalP-noTM
LmjF.35.1960:mRNA-p1,0.113,69,0.109,11,0.133,31,0.111,0.110,N,0.450,SignalP-noTM
LmjF.35.1970:mRNA-p1,0.131,53,0.197,11,0.465,22,0.377,0.269,N,0.500,SignalP-TM
LmjF.35.1980:mRNA-p1,0.256,19,0.222,19,0.349,17,0.178,0.198,N,0.450,SignalP-noTM
LmjF.35.1990:mRNA-p1,0.127,59,0.117,59,0.132,1,0.102,0.109,N,0.450,SignalP-noTM
LmjF.35.2000:mRNA-p1,0.123,54,0.189,12,0.471,4,0.324,0.261,N,0.450,SignalP-noTM
LmjF.35.2010:mRNA-p1,0.110,67,0.103,67,0.104,22,0.093,0.098,N,0.450,SignalP-noTM
LmjF.35.2020:mRNA-p1,0.292,26,0.185,26,0.174,47,0.118,0.148,N,0.450,SignalP-noTM
LmjF.35.2030:mRNA-p1,0.111,67,0.111,61,0.196,40,0.109,0.110,N,0.450,SignalP-noTM
LmjF.35.2040:mRNA-p1,0.135,20,0.129,52,0.208,48,0.118,0.124,N,0.500,SignalP-TM
LmjF.35.2050:mRNA-p1,0.110,51,0.111,51,0.129,38,0.103,0.106,N,0.450,SignalP-noTM
LmjF.35.2060:mRNA-p1,0.126,38,0.120,38,0.139,17,0.116,0.118,N,0.450,SignalP-noTM
LmjF.35.2070:mRNA-p1,0.109,14,0.105,14,0.129,7,0.104,0.104,N,0.450,SignalP-noTM
LmjF.35.2075.1:mRNA-p1,0.176,22,0.275,22,0.652,17,0.441,0.341,N,0.500,SignalP-TM
LmjF.35.2075.2:mRNA-p1,0.143,17,0.183,17,0.377,1,0.181,0.182,N,0.450,SignalP-noTM
LmjF.35.2080:mRNA-p1,0.129,68,0.112,68,0.120,55,0.099,0.105,N,0.450,SignalP-noTM
LmjF.35.2090:mRNA-p1,0.136,26,0.123,26,0.166,22,0.117,0.120,N,0.450,SignalP-noTM
LmjF.35.2100:mRNA-p1,0.156,22,0.202,22,0.419,3,0.262,0.234,N,0.450,SignalP-noTM
LmjF.35.2110:mRNA-p1,0.109,69,0.108,12,0.115,8,0.108,0.108,N,0.450,SignalP-noTM
LmjF.35.2120:mRNA-p1,0.217,41,0.167,19,0.238,15,0.151,0.158,N,0.450,SignalP-noTM
LmjF.35.2125:mRNA-p1,0.157,22,0.121,22,0.134,46,0.094,0.107,N,0.450,SignalP-noTM
LmjF.35.2130:mRNA-p1,0.108,58,0.115,58,0.165,50,0.111,0.113,N,0.450,SignalP-noTM
LmjF.35.2140:mRNA-p1,0.109,17,0.107,17,0.130,39,0.106,0.106,N,0.450,SignalP-noTM
LmjF.35.2150:mRNA-p1,0.150,32,0.155,48,0.282,38,0.177,0.164,N,0.500,SignalP-TM
LmjF.35.2160:mRNA-p1,0.122,20,0.134,20,0.202,15,0.144,0.139,N,0.450,SignalP-noTM
LmjF.35.2170:mRNA-p1,0.445,24,0.222,24,0.612,1,0.241,0.230,N,0.500,SignalP-TM
LmjF.35.2180:mRNA-p1,0.112,45,0.113,12,0.129,1,0.109,0.111,N,0.450,SignalP-noTM
LmjF.35.2190:mRNA-p1,0.126,25,0.137,25,0.226,6,0.148,0.143,N,0.450,SignalP-noTM
LmjF.35.2200:mRNA-p1,0.108,30,0.108,30,0.151,42,0.105,0.106,N,0.450,SignalP-noTM
LmjF.35.2210:mRNA-p1,0.107,54,0.106,54,0.121,12,0.102,0.104,N,0.450,SignalP-noTM
LmjF.35.2220:mRNA-p1,0.107,54,0.106,54,0.121,12,0.102,0.104,N,0.450,SignalP-noTM
LmjF.35.2230:mRNA-p1,0.110,41,0.151,11,0.289,1,0.148,0.150,N,0.450,SignalP-noTM
LmjF.35.2240:mRNA-p1,0.112,24,0.130,11,0.202,2,0.138,0.134,N,0.450,SignalP-noTM
LmjF.35.2250:mRNA-p1,0.109,70,0.122,12,0.165,7,0.140,0.132,N,0.450,SignalP-noTM
LmjF.35.2260:mRNA-p1,0.115,25,0.143,11,0.277,46,0.191,0.169,N,0.450,SignalP-noTM
LmjF.35.2270:mRNA-p1,0.110,60,0.119,22,0.219,11,0.132,0.126,N,0.450,SignalP-noTM
LmjF.35.2280:mRNA-p1,0.110,26,0.110,46,0.119,33,0.104,0.106,N,0.450,SignalP-noTM
LmjF.35.2290:mRNA-p1,0.206,19,0.336,19,0.718,1,0.509,0.430,N,0.450,SignalP-noTM
LmjF.35.2300:mRNA-p1,0.155,45,0.169,45,0.276,42,0.167,0.168,N,0.450,SignalP-noTM
LmjF.35.2310:mRNA-p1,0.115,49,0.174,11,0.347,1,0.245,0.213,N,0.450,SignalP-noTM
LmjF.35.2320:mRNA-p1,0.149,37,0.142,37,0.229,35,0.127,0.134,N,0.450,SignalP-noTM
LmjF.35.2330:mRNA-p1,0.145,23,0.284,16,0.701,2,0.576,0.442,N,0.450,SignalP-noTM
LmjF.35.2340:mRNA-p1,0.119,25,0.166,12,0.399,2,0.238,0.205,N,0.450,SignalP-noTM
LmjF.35.2350:mRNA-p1,0.131,41,0.117,41,0.136,40,0.103,0.110,N,0.450,SignalP-noTM
LmjF.35.2360:mRNA-p1,0.239,57,0.154,57,0.109,40,0.099,0.124,N,0.450,SignalP-noTM
LmjF.35.2370:mRNA-p1,0.112,16,0.124,27,0.167,14,0.136,0.131,N,0.450,SignalP-noTM
LmjF.35.2380:mRNA-p1,0.115,24,0.115,11,0.140,1,0.117,0.116,N,0.450,SignalP-noTM
LmjF.35.2390:mRNA-p1,0.110,70,0.108,27,0.122,5,0.107,0.107,N,0.450,SignalP-noTM
LmjF.35.2400:mRNA-p1,0.248,26,0.218,26,0.323,25,0.195,0.205,N,0.450,SignalP-noTM
LmjF.35.2410:mRNA-p1,0.116,52,0.108,52,0.118,9,0.101,0.104,N,0.450,SignalP-noTM
LmjF.35.2420:mRNA-p1,0.133,20,0.110,20,0.130,41,0.090,0.099,N,0.450,SignalP-noTM
LmjF.35.2430:mRNA-p1,0.282,23,0.463,23,0.861,12,0.760,0.623,Y,0.450,SignalP-noTM
LmjF.35.2440:mRNA-p1,0.197,20,0.229,20,0.413,14,0.257,0.244,N,0.450,SignalP-noTM
LmjF.35.2450:mRNA-p1,0.150,42,0.159,42,0.209,41,0.128,0.147,N,0.500,SignalP-TM
LmjF.35.2470:mRNA-p1,0.110,43,0.108,43,0.115,36,0.099,0.103,N,0.450,SignalP-noTM
LmjF.35.2480:mRNA-p1,0.111,62,0.108,62,0.127,11,0.103,0.106,N,0.450,SignalP-noTM
LmjF.35.2490:mRNA-p1,0.137,11,0.183,11,0.317,3,0.243,0.215,N,0.450,SignalP-noTM
LmjF.35.2500:mRNA-p1,0.193,22,0.179,17,0.261,1,0.171,0.175,N,0.450,SignalP-noTM
LmjF.35.2510:mRNA-p1,0.257,26,0.424,26,0.896,5,0.718,0.583,Y,0.450,SignalP-noTM
LmjF.35.2520:mRNA-p1,0.110,64,0.113,52,0.141,51,0.113,0.113,N,0.450,SignalP-noTM
LmjF.35.2530:mRNA-p1,0.111,55,0.109,43,0.128,26,0.099,0.104,N,0.450,SignalP-noTM
LmjF.35.2540:mRNA-p1,0.150,35,0.208,35,0.397,5,0.304,0.246,N,0.500,SignalP-TM
LmjF.35.2550:mRNA-p1,0.123,22,0.129,17,0.172,2,0.136,0.133,N,0.450,SignalP-noTM
LmjF.35.2560:mRNA-p1,0.214,21,0.221,21,0.423,3,0.279,0.244,N,0.500,SignalP-TM
LmjF.35.2570:mRNA-p1,0.106,42,0.103,43,0.117,4,0.096,0.099,N,0.450,SignalP-noTM
LmjF.35.2580:mRNA-p1,0.244,28,0.208,28,0.400,2,0.205,0.206,N,0.450,SignalP-noTM
LmjF.35.2590:mRNA-p1,0.140,22,0.121,22,0.133,3,0.104,0.112,N,0.450,SignalP-noTM
LmjF.35.2600:mRNA-p1,0.124,17,0.160,17,0.245,10,0.201,0.182,N,0.450,SignalP-noTM
LmjF.35.2610:mRNA-p1,0.110,45,0.124,12,0.178,2,0.143,0.134,N,0.450,SignalP-noTM
LmjF.35.2620:mRNA-p1,0.108,67,0.113,11,0.169,3,0.121,0.117,N,0.450,SignalP-noTM
LmjF.35.2630:mRNA-p1,0.168,21,0.139,21,0.166,1,0.109,0.123,N,0.450,SignalP-noTM
LmjF.35.2640:mRNA-p1,0.110,45,0.107,45,0.125,38,0.100,0.103,N,0.450,SignalP-noTM
LmjF.35.2650:mRNA-p1,0.248,19,0.156,19,0.143,3,0.107,0.136,N,0.500,SignalP-TM
LmjF.35.2660:mRNA-p1,0.114,63,0.110,63,0.137,47,0.101,0.105,N,0.450,SignalP-noTM
LmjF.35.2670:mRNA-p1,0.112,69,0.108,17,0.120,2,0.107,0.107,N,0.450,SignalP-noTM
LmjF.35.2680:mRNA-p1,0.140,41,0.131,25,0.172,24,0.129,0.130,N,0.450,SignalP-noTM
LmjF.35.2690:mRNA-p1,0.111,34,0.110,37,0.121,28,0.103,0.106,N,0.450,SignalP-noTM
LmjF.35.2700:mRNA-p1,0.133,20,0.186,48,0.329,35,0.172,0.180,N,0.500,SignalP-TM
LmjF.35.2710:mRNA-p1,0.195,44,0.166,44,0.285,40,0.118,0.140,N,0.450,SignalP-noTM
LmjF.35.2720:mRNA-p1,0.109,47,0.106,15,0.112,8,0.101,0.103,N,0.450,SignalP-noTM
LmjF.35.2725:pseudogenic_transcript-p1,0.111,27,0.109,27,0.132,49,0.107,0.108,N,0.450,SignalP-noTM
LmjF.35.2730:mRNA-p1,0.192,27,0.305,27,0.676,13,0.492,0.406,N,0.450,SignalP-noTM
LmjF.35.2740:mRNA-p1,0.133,24,0.121,24,0.205,30,0.111,0.115,N,0.450,SignalP-noTM
LmjF.35.2750:mRNA-p1,0.111,34,0.107,20,0.125,35,0.105,0.106,N,0.450,SignalP-noTM
LmjF.35.2760:mRNA-p1,0.161,26,0.245,20,0.522,7,0.430,0.345,N,0.450,SignalP-noTM
LmjF.35.2770:mRNA-p1,0.111,60,0.108,12,0.134,21,0.109,0.109,N,0.450,SignalP-noTM
LmjF.35.2780:mRNA-p1,0.148,55,0.120,37,0.182,65,0.119,0.119,N,0.500,SignalP-TM
LmjF.35.2790:mRNA-p1,0.772,38,0.623,38,0.742,32,0.401,0.534,Y,0.500,SignalP-TM
LmjF.35.2800:mRNA-p1,0.203,19,0.310,19,0.645,1,0.500,0.386,N,0.500,SignalP-TM
LmjF.35.2810:mRNA-p1,0.109,28,0.137,55,0.219,47,0.122,0.131,N,0.500,SignalP-TM
LmjF.35.2820:mRNA-p1,0.168,26,0.266,26,0.547,9,0.412,0.324,N,0.500,SignalP-TM
LmjF.35.2830:mRNA-p1,0.119,28,0.120,17,0.153,14,0.130,0.126,N,0.450,SignalP-noTM
LmjF.35.2840:mRNA-p1,0.134,52,0.120,52,0.193,7,0.114,0.117,N,0.450,SignalP-noTM
LmjF.35.2850:mRNA-p1,0.138,42,0.119,42,0.126,9,0.107,0.112,N,0.450,SignalP-noTM
LmjF.35.2860:mRNA-p1,0.110,52,0.108,52,0.115,43,0.101,0.105,N,0.450,SignalP-noTM
LmjF.35.2870:mRNA-p1,0.110,35,0.105,35,0.112,17,0.096,0.100,N,0.450,SignalP-noTM
LmjF.35.2880:mRNA-p1,0.124,27,0.111,27,0.124,47,0.098,0.104,N,0.450,SignalP-noTM
LmjF.35.2890:mRNA-p1,0.132,25,0.119,25,0.118,9,0.107,0.112,N,0.450,SignalP-noTM
LmjF.35.2900:mRNA-p1,0.108,14,0.155,11,0.291,1,0.169,0.162,N,0.450,SignalP-noTM
LmjF.35.2910:mRNA-p1,0.108,51,0.107,60,0.116,45,0.100,0.103,N,0.450,SignalP-noTM
LmjF.35.2920:mRNA-p1,0.113,23,0.128,13,0.214,5,0.147,0.138,N,0.450,SignalP-noTM
LmjF.35.2930:mRNA-p1,0.141,16,0.136,67,0.275,60,0.119,0.129,N,0.500,SignalP-TM
LmjF.35.2940:mRNA-p1,0.135,11,0.121,11,0.129,12,0.106,0.113,N,0.450,SignalP-noTM
LmjF.35.2950:mRNA-p1,0.206,20,0.203,20,0.283,19,0.194,0.198,N,0.450,SignalP-noTM
LmjF.35.2960:mRNA-p1,0.108,23,0.102,36,0.112,54,0.095,0.098,N,0.450,SignalP-noTM
LmjF.35.2970:mRNA-p1,0.135,23,0.217,19,0.538,2,0.340,0.283,N,0.450,SignalP-noTM
LmjF.35.2980:mRNA-p1,0.153,31,0.167,31,0.292,2,0.198,0.183,N,0.450,SignalP-noTM
LmjF.35.2990:mRNA-p1,0.531,22,0.411,22,0.460,2,0.313,0.358,N,0.450,SignalP-noTM
LmjF.35.3000:mRNA-p1,0.122,24,0.170,13,0.338,3,0.266,0.208,N,0.500,SignalP-TM
LmjF.35.3010.1:mRNA-p1,0.257,20,0.322,20,0.548,2,0.421,0.362,N,0.500,SignalP-TM
LmjF.35.3010.2:mRNA-p1,0.109,50,0.118,11,0.162,2,0.123,0.121,N,0.450,SignalP-noTM
LmjF.35.3020:mRNA-p1,0.303,41,0.257,41,0.407,14,0.273,0.264,N,0.500,SignalP-TM
LmjF.35.3030:mRNA-p1,0.144,44,0.116,67,0.155,11,0.088,0.104,N,0.500,SignalP-TM
LmjF.35.3040:mRNA-p1,0.132,12,0.112,12,0.125,51,0.095,0.103,N,0.450,SignalP-noTM
LmjF.35.3050:mRNA-p1,0.125,36,0.117,36,0.126,5,0.109,0.112,N,0.450,SignalP-noTM
LmjF.35.3060:mRNA-p1,0.120,45,0.110,38,0.157,34,0.100,0.106,N,0.500,SignalP-TM
LmjF.35.3070:mRNA-p1,0.118,17,0.106,17,0.121,25,0.093,0.099,N,0.450,SignalP-noTM
LmjF.35.3080:mRNA-p1,0.143,29,0.119,29,0.134,42,0.101,0.109,N,0.450,SignalP-noTM
LmjF.35.3090:mRNA-p1,0.199,63,0.239,18,0.510,31,0.307,0.266,N,0.500,SignalP-TM
LmjF.35.3100:mRNA-p1,0.112,41,0.110,41,0.116,39,0.100,0.105,N,0.450,SignalP-noTM
LmjF.35.3110:mRNA-p1,0.116,32,0.205,12,0.445,4,0.397,0.282,N,0.500,SignalP-TM
LmjF.35.3120:mRNA-p1,0.163,24,0.238,24,0.547,5,0.348,0.297,N,0.450,SignalP-noTM
LmjF.35.3130:mRNA-p1,0.110,53,0.105,66,0.118,21,0.098,0.101,N,0.450,SignalP-noTM
LmjF.35.3140:mRNA-p1,0.139,58,0.134,58,0.181,50,0.110,0.121,N,0.450,SignalP-noTM
LmjF.35.3150:mRNA-p1,0.111,67,0.113,27,0.206,11,0.114,0.113,N,0.450,SignalP-noTM
LmjF.35.3160.1:mRNA-p1,0.126,31,0.119,11,0.159,5,0.132,0.126,N,0.450,SignalP-noTM
LmjF.35.3160.2:mRNA-p1,0.239,55,0.181,11,0.376,1,0.223,0.203,N,0.450,SignalP-noTM
LmjF.35.3170:mRNA-p1,0.110,68,0.109,13,0.121,11,0.110,0.109,N,0.450,SignalP-noTM
LmjF.35.3180:mRNA-p1,0.175,35,0.210,35,0.328,20,0.253,0.227,N,0.500,SignalP-TM
LmjF.35.3190:mRNA-p1,0.113,51,0.116,12,0.144,2,0.105,0.110,N,0.450,SignalP-noTM
LmjF.35.3200:mRNA-p1,0.145,32,0.129,40,0.182,38,0.119,0.124,N,0.450,SignalP-noTM
LmjF.35.3210:mRNA-p1,0.118,28,0.138,17,0.238,5,0.162,0.151,N,0.450,SignalP-noTM
LmjF.35.3220:mRNA-p1,0.229,56,0.160,56,0.157,46,0.107,0.131,N,0.450,SignalP-noTM
LmjF.35.3230:mRNA-p1,0.207,25,0.153,25,0.129,3,0.114,0.132,N,0.450,SignalP-noTM
LmjF.35.3240:mRNA-p1,0.121,30,0.112,30,0.149,12,0.108,0.110,N,0.450,SignalP-noTM
LmjF.35.3250:mRNA-p1,0.111,59,0.109,12,0.131,3,0.112,0.111,N,0.450,SignalP-noTM
LmjF.35.3260:mRNA-p1,0.110,32,0.111,38,0.135,24,0.103,0.107,N,0.450,SignalP-noTM
LmjF.35.3270:mRNA-p1,0.113,61,0.109,61,0.132,38,0.102,0.105,N,0.450,SignalP-noTM
LmjF.35.3280:mRNA-p1,0.110,45,0.113,45,0.137,27,0.102,0.107,N,0.450,SignalP-noTM
LmjF.35.3290:mRNA-p1,0.110,45,0.113,45,0.137,27,0.102,0.107,N,0.450,SignalP-noTM
LmjF.35.3300:mRNA-p1,0.131,22,0.130,22,0.170,1,0.127,0.129,N,0.450,SignalP-noTM
LmjF.35.3310:mRNA-p1,0.328,17,0.236,17,0.245,12,0.172,0.201,N,0.450,SignalP-noTM
LmjF.35.3320:mRNA-p1,0.243,47,0.217,47,0.353,44,0.142,0.176,N,0.450,SignalP-noTM
LmjF.35.3330:mRNA-p1,0.136,38,0.140,38,0.196,36,0.111,0.128,N,0.500,SignalP-TM
LmjF.35.3340:mRNA-p1,0.158,23,0.197,19,0.421,2,0.242,0.221,N,0.450,SignalP-noTM
LmjF.35.3350:mRNA-p1,0.199,53,0.248,26,0.554,1,0.369,0.313,N,0.450,SignalP-noTM
LmjF.35.3360:mRNA-p1,0.160,52,0.130,52,0.164,51,0.103,0.115,N,0.450,SignalP-noTM
LmjF.35.3370:mRNA-p1,0.112,24,0.112,11,0.140,39,0.111,0.112,N,0.450,SignalP-noTM
LmjF.35.3380:mRNA-p1,0.204,34,0.142,34,0.137,5,0.103,0.121,N,0.450,SignalP-noTM
LmjF.35.3390:mRNA-p1,0.119,41,0.110,41,0.122,44,0.099,0.104,N,0.450,SignalP-noTM
LmjF.35.3400:mRNA-p1,0.144,53,0.172,53,0.343,50,0.190,0.179,N,0.500,SignalP-TM
LmjF.35.3410:mRNA-p1,0.129,26,0.226,11,0.524,1,0.401,0.320,N,0.450,SignalP-noTM
LmjF.35.3420:mRNA-p1,0.211,52,0.158,52,0.156,41,0.116,0.135,N,0.450,SignalP-noTM
LmjF.35.3430:mRNA-p1,0.162,29,0.143,29,0.211,3,0.136,0.139,N,0.450,SignalP-noTM
LmjF.35.3440:mRNA-p1,0.144,27,0.120,27,0.137,26,0.103,0.111,N,0.450,SignalP-noTM
LmjF.35.3450:mRNA-p1,0.120,23,0.142,11,0.269,4,0.178,0.161,N,0.450,SignalP-noTM
LmjF.35.3460:mRNA-p1,0.170,61,0.143,16,0.253,7,0.195,0.164,N,0.500,SignalP-TM
LmjF.35.3470:mRNA-p1,0.121,17,0.151,17,0.322,2,0.180,0.167,N,0.450,SignalP-noTM
LmjF.35.3480:mRNA-p1,0.126,16,0.132,16,0.183,21,0.124,0.128,N,0.450,SignalP-noTM
LmjF.35.3490:mRNA-p1,0.110,51,0.110,12,0.126,1,0.102,0.106,N,0.450,SignalP-noTM
LmjF.35.3500:mRNA-p1,0.112,36,0.111,20,0.152,10,0.117,0.114,N,0.450,SignalP-noTM
LmjF.35.3510:mRNA-p1,0.246,60,0.190,60,0.248,46,0.115,0.150,N,0.450,SignalP-noTM
LmjF.35.3520:mRNA-p1,0.143,20,0.150,20,0.248,18,0.160,0.155,N,0.450,SignalP-noTM
LmjF.35.3530:mRNA-p1,0.229,59,0.198,59,0.269,42,0.133,0.163,N,0.450,SignalP-noTM
LmjF.35.3540:mRNA-p1,0.139,36,0.116,36,0.111,35,0.094,0.104,N,0.450,SignalP-noTM
LmjF.35.3550:mRNA-p1,0.109,48,0.103,70,0.111,10,0.095,0.099,N,0.450,SignalP-noTM
LmjF.35.3560.1:mRNA-p1,0.139,38,0.210,38,0.586,34,0.248,0.230,N,0.450,SignalP-noTM
LmjF.35.3560.2:mRNA-p1,0.108,22,0.106,22,0.119,12,0.104,0.105,N,0.450,SignalP-noTM
LmjF.35.3570:mRNA-p1,0.109,36,0.106,36,0.117,11,0.101,0.103,N,0.450,SignalP-noTM
LmjF.35.3580:mRNA-p1,0.122,57,0.134,57,0.193,57,0.114,0.126,N,0.500,SignalP-TM
LmjF.35.3590:mRNA-p1,0.136,25,0.192,20,0.351,2,0.270,0.234,N,0.450,SignalP-noTM
LmjF.35.3600:mRNA-p1,0.147,17,0.125,17,0.129,2,0.105,0.114,N,0.450,SignalP-noTM
LmjF.35.3610:mRNA-p1,0.187,36,0.190,36,0.315,4,0.215,0.203,N,0.450,SignalP-noTM
LmjF.35.3620:mRNA-p1,0.161,30,0.267,19,0.632,4,0.464,0.373,N,0.450,SignalP-noTM
LmjF.35.3630:mRNA-p1,0.117,31,0.106,61,0.116,33,0.100,0.103,N,0.450,SignalP-noTM
LmjF.35.3640:mRNA-p1,0.336,32,0.203,32,0.304,3,0.138,0.168,N,0.450,SignalP-noTM
LmjF.35.3650:mRNA-p1,0.298,20,0.315,20,0.508,14,0.320,0.318,N,0.450,SignalP-noTM
LmjF.35.3660:mRNA-p1,0.177,24,0.186,24,0.397,20,0.198,0.193,N,0.450,SignalP-noTM
LmjF.35.3670:mRNA-p1,0.115,17,0.106,25,0.134,22,0.103,0.104,N,0.450,SignalP-noTM
LmjF.35.3680:mRNA-p1,0.115,35,0.114,35,0.174,34,0.108,0.111,N,0.450,SignalP-noTM
LmjF.35.3690:mRNA-p1,0.158,45,0.169,45,0.384,38,0.143,0.155,N,0.450,SignalP-noTM
LmjF.35.3700:mRNA-p1,0.209,31,0.174,31,0.532,30,0.132,0.151,N,0.450,SignalP-noTM
LmjF.35.3710:mRNA-p1,0.113,36,0.127,12,0.174,2,0.150,0.139,N,0.450,SignalP-noTM
LmjF.35.3720:mRNA-p1,0.114,21,0.109,64,0.125,40,0.104,0.106,N,0.450,SignalP-noTM
LmjF.35.3730:mRNA-p1,0.117,50,0.109,50,0.115,29,0.099,0.104,N,0.450,SignalP-noTM
LmjF.35.3740:mRNA-p1,0.154,18,0.136,18,0.162,3,0.123,0.129,N,0.450,SignalP-noTM
LmjF.35.3750:mRNA-p1,0.109,47,0.107,47,0.119,31,0.099,0.102,N,0.450,SignalP-noTM
LmjF.35.3760:mRNA-p1,0.110,39,0.108,11,0.141,2,0.108,0.108,N,0.450,SignalP-noTM
LmjF.35.3770:mRNA-p1,0.402,32,0.396,32,0.727,11,0.491,0.434,N,0.500,SignalP-TM
LmjF.35.3780:mRNA-p1,0.110,39,0.108,11,0.141,2,0.108,0.108,N,0.450,SignalP-noTM
LmjF.35.3790:mRNA-p1,0.197,34,0.200,34,0.414,15,0.242,0.223,N,0.450,SignalP-noTM
